Epoch, 8
Random seed, 0, forward time, 41.31851601600647, inference time, 1754.0285408496857, qp time, 0, backward_time, 372.5606245994568
forward time,0,0,0,0,0,0,0,0,0,41.31851601600647
inference time,0,0,0,0,0,0,0,0,0,1754.0285408496857
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,46.662675857543945,46.178409814834595,46.1847448348999,46.20723366737366,46.25317311286926,46.297260761260986,46.54378366470337,48.23334288597107
