Epoch, 7
Random seed, 0, forward time, 82.92072463035583, inference time, 9744.073862314224, qp time, 0, backward_time, 272.27198338508606
forward time,0,0,11.690190553665161,11.734730005264282,11.749283075332642,11.805954694747925,11.911736249923706,11.964224100112915,12.064605951309204
inference time,0,0,1398.7475152015686,1408.283661365509,1378.2107315063477,1382.3146109580994,1388.2814631462097,1387.077425956726,1401.1584541797638
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,41.43886590003967,37.99639320373535,37.89254951477051,38.295084953308105,38.70344853401184,38.81997871398926,39.12566256523132
