Epoch, 93
Random seed, 0, forward time, 19.856647491455078, inference time, 70.5298707485199, qp time, 0, backward_time, 2027.674180984497
forward time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.856647491455078
inference time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5298707485199
qp time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backward time,0,0,21.9160418510437,21.800114154815674,21.779524326324463,21.764275074005127,21.764185905456543,21.767471075057983,21.774733066558838,21.76618766784668,21.762203454971313,21.754500150680542,21.770171403884888,21.76993465423584,21.775912284851074,21.77008581161499,21.77510952949524,21.79106044769287,21.796748638153076,21.792320013046265,21.791028261184692,21.797318696975708,21.78506350517273,21.792591094970703,21.783841133117676,21.78921890258789,21.783823490142822,21.79259490966797,21.786112308502197,21.788626432418823,21.781711101531982,21.787716150283813,21.779722452163696,21.777137756347656,21.78589677810669,21.78147292137146,21.78587031364441,21.78038477897644,21.773488998413086,21.7714204788208,21.782074213027954,21.77621030807495,21.780797958374023,21.78958797454834,21.776367902755737,21.783542156219482,21.783211708068848,21.783817052841187,21.776369094848633,21.793935537338257,21.776119470596313,21.783464908599854,21.784595489501953,21.787360668182373,21.777718782424927,21.783945322036743,21.780417680740356,21.793370008468628,21.790318965911865,21.800686836242676,21.790302753448486,21.79026746749878,21.792513370513916,21.789106130599976,21.788849353790283,21.798049926757812,21.7967529296875,21.784398317337036,21.787014961242676,21.79220414161682,21.796135187149048,21.786205530166626,21.803053379058838,21.78276515007019,21.797141075134277,21.795390367507935,21.790294647216797,21.801279306411743,21.785913705825806,21.79341697692871,21.78617548942566,21.788888454437256,21.791089296340942,21.794898509979248,21.78258991241455,21.80185604095459,21.788981676101685,21.80446434020996,21.7783145904541,21.779396295547485,21.791027307510376,21.79342794418335,21.804072380065918,21.781774759292603,23.296637296676636
