Random seed, 3,training loss, 1.330721412386213, training defu, -4.811065455845424, training opt, -3.5074960912976945, validating loss, 1.4410016536712646, validating defu, -4.879638385772705, validating opt, -3.599518632888794,testing loss, 1.642814040184021, testing defu, -4.783932304382324, testing opt, -3.4817601919174193
Random seed, 25,training loss, 7.140682411193848, training defu, -4.85583141871861, training opt, -4.188161645616804, validating loss, 7.567605495452881, validating defu, -4.893748760223389, validating opt, -4.2536670684814455,testing loss, 8.663549375534057, testing defu, -4.961777400970459, testing opt, -4.1685796737670895
Random seed, 7,training loss, 6.914259556361607, training defu, -4.809626851763044, training opt, -4.214652259009225, validating loss, 6.2052226066589355, validating defu, -4.864450359344483, validating opt, -4.271365308761597,testing loss, 6.312133073806763, testing defu, -4.8674171447753904, testing opt, -4.314339923858642
Random seed, 14,training loss, 1.0249238456998553, training defu, -4.349953808103289, training opt, -3.5118199961526053, validating loss, 1.0241352558135985, validating defu, -4.423859977722168, validating opt, -3.6499754905700685,testing loss, 1.0722283363342284, testing defu, -4.378211450576782, testing opt, -3.5348353147506715
Random seed, 12,training loss, 4.837645605632237, training defu, -5.966215106419154, training opt, -4.9689296449933735, validating loss, 4.40940227508545, validating defu, -5.935136127471924, validating opt, -4.853942203521728,testing loss, 4.597199940681458, testing defu, -6.003793716430664, testing opt, -4.915616464614868
Random seed, 20,training loss, 1.8367699963705881, training defu, -3.641388089316232, training opt, -3.342254638671875, validating loss, 1.752242136001587, validating defu, -3.779079294204712, validating opt, -3.3721261024475098,testing loss, 1.6761204481124878, testing defu, -3.6124490976333616, testing opt, -3.306262803077698
Random seed, 17,training loss, 16.262958771841866, training defu, -1.7212066752570017, training opt, -1.3167559112821305, validating loss, 16.661628913879394, validating defu, -1.661676287651062, validating opt, -1.2524551630020142,testing loss, 18.352934074401855, testing defu, -1.7843557596206665, testing opt, -1.3440382480621338
Random seed, 4,training loss, 13.467014993940081, training defu, -4.637271935599191, training opt, -4.2124413558415, validating loss, 14.036932945251465, validating defu, -4.781413936614991, validating opt, -4.220002222061157,testing loss, 12.5510760307312, testing defu, -4.547244071960449, testing opt, -4.059788846969605
Random seed, 27,training loss, 2.047319197654724, training defu, -4.202533912658692, training opt, -3.70582412311009, validating loss, 2.063693141937256, validating defu, -4.147146129608155, validating opt, -3.6770036697387694,testing loss, 2.1488917469978333, testing defu, -4.253816795349121, testing opt, -3.7046737909317016
Random seed, 13,training loss, 2.6321127074105397, training defu, -3.877908638545445, training opt, -3.5510914053235734, validating loss, 2.4670175552368163, validating defu, -3.8655587673187255, validating opt, -3.5240671634674072,testing loss, 2.7584462642669676, testing defu, -3.8047507286071776, testing opt, -3.432085561752319
Random seed, 23,training loss, 2.6944267068590437, training defu, -4.364944171905518, training opt, -3.812415817805699, validating loss, 2.7217643737792967, validating defu, -4.436150550842285, validating opt, -3.9263113021850584,testing loss, 2.9711653709411623, testing defu, -4.477174425125122, testing opt, -3.9410500049591066
Random seed, 15,training loss, 6.834314945765904, training defu, -4.977218314579555, training opt, -4.458765956333705, validating loss, 5.5062511444091795, validating defu, -4.9751537322998045, validating opt, -4.535891675949097,testing loss, 6.808127498626709, testing defu, -4.974998235702515, testing opt, -4.502015161514282
Random seed, 6,training loss, 10.540456921713693, training defu, -4.862791170392717, training opt, -4.378358595711845, validating loss, 8.880928707122802, validating defu, -4.888402271270752, validating opt, -4.216444587707519,testing loss, 9.193273639678955, testing defu, -4.934190559387207, testing opt, -4.407078456878662
Random seed, 29,training loss, 16.40922882897513, training defu, -2.401756593159267, training opt, -2.1566634654998778, validating loss, 3.542691230773926, validating defu, -2.2719153881073, validating opt, -2.033755731582642,testing loss, 12.322490119934082, testing defu, -2.3516607165336607, testing opt, -2.0991429567337034
Random seed, 8,training loss, 5.770115402766637, training defu, -2.973949146270752, training opt, -2.5520368371691022, validating loss, 4.477971792221069, validating defu, -3.3088616371154784, validating opt, -2.733416223526001,testing loss, 4.067058897018432, testing defu, -2.9807519912719727, testing opt, -2.5231154322624207
Random seed, 11,training loss, 2.422707312447684, training defu, -3.4055475779942106, training opt, -3.028973776953561, validating loss, 2.828308439254761, validating defu, -3.525342082977295, validating opt, -3.1636173725128174,testing loss, 2.3809011459350584, testing defu, -3.403010535240173, testing opt, -3.0737492084503173
Random seed, 9,training loss, 3.5334345613207137, training defu, -3.600660903113229, training opt, -3.17268590927124, validating loss, 2.62694673538208, validating defu, -3.6986052989959717, validating opt, -3.249553108215332,testing loss, 3.4815351247787474, testing defu, -3.6699665069580076, testing opt, -3.3134111404418944
Random seed, 26,training loss, 15.026088401249476, training defu, -3.563786949430193, training opt, -3.1565212999071393, validating loss, 13.348336887359618, validating defu, -3.478404903411865, validating opt, -3.0732168197631835,testing loss, 12.298030662536622, testing defu, -3.6720569849014284, testing opt, -3.2866976737976072
Random seed, 1,training loss, 2.2452878747667584, training defu, -4.595695795331682, training opt, -3.969582223892212, validating loss, 2.0113229751586914, validating defu, -4.6637036323547365, validating opt, -4.124019622802734,testing loss, 1.9780723571777343, testing defu, -4.5852619171142575, testing opt, -3.917221021652222
Random seed, 2,training loss, 19.315709359305245, training defu, -2.277867610113961, training opt, -1.947201098714556, validating loss, 21.738008499145508, validating defu, -2.3976373195648195, validating opt, -1.8147348403930663,testing loss, 23.76629114151001, testing defu, -2.342593860626221, testing opt, -1.9278536796569825
Random seed, 19,training loss, 10.623127501351492, training defu, -4.93841347013201, training opt, -4.0320322172982355, validating loss, 10.641868209838867, validating defu, -4.830412578582764, validating opt, -3.97235426902771,testing loss, 11.702173042297364, testing defu, -5.154640817642212, testing opt, -4.322277188301086
Random seed, 10,training loss, 26.80107852390834, training defu, -4.450539548056466, training opt, -3.9376138619014194, validating loss, 15.024131393432617, validating defu, -4.458545684814453, validating opt, -3.7843174934387207,testing loss, 15.699153804779053, testing defu, -4.632035398483277, testing opt, -4.038832211494446
Random seed, 28,training loss, 6.357489803859166, training defu, -1.0119552033288137, training opt, -0.8854652762413024, validating loss, 4.521019077301025, validating defu, -1.0444737553596497, validating opt, -0.9238204002380371,testing loss, 6.600394582748413, testing defu, -1.0179564356803894, testing opt, -0.8672422230243683
Random seed, 30,training loss, 11.658976023537772, training defu, -4.420713492802212, training opt, -3.9734777518681117, validating loss, 12.57242374420166, validating defu, -4.186907958984375, validating opt, -3.781778621673584,testing loss, 14.191744184494018, testing defu, -4.246639609336853, testing opt, -3.8615465641021727
Random seed, 18,training loss, 4.252642924445016, training defu, -5.544477844238282, training opt, -5.06693605695452, validating loss, 4.2106523513793945, validating defu, -5.616840171813965, validating opt, -4.989599704742432,testing loss, 4.408555269241333, testing defu, -5.410014677047729, testing opt, -4.854067182540893
Random seed, 16,training loss, 3.7699947493416923, training defu, -5.6726997920445035, training opt, -5.109649058750698, validating loss, 3.303456163406372, validating defu, -5.708402824401856, validating opt, -5.231875705718994,testing loss, 4.144152450561523, testing defu, -5.484245872497558, testing opt, -4.907071113586426
Random seed, 22,training loss, 4.854080247879028, training defu, -5.18761362348284, training opt, -4.769674396514892, validating loss, 5.330203628540039, validating defu, -5.307870197296142, validating opt, -5.031603145599365,testing loss, 4.7401410102844235, testing defu, -5.25588321685791, testing opt, -4.905820322036743
Random seed, 24,training loss, 40.123425129481724, training defu, -2.9865540845053538, training opt, -2.6224200929914203, validating loss, 41.01712265014648, validating defu, -2.995004749298096, validating opt, -2.6784920692443848,testing loss, 40.75333671569824, testing defu, -3.0752445697784423, testing opt, -2.6154091358184814
Random seed, 21,training loss, 3.7193950857434954, training defu, -5.117160333905901, training opt, -4.630346856798444, validating loss, 3.269926834106445, validating defu, -5.104837131500244, validating opt, -4.512126350402832,testing loss, 4.382921767234802, testing defu, -5.017249917984008, testing opt, -4.427756643295288
Random seed, 5,training loss, 2.779539816720145, training defu, -4.089102581569127, training opt, -3.599308783667428, validating loss, 2.9312017440795897, validating defu, -4.162727165222168, validating opt, -3.610509252548218,testing loss, 2.704601359367371, testing defu, -4.126135587692261, testing opt, -3.608072304725647
