Random seed, 29,training loss, 3.8083048820495606, training defu, -4.906416743142264, training opt, -4.281962776184082, validating loss, 4.167317199707031, validating defu, -4.761642742156982, validating opt, -4.160643672943115,testing loss, 3.473890686035156, testing defu, -4.877208471298218, testing opt, -4.336776065826416
Random seed, 17,training loss, 4.834587723868234, training defu, -6.211685711996896, training opt, -5.463003144945417, validating loss, 4.672887706756592, validating defu, -6.121476173400879, validating opt, -5.392909240722656,testing loss, 4.720335149765015, testing defu, -6.2503204345703125, testing opt, -5.470307970046997
Random seed, 16,training loss, 4.423975317818778, training defu, -5.723048155648367, training opt, -5.178223255702427, validating loss, 4.287967872619629, validating defu, -5.730218982696533, validating opt, -5.3303545951843265,testing loss, 4.421188592910767, testing defu, -5.79385781288147, testing opt, -5.129394769668579
Random seed, 7,training loss, 4.701491710117885, training defu, -6.414772115434919, training opt, -5.7066549301147464, validating loss, 4.667037582397461, validating defu, -6.326627635955811, validating opt, -5.690140056610107,testing loss, 4.635987854003906, testing defu, -6.470989608764649, testing opt, -5.768314456939697
Random seed, 28,training loss, 5.08992201941354, training defu, -6.519402885437012, training opt, -5.630744116646903, validating loss, 5.047299766540528, validating defu, -6.432796478271484, validating opt, -5.553906345367432,testing loss, 4.795047378540039, testing defu, -6.84986457824707, testing opt, -6.051127099990845
Random seed, 21,training loss, 4.901999936785017, training defu, -5.22113516671317, training opt, -4.446731955664498, validating loss, 4.741686630249023, validating defu, -5.1861083984375, validating opt, -4.466219425201416,testing loss, 5.015318775177002, testing defu, -5.018424034118652, testing opt, -4.288519048690796
Random seed, 10,training loss, 4.7576044627598355, training defu, -5.9974210057939805, training opt, -5.4168466976710725, validating loss, 4.832042694091797, validating defu, -5.991408252716065, validating opt, -5.338916492462158,testing loss, 4.640870380401611, testing defu, -5.974739217758179, testing opt, -5.439568281173706
Random seed, 2,training loss, 4.1578121049063546, training defu, -5.442506149836949, training opt, -4.989053903307234, validating loss, 4.088647937774658, validating defu, -5.43303861618042, validating opt, -4.984841156005859,testing loss, 4.1567206382751465, testing defu, -5.437973213195801, testing opt, -5.016265535354615
Random seed, 5,training loss, 4.7400997979300366, training defu, -5.0245639528547015, training opt, -4.460379614148821, validating loss, 4.167784023284912, validating defu, -5.025965023040771, validating opt, -4.490545558929443,testing loss, 4.254184579849243, testing defu, -5.034730863571167, testing opt, -4.524874830245972
Random seed, 14,training loss, 4.044991152627127, training defu, -6.022046334402901, training opt, -5.4032901082720075, validating loss, 3.8237648010253906, validating defu, -6.06361837387085, validating opt, -5.505285930633545,testing loss, 4.097787809371948, testing defu, -6.013441467285157, testing opt, -5.418100166320801
Random seed, 27,training loss, 5.798239081246512, training defu, -6.099575914655413, training opt, -5.395268453870501, validating loss, 5.787496566772461, validating defu, -6.185964107513428, validating opt, -5.486851024627685,testing loss, 5.854117488861084, testing defu, -6.17211685180664, testing opt, -5.458074235916138
Random seed, 30,training loss, 4.683411816188268, training defu, -6.4926507268633165, training opt, -5.871628107343401, validating loss, 4.727499198913574, validating defu, -6.548389339447022, validating opt, -5.986214828491211,testing loss, 4.8143823623657225, testing defu, -6.422177124023437, testing opt, -5.881977701187134
Random seed, 22,training loss, 3.750580515180315, training defu, -5.795798260825021, training opt, -5.211019706726074, validating loss, 3.832802104949951, validating defu, -5.607618904113769, validating opt, -5.079758930206299,testing loss, 3.6799686431884764, testing defu, -5.78339524269104, testing opt, -5.193027305603027
Random seed, 11,training loss, 4.266968754359654, training defu, -5.464361204419817, training opt, -4.9669451304844445, validating loss, 4.322619247436523, validating defu, -5.469869899749756, validating opt, -4.938288402557373,testing loss, 4.4099469661712645, testing defu, -5.3898458003997805, testing opt, -4.935704708099365
Random seed, 20,training loss, 4.9509956087384905, training defu, -5.839589418683733, training opt, -5.109016418457031, validating loss, 4.676881599426269, validating defu, -5.679500865936279, validating opt, -5.0693282127380375,testing loss, 4.889700412750244, testing defu, -5.999895477294922, testing opt, -5.212483882904053
Random seed, 4,training loss, 4.200879505702427, training defu, -5.855016340528215, training opt, -5.309776156289237, validating loss, 4.295423126220703, validating defu, -5.729381847381592, validating opt, -5.2169036865234375,testing loss, 4.312602853775024, testing defu, -5.708106851577758, testing opt, -5.187079000473022
Random seed, 8,training loss, 5.780716514587402, training defu, -5.1525283404759, training opt, -4.581590911320277, validating loss, 5.776558876037598, validating defu, -5.2174217224121096, validating opt, -4.653755760192871,testing loss, 5.675053501129151, testing defu, -5.230582141876221, testing opt, -4.599558305740357
Random seed, 12,training loss, 4.868187427520752, training defu, -6.1667115756443565, training opt, -5.619077723366874, validating loss, 4.803383255004883, validating defu, -6.108449459075928, validating opt, -5.514486789703369,testing loss, 4.863014888763428, testing defu, -6.108938312530517, testing opt, -5.407956790924072
Random seed, 25,training loss, 4.947624778747558, training defu, -5.385004534040179, training opt, -5.064025960649762, validating loss, 5.400971221923828, validating defu, -5.26016902923584, validating opt, -4.924186420440674,testing loss, 5.0022166728973385, testing defu, -5.356079816818237, testing opt, -5.02758002281189
Random seed, 23,training loss, 4.85837801524571, training defu, -5.930291707175119, training opt, -5.318673474448068, validating loss, 4.865120887756348, validating defu, -5.800372695922851, validating opt, -5.269290351867676,testing loss, 4.59086275100708, testing defu, -5.81797981262207, testing opt, -5.214792776107788
