Random seed, 1,training loss, 0.3964103903089251, training defu, -1.4966114452907018,validating loss, 0.3914774417877197, validating defu, -1.6281659603118896,testing loss, 0.4290780067443848, testing defu, -1.6016488313674926
Random seed, 4,training loss, 0.4011607885360718, training defu, -4.425850936344692,validating loss, 0.42467095851898196, validating defu, -4.465787601470947,testing loss, 0.3583019495010376, testing defu, -4.414990234375
Random seed, 10,training loss, 0.5665665933064052, training defu, -4.216529144559588,validating loss, 0.4801784038543701, validating defu, -4.1196510791778564,testing loss, 0.48336424827575686, testing defu, -4.139955139160156
Random seed, 7,training loss, 0.6615978922162737, training defu, -4.265834706170218,validating loss, 0.6832252979278565, validating defu, -4.110986709594727,testing loss, 0.6835090517997742, testing defu, -4.3316096544265745
Random seed, 13,training loss, 0.45049282823290143, training defu, -0.6163884937763214,validating loss, 0.3587050914764404, validating defu, -0.609597897529602,testing loss, 0.3678690671920776, testing defu, -0.6186181902885437
Random seed, 3,training loss, 0.4844249963760376, training defu, -2.8626440252576555,validating loss, 0.5346673488616943, validating defu, -3.133199405670166,testing loss, 0.5675305843353271, testing defu, -2.831761884689331
Random seed, 9,training loss, 0.37203891277313234, training defu, -1.908804862839835,validating loss, 0.4198191165924072, validating defu, -1.8437169551849366,testing loss, 0.5177710771560669, testing defu, -2.015328311920166
Random seed, 8,training loss, 0.3333161200795855, training defu, -1.650300189426967,validating loss, 0.4098901867866516, validating defu, -1.690918207168579,testing loss, 0.44805724620819093, testing defu, -1.674554216861725
Random seed, 11,training loss, 0.3978042364120483, training defu, -1.8309762273515975,validating loss, 0.44221245050430297, validating defu, -1.7984407186508178,testing loss, 0.4661755502223969, testing defu, -1.8795226097106934
Random seed, 14,training loss, 0.3806201577186584, training defu, -3.9582134996141707,validating loss, 0.45927865505218507, validating defu, -4.059814882278443,testing loss, 0.412526524066925, testing defu, -3.9454072237014772
Random seed, 20,training loss, 0.23212740932192122, training defu, -0.8798156005995614,validating loss, 0.18388373851776124, validating defu, -0.8721360445022583,testing loss, 0.18691064715385436, testing defu, -0.8807884633541108
Random seed, 16,training loss, 0.3679396390914917, training defu, -3.1989820889064244,validating loss, 0.358294677734375, validating defu, -3.240169334411621,testing loss, 0.4873307228088379, testing defu, -3.27717661857605
Random seed, 6,training loss, 0.39813329151698523, training defu, -4.455825655800956,validating loss, 0.6144912719726563, validating defu, -4.742772388458252,testing loss, 0.5122676253318786, testing defu, -4.541456270217895
Random seed, 18,training loss, 0.4037922007696969, training defu, -2.793663532393319,validating loss, 0.5555413484573364, validating defu, -4.059662771224976,testing loss, 0.527603006362915, testing defu, -3.0907220602035523
Random seed, 21,training loss, 0.32537449428013393, training defu, -3.5922439507075716,validating loss, 0.34812092781066895, validating defu, -3.6012722969055178,testing loss, 0.4013355612754822, testing defu, -3.7944648265838623
Random seed, 15,training loss, 0.48703269617898126, training defu, -1.0546643580709185,validating loss, 0.7161325931549072, validating defu, -1.1144232511520387,testing loss, 0.767532467842102, testing defu, -1.0838887453079225
Random seed, 12,training loss, 0.4476294824055263, training defu, -4.747070223944528,validating loss, 0.40489964485168456, validating defu, -4.674080276489258,testing loss, 0.5039134979248047, testing defu, -4.445942711830139
Random seed, 17,training loss, 0.17640834365572247, training defu, -2.77622481073652,validating loss, 0.1619878888130188, validating defu, -2.8032315731048585,testing loss, 0.20182784795761108, testing defu, -2.7856828927993775
Random seed, 22,training loss, 0.6299610206059048, training defu, -2.2626988002232142,validating loss, 0.6633992433547974, validating defu, -2.244770956039429,testing loss, 0.7512220501899719, testing defu, -2.2657052516937255
Random seed, 5,training loss, 0.5410533121653965, training defu, -4.019836568832398,validating loss, 0.4915421485900879, validating defu, -4.057518100738525,testing loss, 0.5550389528274536, testing defu, -3.9653693199157716
Random seed, 24,training loss, 0.5592444522040231, training defu, -1.996627494267055,validating loss, 0.5019360065460206, validating defu, -1.9901846170425415,testing loss, 0.5913579344749451, testing defu, -2.073467493057251
Random seed, 27,training loss, 0.6075058783803667, training defu, -2.411719172341483,validating loss, 0.6367473602294922, validating defu, -2.611911678314209,testing loss, 0.567090880870819, testing defu, -2.3640066027641295
Random seed, 23,training loss, 0.3739036577088492, training defu, -3.5879863807133265,validating loss, 0.4248826622962952, validating defu, -3.925773048400879,testing loss, 0.3994214177131653, testing defu, -3.6348392248153685
Random seed, 25,training loss, 0.6982870374407087, training defu, -1.3438672304153443,validating loss, 0.8558608055114746, validating defu, -1.2971507787704468,testing loss, 0.7404318571090698, testing defu, -1.3818852066993714
Random seed, 26,training loss, 0.44079820258276803, training defu, -1.7854257583618165,validating loss, 0.32414319515228274, validating defu, -1.8065781354904176,testing loss, 0.44804452657699584, testing defu, -1.831977379322052
Random seed, 28,training loss, 0.5146514415740967, training defu, -2.593449578966413,validating loss, 0.5359448432922364, validating defu, -2.6324694633483885,testing loss, 0.6103824853897095, testing defu, -2.6727957010269163
Random seed, 29,training loss, 0.6310910565512521, training defu, -3.3303125653948102,validating loss, 0.6789633512496949, validating defu, -3.298214864730835,testing loss, 0.5636116743087769, testing defu, -3.3243099212646485
Random seed, 2,training loss, 0.6036522388458252, training defu, -3.311457702091762,validating loss, 0.7400206565856934, validating defu, -3.452992582321167,testing loss, 0.7637097358703613, testing defu, -3.4410980939865112
Random seed, 19,training loss, 0.2899117776325771, training defu, -4.471195827211653,validating loss, 0.30557610988616946, validating defu, -4.550695991516113,testing loss, 0.41571917533874514, testing defu, -4.600093841552734
Random seed, 30,training loss, 0.4073708840778896, training defu, -3.1655516351972306,validating loss, 0.4828531265258789, validating defu, -3.18065767288208,testing loss, 0.5306419372558594, testing defu, -3.2132447242736815
Random seed, 1,training loss, 0.3964103903089251, training defu, -1.4966114452907018, training opt, -1.45554769550051validating loss, 0.3914774417877197, validating defu, -1.6281659603118896, validating opt, -1.3747101783752442,testing loss, 0.4290780067443848, testing defu, -1.6016488313674926, testing opt, -1.529539155960083
Random seed, 7,training loss, 0.6615978922162737, training defu, -4.265834706170218, training opt, -3.904359013693673validating loss, 0.6832252979278565, validating defu, -4.110986709594727, validating opt, -3.6735091686248778,testing loss, 0.6835090517997742, testing defu, -4.3316096544265745, testing opt, -4.027465295791626
Random seed, 10,training loss, 0.5665665933064052, training defu, -4.216529144559588, training opt, -3.791391726902553validating loss, 0.4801784038543701, validating defu, -4.1196510791778564, validating opt, -3.7524149894714354,testing loss, 0.48336424827575686, testing defu, -4.139955139160156, testing opt, -3.8737809658050537
Random seed, 4,training loss, 0.4011607885360718, training defu, -4.425850936344692, training opt, -3.9817580086844306validating loss, 0.42467095851898196, validating defu, -4.465787601470947, validating opt, -3.953482484817505,testing loss, 0.3583019495010376, testing defu, -4.414990234375, testing opt, -4.078610348701477
Random seed, 13,training loss, 0.45049282823290143, training defu, -0.6163884937763214, training opt, -0.5515536163534437validating loss, 0.3587050914764404, validating defu, -0.609597897529602, validating opt, -0.5644801199436188,testing loss, 0.3678690671920776, testing defu, -0.6186181902885437, testing opt, -0.5825076639652252
Random seed, 3,training loss, 0.4844249963760376, training defu, -2.8626440252576555, training opt, -2.334414233480181validating loss, 0.5346673488616943, validating defu, -3.133199405670166, validating opt, -2.521961545944214,testing loss, 0.5675305843353271, testing defu, -2.831761884689331, testing opt, -2.3865957021713258
Random seed, 9,training loss, 0.37203891277313234, training defu, -1.908804862839835, training opt, -1.6933199286460876validating loss, 0.4198191165924072, validating defu, -1.8437169551849366, validating opt, -1.552494215965271,testing loss, 0.5177710771560669, testing defu, -2.015328311920166, testing opt, -1.7435816526412964
Random seed, 8,training loss, 0.3333161200795855, training defu, -1.650300189426967, training opt, -1.561849638393947validating loss, 0.4098901867866516, validating defu, -1.690918207168579, validating opt, -1.6222984790802002,testing loss, 0.44805724620819093, testing defu, -1.674554216861725, testing opt, -1.5039993405342102
Random seed, 11,training loss, 0.3978042364120483, training defu, -1.8309762273515975, training opt, -1.8311578580311367validating loss, 0.44221245050430297, validating defu, -1.7984407186508178, validating opt, -1.869062328338623,testing loss, 0.4661755502223969, testing defu, -1.8795226097106934, testing opt, -1.9212594509124756
Random seed, 20,training loss, 0.23212740932192122, training defu, -0.8798156005995614, training opt, -0.7592026914869036validating loss, 0.18388373851776124, validating defu, -0.8721360445022583, validating opt, -0.8201615929603576,testing loss, 0.18691064715385436, testing defu, -0.8807884633541108, testing opt, -0.8182642996311188
Random seed, 16,training loss, 0.3679396390914917, training defu, -3.1989820889064244, training opt, -2.98383868762425validating loss, 0.358294677734375, validating defu, -3.240169334411621, validating opt, -3.0337480545043944,testing loss, 0.4873307228088379, testing defu, -3.27717661857605, testing opt, -2.99283881187439
