Random seed, 3,training loss, 4.072019713265555, training defu, -5.2993316650390625, training opt, -4.840815026419503, validating loss, 3.753886032104492, validating defu, -5.270680236816406, validating opt, -4.848138618469238,testing loss, 3.9384962558746337, testing defu, -5.3277215480804445, testing opt, -4.949918985366821
Random seed, 5,training loss, 20.744851166861398, training defu, -4.358933353424073, training opt, -3.7686483928135464, validating loss, 30.6554705619812, validating defu, -4.25566987991333, validating opt, -3.6420638084411623,testing loss, 16.542636108398437, testing defu, -4.321763038635254, testing opt, -3.6074939489364626
Random seed, 8,training loss, 55.12126661028181, training defu, -5.9839056151253835, training opt, -5.576329939705985, validating loss, inf, validating defu, -6.0096235275268555, validating opt, -5.574236583709717,testing loss, 49.83508243560791, testing defu, -6.013412380218506, testing opt, -5.484938859939575
Random seed, 1,training loss, 7.973063714163644, training defu, -6.521939195905413, training opt, -5.934407315935407, validating loss, 6.95216932296753, validating defu, -6.477203464508056, validating opt, -5.981850624084473,testing loss, 6.875148916244507, testing defu, -6.5034223079681395, testing opt, -5.948822546005249
Random seed, 20,training loss, 35.3511901310512, training defu, -5.51973683493478, training opt, -5.030692904336112, validating loss, 38.57809715270996, validating defu, -5.55155611038208, validating opt, -4.912472152709961,testing loss, 32.27283973693848, testing defu, -5.633758401870727, testing opt, -5.151198196411133
Random seed, 11,training loss, 6.177801336560931, training defu, -5.111072444915772, training opt, -4.5602231706891745, validating loss, 5.987842178344726, validating defu, -5.195539474487305, validating opt, -4.573566341400147,testing loss, 5.778539705276489, testing defu, -5.068294191360474, testing opt, -4.556043863296509
Random seed, 23,training loss, 8.724138968331474, training defu, -5.8526187488010954, training opt, -5.297822148459298, validating loss, 4.545376873016357, validating defu, -5.830484104156494, validating opt, -5.361371421813965,testing loss, 4.472444343566894, testing defu, -5.845073461532593, testing opt, -5.311641693115234
Random seed, 21,training loss, 4.548221710750035, training defu, -5.640561185564313, training opt, -5.100522218431745, validating loss, 3.3891196250915527, validating defu, -5.854342651367188, validating opt, -5.270665168762207,testing loss, 3.835791015625, testing defu, -5.340832757949829, testing opt, -4.880028820037841
Random seed, 19,training loss, 25.88339955466134, training defu, -5.397576454707554, training opt, -4.779537868499756, validating loss, 22.227124404907226, validating defu, -5.5685934066772464, validating opt, -4.98148889541626,testing loss, 24.50263042449951, testing defu, -5.492373132705689, testing opt, -4.860251474380493
Random seed, 2,training loss, 33.236916242327005, training defu, -4.8511076927185055, training opt, -4.611748736245292, validating loss, 44.231405639648436, validating defu, -4.818605899810791, validating opt, -4.552027034759521,testing loss, 33.185353660583495, testing defu, -4.844050645828247, testing opt, -4.585558605194092
Random seed, 13,training loss, 7.832107625688825, training defu, -5.625580637795585, training opt, -5.154866463797433, validating loss, 5.642473602294922, validating defu, -5.794862842559814, validating opt, -5.31488265991211,testing loss, 6.863338422775269, testing defu, -5.59805006980896, testing opt, -5.061475229263306
Random seed, 7,training loss, 19.942179461887903, training defu, -4.023426192147391, training opt, -3.8775502817971366, validating loss, 17.615893936157228, validating defu, -4.33566575050354, validating opt, -4.151155996322632,testing loss, 24.147185039520263, testing defu, -4.074866127967835, testing opt, -3.9046822071075438
Random seed, 24,training loss, 56.48760877336775, training defu, -5.223133141653879, training opt, -4.777451583317348, validating loss, 70.27423934936523, validating defu, -5.17997522354126, validating opt, -4.712165260314942,testing loss, 69.9811912536621, testing defu, -5.233167028427124, testing opt, -4.792105054855346
Random seed, 15,training loss, 16.272014100211006, training defu, -7.108363859994071, training opt, -6.550322832380022, validating loss, 17.147668266296385, validating defu, -7.195420742034912, validating opt, -6.607195472717285,testing loss, 14.745502376556397, testing defu, -7.122680568695069, testing opt, -6.489955615997315
Random seed, 16,training loss, 12.453138256072998, training defu, -5.9067653383527485, training opt, -5.3418514387948175, validating loss, 14.290694236755371, validating defu, -5.8530069351196286, validating opt, -5.245408535003662,testing loss, 10.475422954559326, testing defu, -5.898304462432861, testing opt, -5.312045860290527
Random seed, 6,training loss, 8.384818158830916, training defu, -5.153989355904716, training opt, -4.812524836403983, validating loss, 6.499735355377197, validating defu, -5.135031032562256, validating opt, -4.900107097625733,testing loss, 7.725553178787232, testing defu, -5.19577693939209, testing opt, -4.920016241073609
Random seed, 26,training loss, 27.526689093453545, training defu, -6.014641802651542, training opt, -5.308802441188267, validating loss, 32.53752746582031, validating defu, -5.902220821380615, validating opt, -5.310071754455566,testing loss, 49.66305770874023, testing defu, -5.870796966552734, testing opt, -5.203327560424805
Random seed, 14,training loss, 22.443441608973913, training defu, -5.582385185786656, training opt, -5.29211186000279, validating loss, 28.061381530761718, validating defu, -5.747848320007324, validating opt, -5.347507667541504,testing loss, 29.402225303649903, testing defu, -5.746917676925659, testing opt, -5.427893400192261
Random seed, 28,training loss, 56.27005702427456, training defu, -4.6002567086900985, training opt, -4.064556094578334, validating loss, 61.32965316772461, validating defu, -4.292385101318359, validating opt, -3.6275831699371337,testing loss, 57.15942649841308, testing defu, -4.893483066558838, testing opt, -4.341192817687988
Random seed, 18,training loss, 16.746405792236327, training defu, -5.643595654623849, training opt, -5.133338356018067, validating loss, 12.510017204284669, validating defu, -5.520929908752441, validating opt, -5.082260322570801,testing loss, 14.07476110458374, testing defu, -5.597249984741211, testing opt, -5.132045936584473
Random seed, 29,training loss, 5.39654496056693, training defu, -5.157530226026263, training opt, -4.733322409221104, validating loss, 4.783718872070312, validating defu, -5.176855373382568, validating opt, -4.84126091003418,testing loss, 5.622326374053955, testing defu, -5.068589305877685, testing opt, -4.7605267524719235
Random seed, 10,training loss, 5.832479517800468, training defu, -6.099861635480608, training opt, -5.465714182172503, validating loss, 4.489045143127441, validating defu, -6.0031839370727536, validating opt, -5.417941761016846,testing loss, 4.611013126373291, testing defu, -6.148348379135132, testing opt, -5.471749305725098
Random seed, 4,training loss, 33.382199914114814, training defu, -5.7438005992344445, training opt, -5.2806106703622, validating loss, 44.928148651123045, validating defu, -5.640746212005615, validating opt, -5.146361541748047,testing loss, 39.21387920379639, testing defu, -5.7332761764526365, testing opt, -5.292423295974731
Random seed, 9,training loss, inf, training defu, -4.35839706829616, training opt, -3.9064791883741106, validating loss, inf, validating defu, -4.250041770935058, validating opt, -3.7533724308013916,testing loss, inf, testing defu, -4.288467788696289, testing opt, -3.7825707674026487
Random seed, 30,training loss, 62.722110748291016, training defu, -4.992264311654227, training opt, -4.578956781114851, validating loss, 66.68759536743164, validating defu, -4.941923904418945, validating opt, -4.544615745544434,testing loss, 69.38667602539063, testing defu, -4.901037693023682, testing opt, -4.450583553314209
