Random seed, 26,training loss, 4.959309932163784, training defu, -5.226563957759312, training opt, -4.588118307931083, validating loss, 4.94652099609375, validating defu, -5.296624279022216, validating opt, -4.6842316627502445,testing loss, 5.265636157989502, testing defu, -5.322109746932983, testing opt, -4.604901123046875
Random seed, 2,training loss, 5.026627949305943, training defu, -5.695716217585972, training opt, -5.183158711024693, validating loss, 5.334293556213379, validating defu, -5.665596389770508, validating opt, -5.153999614715576,testing loss, 4.877748918533325, testing defu, -5.762555170059204, testing opt, -5.29794716835022
Random seed, 21,training loss, 5.748298835754395, training defu, -5.79603819165911, training opt, -5.336530358450753, validating loss, 5.861030578613281, validating defu, -5.837136077880859, validating opt, -5.326621055603027,testing loss, 5.850240325927734, testing defu, -5.907204055786133, testing opt, -5.374270009994507
Random seed, 11,training loss, 4.543903405325754, training defu, -6.622024045671735, training opt, -6.041271890912737, validating loss, 4.183137893676758, validating defu, -6.727499389648438, validating opt, -6.010467624664306,testing loss, 4.7323689460754395, testing defu, -6.638805675506592, testing opt, -5.976323652267456
Random seed, 9,training loss, 6.8958777291434155, training defu, -5.336236817496164, training opt, -4.68803950718471, validating loss, 6.837299156188965, validating defu, -5.389831161499023, validating opt, -4.821473503112793,testing loss, 7.289305019378662, testing defu, -5.0736781597137455, testing opt, -4.4964337825775145
Random seed, 6,training loss, 5.771959890638079, training defu, -6.236742986951556, training opt, -5.480235045296805, validating loss, 5.430878162384033, validating defu, -6.292741680145264, validating opt, -5.464406967163086,testing loss, 5.377618980407715, testing defu, -6.238943862915039, testing opt, -5.635769844055176
Random seed, 16,training loss, 7.38440306527274, training defu, -5.037913376944406, training opt, -4.437081841060094, validating loss, 7.349234199523925, validating defu, -5.196003818511963, validating opt, -4.523061466217041,testing loss, 7.733091259002686, testing defu, -5.114061737060547, testing opt, -4.413214778900146
Random seed, 17,training loss, 6.623233468191964, training defu, -5.484647532871791, training opt, -4.879739488874163, validating loss, 6.843292999267578, validating defu, -5.495341396331787, validating opt, -4.804456043243408,testing loss, 7.028270626068116, testing defu, -5.431205797195434, testing opt, -4.747032642364502
Random seed, 3,training loss, 6.071481050763811, training defu, -7.317785617283413, training opt, -6.519284847804478, validating loss, 6.47653980255127, validating defu, -7.18923168182373, validating opt, -6.402734851837158,testing loss, 6.133335208892822, testing defu, -7.282965660095215, testing opt, -6.504604816436768
Random seed, 4,training loss, 4.899837970733643, training defu, -6.136652292524065, training opt, -5.4012650217328755, validating loss, 5.125839614868164, validating defu, -6.242254543304443, validating opt, -5.531818008422851,testing loss, 4.835779285430908, testing defu, -6.065012264251709, testing opt, -5.4150317192077635
Random seed, 30,training loss, 7.233744975498745, training defu, -5.58989485331944, training opt, -5.082445199148996, validating loss, 6.511238098144531, validating defu, -5.649609851837158, validating opt, -5.176900386810303,testing loss, 7.000034141540527, testing defu, -5.58609356880188, testing opt, -5.162518119812011
