Random seed, 10,training loss, 3.386226940155029, training defu, -6.255717604500907, training opt, -5.465714114052909, validating loss, 3.3576242446899416, validating defu, -6.1769835472106935, validating opt, -5.417941665649414,testing loss, 3.34014949798584, testing defu, -6.255840873718261, testing opt, -5.471749353408813
Random seed, 19,training loss, 4.812212399074009, training defu, -5.547867774963379, training opt, -4.779537800380162, validating loss, 4.427211952209473, validating defu, -5.672258186340332, validating opt, -4.9814887046813965,testing loss, 4.568192768096924, testing defu, -5.587024164199829, testing opt, -4.860250949859619
Random seed, 23,training loss, 4.071730749947684, training defu, -5.984054292951312, training opt, -5.297821957724435, validating loss, 4.089267444610596, validating defu, -5.941734695434571, validating opt, -5.36137113571167,testing loss, 4.0665483474731445, testing defu, -5.9806664943695065, testing opt, -5.311641550064087
Random seed, 1,training loss, 3.422627558026995, training defu, -6.701003292628697, training opt, -5.934407479422433, validating loss, 3.427487087249756, validating defu, -6.528581237792968, validating opt, -5.9818521499633786,testing loss, 3.550256109237671, testing defu, -6.585362386703491, testing opt, -5.948822736740112
Random seed, 6,training loss, 3.732562555585589, training defu, -5.387682615007673, training opt, -4.812524911335537, validating loss, 3.847108173370361, validating defu, -5.385290336608887, validating opt, -4.900107192993164,testing loss, 3.660631227493286, testing defu, -5.428953361511231, testing opt, -4.920016431808472
Random seed, 27,training loss, 3.5173938274383545, training defu, -5.576361928667341, training opt, -4.902682535988944, validating loss, 3.7158506393432615, validating defu, -5.38416862487793, validating opt, -4.73457088470459,testing loss, 3.625897693634033, testing defu, -5.519289541244507, testing opt, -4.885316801071167
Random seed, 18,training loss, 2.885930674416678, training defu, -5.7595042092459545, training opt, -5.133338328770229, validating loss, 2.774752902984619, validating defu, -5.611882591247559, validating opt, -5.082259845733643,testing loss, 2.9708058834075928, testing defu, -5.686355638504028, testing opt, -5.13204607963562
Random seed, 22,training loss, 2.6509731701442174, training defu, -6.114151382446289, training opt, -5.4098827770778115, validating loss, 2.4203774452209474, validating defu, -5.939373207092285, validating opt, -5.2116169929504395,testing loss, 2.486187744140625, testing defu, -6.094523000717163, testing opt, -5.340116930007935
Random seed, 26,training loss, 3.3003345898219516, training defu, -6.303282233646938, training opt, -5.308802195957729, validating loss, 3.5095964431762696, validating defu, -6.077320766448975, validating opt, -5.310071659088135,testing loss, 3.513136100769043, testing defu, -6.138480377197266, testing opt, -5.203327608108521
Random seed, 7,training loss, 3.204465866088867, training defu, -4.042402832848685, training opt, -3.8775504452841623, validating loss, 3.139467716217041, validating defu, -4.316300773620606, validating opt, -4.151155805587768,testing loss, 3.303825092315674, testing defu, -4.144806694984436, testing opt, -3.90468168258667
Random seed, 4,training loss, 2.1393758841923307, training defu, -5.867682634081159, training opt, -5.2806106703622, validating loss, 2.551647186279297, validating defu, -5.801570320129395, validating opt, -5.146362018585205,testing loss, 2.1331822872161865, testing defu, -5.831206178665161, testing opt, -5.292423295974731
Random seed, 15,training loss, 3.0226546015058244, training defu, -7.341722556522915, training opt, -6.55032275063651, validating loss, 3.15869255065918, validating defu, -7.239442920684814, validating opt, -6.60719575881958,testing loss, 2.99388427734375, testing defu, -7.232942199707031, testing opt, -6.489955949783325
Random seed, 16,training loss, 3.30572635105678, training defu, -6.118596417563302, training opt, -5.341851397923061, validating loss, 3.6104719161987306, validating defu, -6.0030135154724125, validating opt, -5.245408153533935,testing loss, 3.5538885593414307, testing defu, -6.115232038497925, testing opt, -5.312045907974243
Random seed, 24,training loss, 4.376613834926061, training defu, -5.629364340645926, training opt, -4.777451542445592, validating loss, 4.421494674682617, validating defu, -5.5936279296875, validating opt, -4.71216516494751,testing loss, 4.384590339660645, testing defu, -5.545128965377808, testing opt, -4.792104911804199
Random seed, 21,training loss, 4.805652386801583, training defu, -6.028516278948103, training opt, -5.100522177559989, validating loss, 4.3473615646362305, validating defu, -6.042268466949463, validating opt, -5.270665454864502,testing loss, 4.7858246803283695, testing defu, -5.8091573238372805, testing opt, -4.880028772354126
Random seed, 5,training loss, 3.2929990087236676, training defu, -4.406994111197335, training opt, -3.768648386001587, validating loss, 3.293591785430908, validating defu, -4.250173854827881, validating opt, -3.642063856124878,testing loss, 3.250382399559021, testing defu, -4.522915458679199, testing opt, -3.6074939250946043
Random seed, 20,training loss, 3.683570344107492, training defu, -5.645204952784947, training opt, -5.030692904336112, validating loss, 4.065559577941895, validating defu, -5.703413581848144, validating opt, -4.912471866607666,testing loss, 3.586829423904419, testing defu, -5.7941575050354, testing opt, -5.151198196411133
Random seed, 3,training loss, 2.8236796379089357, training defu, -5.390345396314348, training opt, -4.840815026419503, validating loss, 2.7883975982666014, validating defu, -5.383752250671387, validating opt, -4.848139095306396,testing loss, 2.7512516498565676, testing defu, -5.404017496109009, testing opt, -4.949918985366821
Random seed, 25,training loss, 3.5060680389404295, training defu, -5.742125443049839, training opt, -5.073841217585972, validating loss, 3.6372023582458497, validating defu, -5.6408003807067875, validating opt, -4.922097396850586,testing loss, 3.7093038082122805, testing defu, -5.7148778438568115, testing opt, -4.965523386001587
Random seed, 17,training loss, 3.7868925094604493, training defu, -4.3840369156428745, training opt, -4.007654673712594, validating loss, 3.735507011413574, validating defu, -4.31209135055542, validating opt, -3.88923716545105,testing loss, 3.6684711456298826, testing defu, -4.434604549407959, testing opt, -3.8049822568893434
Random seed, 28,training loss, 5.307003920418875, training defu, -5.097509806496756, training opt, -4.064556278501239, validating loss, 7.611092376708984, validating defu, -4.8276372909545895, validating opt, -3.6275826930999755,testing loss, 5.704284763336181, testing defu, -5.333827781677246, testing opt, -4.341192770004272
Random seed, 2,training loss, 3.7606170109340122, training defu, -4.89680438722883, training opt, -4.611748777117048, validating loss, 3.7555469512939452, validating defu, -4.827335071563721, validating opt, -4.552027225494385,testing loss, 3.7705718994140627, testing defu, -4.851672220230102, testing opt, -4.585558700561523
Random seed, 9,training loss, 4.46531423841204, training defu, -4.352139690944127, training opt, -3.9064792224339078, validating loss, 4.714288997650146, validating defu, -4.266140270233154, validating opt, -3.7533727169036863,testing loss, 4.090703868865967, testing defu, -4.299355173110962, testing opt, -3.7825706720352175
Random seed, 30,training loss, 3.3922802925109865, training defu, -5.038381235940116, training opt, -4.578956467764718, validating loss, 3.446872901916504, validating defu, -5.014520645141602, validating opt, -4.544615650177002,testing loss, 3.4356025218963624, testing defu, -5.029540300369263, testing opt, -4.450583457946777
Random seed, 8,training loss, 2.8240485531943187, training defu, -6.086372484479631, training opt, -5.576329857962472, validating loss, 3.2137139320373533, validating defu, -6.083321952819825, validating opt, -5.574236488342285,testing loss, 3.1347912788391112, testing defu, -6.105055522918701, testing opt, -5.4849385738372805
Random seed, 12,training loss, 5.332322311401367, training defu, -5.938766002655029, training opt, -5.0521435601370674, validating loss, 5.075785446166992, validating defu, -5.9455869674682615, validating opt, -5.1647693634033205,testing loss, 5.367876148223877, testing defu, -5.7680408477783205, testing opt, -4.932790803909302
Random seed, 29,training loss, 3.3680877549307686, training defu, -5.167060266222273, training opt, -4.73332234110151, validating loss, 3.1750247955322264, validating defu, -5.16790075302124, validating opt, -4.841261291503907,testing loss, 3.4169054985046388, testing defu, -5.072159767150879, testing opt, -4.76052680015564
Random seed, 14,training loss, 3.402429839542934, training defu, -5.624025998796736, training opt, -5.2921116828918455, validating loss, 3.3774359703063963, validating defu, -5.786523532867432, validating opt, -5.3475078582763675,testing loss, 3.319661045074463, testing defu, -5.802040243148804, testing opt, -5.427893590927124
Random seed, 11,training loss, 3.6379146167210172, training defu, -5.090089852469308, training opt, -4.56022310256958, validating loss, 3.817224884033203, validating defu, -5.1192419052124025, validating opt, -4.5735663890838625,testing loss, 3.578078508377075, testing defu, -5.13959379196167, testing opt, -4.556043386459351
Random seed, 13,training loss, 3.25382912499564, training defu, -5.671605382646833, training opt, -5.154866436549596, validating loss, 3.0119503021240233, validating defu, -5.862965679168701, validating opt, -5.314883136749268,testing loss, 3.292939233779907, testing defu, -5.619279432296753, testing opt, -5.061475610733032
