Random seed, 11,training loss, 1.6039620399475099, training defu, -3.8803263187408445, training opt, -3.028973742893764, validating loss, 1.4026258945465089, validating defu, -3.719576930999756, validating opt, -3.163617420196533,testing loss, 1.5677389621734619, testing defu, -3.8046831130981444, testing opt, -3.073749303817749
Random seed, 28,training loss, 5.716782311030797, training defu, -0.990851206438882, training opt, -0.8854655350957598, validating loss, 7.014720153808594, validating defu, -1.0099842309951783, validating opt, -0.923820436000824,testing loss, 8.349945163726806, testing defu, -0.972492778301239, testing opt, -0.8672423124313354
Random seed, 22,training loss, 1.4079856191362654, training defu, -5.283120005471366, training opt, -4.76967443057469, validating loss, 1.2648211479187013, validating defu, -5.409089279174805, validating opt, -5.031602954864502,testing loss, 1.4086296558380127, testing defu, -5.35844931602478, testing opt, -4.905820226669311
Random seed, 8,training loss, 2.3332326344081333, training defu, -3.1307535103389195, training opt, -2.552036830357143, validating loss, 2.9194958209991455, validating defu, -3.209039306640625, validating opt, -2.7334163188934326,testing loss, 2.4371506690979006, testing defu, -3.1122880220413207, testing opt, -2.5231154441833494
Random seed, 10,training loss, 1.7837160655430384, training defu, -4.771416391645159, training opt, -3.9376137937818254, validating loss, 1.7467334270477295, validating defu, -4.76596736907959, validating opt, -3.7843178272247315,testing loss, 1.7763760566711426, testing defu, -4.85493688583374, testing opt, -4.038832259178162
Random seed, 7,training loss, 0.919139678137643, training defu, -4.455252293178013, training opt, -4.214652177265712, validating loss, 0.8699196338653564, validating defu, -4.464938068389893, validating opt, -4.271365451812744,testing loss, 0.9546911239624023, testing defu, -4.475459098815918, testing opt, -4.3143397808074955
Random seed, 12,training loss, 1.2607158626828874, training defu, -5.3501703126089915, training opt, -4.968929617745536, validating loss, 1.3573548316955566, validating defu, -5.314661884307862, validating opt, -4.853942203521728,testing loss, 1.2407026767730713, testing defu, -5.363506555557251, testing opt, -4.9156165599823
Random seed, 14,training loss, 1.0439733266830444, training defu, -3.858842706680298, training opt, -3.5118199484688897, validating loss, 0.9882050514221191, validating defu, -3.896654462814331, validating opt, -3.6499757289886476,testing loss, 1.0418614864349365, testing defu, -3.865537691116333, testing opt, -3.5348353385925293
Random seed, 4,training loss, 0.9576011623655046, training defu, -4.792723573957171, training opt, -4.212441199166435, validating loss, 0.9764602184295654, validating defu, -4.8542173385620115, validating opt, -4.220001983642578,testing loss, 0.9691976547241211, testing defu, -4.746822261810303, testing opt, -4.0597885847091675
Random seed, 18,training loss, 2.8582522187914168, training defu, -5.894688742501395, training opt, -5.06693605695452, validating loss, 3.2566009521484376, validating defu, -5.8206971168518065, validating opt, -4.989599800109863,testing loss, 3.4542962551116942, testing defu, -5.778473949432373, testing opt, -4.8540668964385985
Random seed, 26,training loss, 1.3996882847377232, training defu, -3.609072038105556, training opt, -3.1565212317875453, validating loss, 1.29129638671875, validating defu, -3.5124818325042724, validating opt, -3.0732165336608888,testing loss, 1.4293087244033813, testing defu, -3.7351945638656616, testing opt, -3.2866976499557494
Random seed, 24,training loss, 1.9296734946114675, training defu, -3.113037245614188, training opt, -2.622420106615339, validating loss, 2.376619243621826, validating defu, -3.109990930557251, validating opt, -2.6784920692443848,testing loss, 1.9454517364501953, testing defu, -3.0631893396377565, testing opt, -2.6154091596603393
Random seed, 29,training loss, 3.6173660823277065, training defu, -2.521152080808367, training opt, -2.1566636630467007, validating loss, 4.120056915283203, validating defu, -2.5343719959259032, validating opt, -2.033755564689636,testing loss, 3.573428249359131, testing defu, -2.475949001312256, testing opt, -2.0991429686546326
Random seed, 21,training loss, 1.5623962606702533, training defu, -5.193158231462751, training opt, -4.6303464208330425, validating loss, 1.5131561279296875, validating defu, -5.202660655975341, validating opt, -4.512125682830811,testing loss, 1.8003412008285522, testing defu, -5.061503458023071, testing opt, -4.427756500244141
Random seed, 15,training loss, 1.2583971977233888, training defu, -4.931405503409249, training opt, -4.458765860966274, validating loss, 1.2753958702087402, validating defu, -4.951385593414306, validating opt, -4.535891723632813,testing loss, 1.297355318069458, testing defu, -5.034079456329346, testing opt, -4.502015161514282
Random seed, 16,training loss, 1.5954808371407645, training defu, -5.708737564086914, training opt, -5.109649004255022, validating loss, 1.6245216846466064, validating defu, -5.682100105285644, validating opt, -5.235544204711914,testing loss, 1.5868964672088623, testing defu, -5.4871080875396725, testing opt, -4.907070970535278
Random seed, 5,training loss, 1.8121184621538435, training defu, -3.914946576527187, training opt, -3.599308817727225, validating loss, 2.0400466918945312, validating defu, -3.8874910831451417, validating opt, -3.610508918762207,testing loss, 1.8785141229629516, testing defu, -3.929299736022949, testing opt, -3.6080724000930786
Random seed, 3,training loss, 1.3204935141972134, training defu, -4.135699783052717, training opt, -3.5074960231781005, validating loss, 1.410282564163208, validating defu, -4.296065044403076, validating opt, -3.599518871307373,testing loss, 1.5690492868423462, testing defu, -4.152448463439941, testing opt, -3.4817602157592775
Random seed, 1,training loss, 1.3728561741965157, training defu, -4.576055172511509, training opt, -3.9695822375161307, validating loss, 1.2491979598999023, validating defu, -4.410276222229004, validating opt, -4.124019384384155,testing loss, 1.26835355758667, testing defu, -4.5860392332077025, testing opt, -3.9172210693359375
Random seed, 17,training loss, 2.0290712220328193, training defu, -1.5653296743120466, training opt, -1.3167559215000697, validating loss, 1.9851978302001954, validating defu, -1.4867273569107056, validating opt, -1.252455186843872,testing loss, 2.493331527709961, testing defu, -1.5618911981582642, testing opt, -1.3440381169319153
Random seed, 30,training loss, 1.6880023070744106, training defu, -4.581499290466309, training opt, -3.9734775406973704, validating loss, 1.5402807235717773, validating defu, -4.264362335205078, validating opt, -3.7817782402038573,testing loss, 1.6747759103775024, testing defu, -4.36550989151001, testing opt, -3.861546754837036
Random seed, 27,training loss, 0.8451255014964513, training defu, -4.279628883089338, training opt, -3.7058241844177244, validating loss, 0.7845255851745605, validating defu, -4.148056697845459, validating opt, -3.6770036697387694,testing loss, 0.8225002884864807, testing defu, -4.317412853240967, testing opt, -3.7046734571456907
Random seed, 23,training loss, 1.7098564352308, training defu, -4.3400484085083, training opt, -3.8124158450535366, validating loss, 1.6183624267578125, validating defu, -4.415976905822754, validating opt, -3.9263113021850584,testing loss, 1.7113415241241454, testing defu, -4.43567681312561, testing opt, -3.941050148010254
Random seed, 13,training loss, 2.8332596370152063, training defu, -4.033312184470041, training opt, -3.551091344015939, validating loss, 2.6544035911560058, validating defu, -3.8266533851623534, validating opt, -3.524067449569702,testing loss, 2.944215440750122, testing defu, -3.8997326850891114, testing opt, -3.4320854902267457
Random seed, 6,training loss, 1.0733020441872734, training defu, -4.747653225490025, training opt, -4.378358568464007, validating loss, 1.0156658172607422, validating defu, -4.6487586975097654, validating opt, -4.216444730758667,testing loss, 1.0153229236602783, testing defu, -4.992323207855224, testing opt, -4.40707836151123
Random seed, 25,training loss, 1.2615570272718157, training defu, -4.536521925245013, training opt, -4.1881616524287635, validating loss, 1.2809506893157958, validating defu, -4.550948429107666, validating opt, -4.2536674499511715,testing loss, 1.4921517372131348, testing defu, -4.638747930526733, testing opt, -4.168579816818237
