nodes, 16.0, edges, 44.0, epochs, -1, time, 56.76640200614929
nodes, 16.0, edges, 44.0, epochs, -1, time, 46.3275420665741
nodes, 16.0, edges, 44.0, epochs, 0, time, 54.25062656402588
nodes, 16.0, edges, 44.0, epochs, 1, time, 64.0238516330719
nodes, 16.0, edges, 44.0, epochs, 2, time, 62.87112307548523
nodes, 16.0, edges, 44.0, epochs, 3, time, 60.57835388183594
nodes, 16.0, edges, 44.0, epochs, 4, time, 63.84550738334656
nodes, 16.0, edges, 44.0, epochs, 5, time, 64.29026913642883
nodes, 16.0, edges, 44.0, epochs, 6, time, 63.208844900131226
nodes, 16.0, edges, 44.0, epochs, 7, time, 63.800048828125
nodes, 16.0, edges, 44.0, epochs, -1, time, 55.61442708969116
nodes, 16.0, edges, 44.0, epochs, 0, time, 60.14357924461365
nodes, 16.0, edges, 44.0, epochs, 1, time, 70.40122938156128
nodes, 16.0, edges, 44.0, epochs, 2, time, 63.22266483306885
nodes, 16.0, edges, 44.0, epochs, 3, time, 59.903146743774414
nodes, 16.0, edges, 44.0, epochs, 4, time, 70.47374749183655
nodes, 16.0, edges, 44.0, epochs, 5, time, 85.92981433868408
nodes, 16.0, edges, 44.0, epochs, 6, time, 87.03812885284424
nodes, 16.0, edges, 44.0, epochs, -1, time, 47.30294346809387
nodes, 16.0, edges, 44.0, epochs, 0, time, 55.736388206481934
nodes, 16.0, edges, 44.0, epochs, -1, time, 0.6803045272827148
nodes, 16.0, edges, 44.0, epochs, 0, time, 1.0658907890319824
nodes, 16.0, edges, 44.0, epochs, 1, time, 2.705036163330078
nodes, 16.0, edges, 44.0, epochs, 2, time, 2.6568329334259033
nodes, 16.0, edges, 44.0, epochs, 3, time, 2.6606152057647705
nodes, 16.0, edges, 44.0, epochs, 4, time, 2.6908457279205322
nodes, 16.0, edges, 44.0, epochs, 5, time, 2.6618869304656982
nodes, 16.0, edges, 44.0, epochs, 6, time, 2.6673336029052734
nodes, 16.0, edges, 44.0, epochs, 7, time, 2.679584503173828
nodes, 16.0, edges, 44.0, epochs, 8, time, 2.6541435718536377
nodes, 16.0, edges, 44.0, epochs, 9, time, 2.658907890319824
nodes, 16.0, edges, 44.0, epochs, 10, time, 2.661768674850464
nodes, 16.0, edges, 44.0, epochs, 11, time, 2.6504127979278564
nodes, 16.0, edges, 44.0, epochs, 12, time, 2.65795636177063
nodes, 16.0, edges, 44.0, epochs, 13, time, 2.665609121322632
nodes, 16.0, edges, 44.0, epochs, 14, time, 2.6872520446777344
nodes, 16.0, edges, 44.0, epochs, 15, time, 2.7492563724517822
nodes, 16.0, edges, 44.0, epochs, 16, time, 2.750464916229248
nodes, 16.0, edges, 44.0, epochs, 17, time, 2.9037532806396484
nodes, 16.0, edges, 44.0, epochs, 18, time, 2.6767191886901855
nodes, 16.0, edges, 44.0, epochs, 19, time, 2.708561420440674
nodes, 16.0, edges, 44.0, epochs, 20, time, 2.6912331581115723
nodes, 16.0, edges, 44.0, epochs, 21, time, 2.7500226497650146
nodes, 16.0, edges, 44.0, epochs, 22, time, 2.6840980052948
nodes, 16.0, edges, 44.0, epochs, 23, time, 2.6878814697265625
nodes, 16.0, edges, 44.0, epochs, 24, time, 2.7390475273132324
nodes, 16.0, edges, 44.0, epochs, 25, time, 2.7084574699401855
nodes, 16.0, edges, 44.0, epochs, 26, time, 2.686636209487915
nodes, 16.0, edges, 44.0, epochs, 27, time, 2.701291561126709
nodes, 16.0, edges, 44.0, epochs, 28, time, 2.718136787414551
nodes, 16.0, edges, 44.0, epochs, 29, time, 2.6550116539001465
nodes, 16.0, edges, 44.0, epochs, 30, time, 2.6479790210723877
nodes, 16.0, edges, 44.0, epochs, 31, time, 2.6661558151245117
nodes, 16.0, edges, 44.0, epochs, 32, time, 2.651480197906494
nodes, 16.0, edges, 44.0, epochs, 33, time, 2.7984554767608643
nodes, 16.0, edges, 44.0, epochs, 34, time, 2.678713321685791
nodes, 16.0, edges, 44.0, epochs, 35, time, 2.675794839859009
nodes, 16.0, edges, 44.0, epochs, 36, time, 2.717237710952759
nodes, 16.0, edges, 44.0, epochs, 37, time, 2.7062106132507324
nodes, 16.0, edges, 44.0, epochs, 38, time, 2.869262933731079
nodes, 16.0, edges, 44.0, epochs, 39, time, 3.1715030670166016
nodes, 16.0, edges, 44.0, epochs, 40, time, 2.7884521484375
nodes, 16.0, edges, 44.0, epochs, 41, time, 2.8619394302368164
nodes, 16.0, edges, 44.0, epochs, 42, time, 2.706531524658203
nodes, 16.0, edges, 44.0, epochs, 43, time, 2.671923875808716
nodes, 16.0, edges, 44.0, epochs, 44, time, 2.6936683654785156
nodes, 16.0, edges, 44.0, epochs, 45, time, 2.6698596477508545
nodes, 16.0, edges, 44.0, epochs, 46, time, 2.6733081340789795
nodes, 16.0, edges, 44.0, epochs, 47, time, 2.666234016418457
nodes, 16.0, edges, 44.0, epochs, 48, time, 2.7094719409942627
nodes, 16.0, edges, 44.0, epochs, 49, time, 2.687692403793335
nodes, 16.0, edges, 44.0, epochs, 50, time, 2.6821839809417725
nodes, 16.0, edges, 44.0, epochs, 51, time, 2.6782679557800293
nodes, 16.0, edges, 44.0, epochs, 52, time, 2.67751145362854
nodes, 16.0, edges, 44.0, epochs, 53, time, 2.697204828262329
nodes, 16.0, edges, 44.0, epochs, 54, time, 2.677825689315796
nodes, 16.0, edges, 44.0, epochs, 55, time, 2.677978754043579
nodes, 16.0, edges, 44.0, epochs, 56, time, 2.6864142417907715
nodes, 16.0, edges, 44.0, epochs, 57, time, 2.691781997680664
nodes, 16.0, edges, 44.0, epochs, 58, time, 2.6778881549835205
nodes, 16.0, edges, 44.0, epochs, 59, time, 2.6648824214935303
nodes, 16.0, edges, 44.0, epochs, 60, time, 2.657827138900757
nodes, 16.0, edges, 44.0, epochs, 61, time, 2.663527727127075
nodes, 16.0, edges, 44.0, epochs, 62, time, 2.695781946182251
nodes, 16.0, edges, 44.0, epochs, 63, time, 2.777904987335205
nodes, 16.0, edges, 44.0, epochs, 64, time, 2.6810550689697266
nodes, 16.0, edges, 44.0, epochs, 65, time, 2.6987972259521484
nodes, 16.0, edges, 44.0, epochs, 66, time, 2.6902847290039062
nodes, 16.0, edges, 44.0, epochs, 67, time, 2.7110025882720947
nodes, 16.0, edges, 44.0, epochs, 68, time, 2.6937355995178223
nodes, 16.0, edges, 44.0, epochs, 69, time, 2.668741464614868
nodes, 16.0, edges, 44.0, epochs, 70, time, 2.6829910278320312
nodes, 16.0, edges, 44.0, epochs, 71, time, 2.6926913261413574
nodes, 16.0, edges, 44.0, epochs, 72, time, 2.694094181060791
nodes, 16.0, edges, 44.0, epochs, 73, time, 2.682246446609497
nodes, 16.0, edges, 44.0, epochs, 74, time, 2.6907873153686523
nodes, 16.0, edges, 44.0, epochs, 75, time, 2.6667325496673584
nodes, 16.0, edges, 44.0, epochs, 76, time, 2.678514003753662
nodes, 16.0, edges, 44.0, epochs, 77, time, 2.687725305557251
nodes, 16.0, edges, 44.0, epochs, 78, time, 2.715257167816162
nodes, 16.0, edges, 44.0, epochs, 79, time, 2.745209217071533
nodes, 16.0, edges, 44.0, epochs, 80, time, 2.678475856781006
nodes, 16.0, edges, 44.0, epochs, 81, time, 2.6784002780914307
nodes, 16.0, edges, 44.0, epochs, 82, time, 2.6716315746307373
