nodes, 16.0, edges, 44.0, epochs, -1, time, 219.7649974822998
nodes, 16.0, edges, 44.0, epochs, 0, time, 233.06871581077576
nodes, 16.0, edges, 44.0, epochs, 1, time, 236.40972423553467
nodes, 16.0, edges, 44.0, epochs, 2, time, 236.8509635925293
nodes, 16.0, edges, 44.0, epochs, 3, time, 246.18737983703613
nodes, 16.0, edges, 44.0, epochs, 4, time, 250.21001529693604
nodes, 16.0, edges, 44.0, epochs, 5, time, 244.90845131874084
nodes, 16.0, edges, 44.0, epochs, 6, time, 239.27497100830078
nodes, 16.0, edges, 44.0, epochs, 7, time, 234.80710697174072
nodes, 16.0, edges, 44.0, epochs, 8, time, 233.12383031845093
nodes, 16.0, edges, 44.0, epochs, 9, time, 229.10530924797058
nodes, 16.0, edges, 44.0, epochs, 10, time, 226.52889037132263
nodes, 16.0, edges, 44.0, epochs, 11, time, 225.49421405792236
nodes, 16.0, edges, 44.0, epochs, 12, time, 225.6411485671997
nodes, 16.0, edges, 44.0, epochs, 13, time, 226.08549857139587
nodes, 16.0, edges, 44.0, epochs, 14, time, 236.57081770896912
nodes, 16.0, edges, 44.0, epochs, 15, time, 241.26027488708496
nodes, 16.0, edges, 44.0, epochs, 16, time, 242.0856544971466
nodes, 16.0, edges, 44.0, epochs, 17, time, 246.08609223365784
nodes, 16.0, edges, 44.0, epochs, 18, time, 246.28988361358643
nodes, 16.0, edges, 44.0, epochs, 19, time, 245.90020179748535
