nodes, 16.0, edges, 44.0, epochs, -1, time, 84.64176511764526
nodes, 16.0, edges, 44.0, epochs, 0, time, 81.97658133506775
nodes, 16.0, edges, 44.0, epochs, 1, time, 103.64791584014893
nodes, 16.0, edges, 44.0, epochs, 2, time, 86.71129322052002
nodes, 16.0, edges, 44.0, epochs, 3, time, 52.467687129974365
nodes, 16.0, edges, 44.0, epochs, 4, time, 52.40758538246155
nodes, 16.0, edges, 44.0, epochs, 5, time, 48.61727714538574
nodes, 16.0, edges, 44.0, epochs, 6, time, 48.952536821365356
nodes, 16.0, edges, 44.0, epochs, 7, time, 53.86980891227722
nodes, 16.0, edges, 44.0, epochs, -1, time, 122.76470708847046
nodes, 16.0, edges, 44.0, epochs, 0, time, 128.13511848449707
nodes, 16.0, edges, 44.0, epochs, 1, time, 127.41321182250977
nodes, 16.0, edges, 44.0, epochs, 2, time, 127.12324404716492
nodes, 16.0, edges, 44.0, epochs, 3, time, 131.14411211013794
nodes, 16.0, edges, 44.0, epochs, -1, time, 55.8683226108551
nodes, 16.0, edges, 44.0, epochs, 0, time, 59.73060965538025
nodes, 16.0, edges, 44.0, epochs, 1, time, 59.883049726486206
nodes, 16.0, edges, 44.0, epochs, 2, time, 59.73901391029358
nodes, 16.0, edges, 44.0, epochs, 3, time, 61.099387407302856
nodes, 16.0, edges, 44.0, epochs, 4, time, 61.881805419921875
nodes, 16.0, edges, 44.0, epochs, -1, time, 57.34483242034912
nodes, 16.0, edges, 44.0, epochs, 0, time, 59.93480944633484
nodes, 16.0, edges, 44.0, epochs, 1, time, 59.95953893661499
nodes, 16.0, edges, 44.0, epochs, 2, time, 60.84156370162964
nodes, 16.0, edges, 44.0, epochs, 3, time, 61.15065670013428
nodes, 16.0, edges, 44.0, epochs, 4, time, 60.7338752746582
nodes, 16.0, edges, 44.0, epochs, -1, time, 57.142003536224365
nodes, 16.0, edges, 44.0, epochs, 0, time, 59.568443059921265
nodes, 16.0, edges, 44.0, epochs, 1, time, 60.3557710647583
nodes, 16.0, edges, 44.0, epochs, 2, time, 59.40279173851013
nodes, 16.0, edges, 44.0, epochs, 3, time, 59.708171129226685
nodes, 16.0, edges, 44.0, epochs, 4, time, 60.260570764541626
nodes, 16.0, edges, 44.0, epochs, 5, time, 59.428234338760376
nodes, 16.0, edges, 44.0, epochs, 6, time, 58.36896300315857
nodes, 16.0, edges, 44.0, epochs, 7, time, 60.89154934883118
nodes, 16.0, edges, 44.0, epochs, 8, time, 60.89817810058594
nodes, 16.0, edges, 44.0, epochs, 9, time, 58.73244643211365
nodes, 16.0, edges, 44.0, epochs, 10, time, 61.81618642807007
nodes, 16.0, edges, 44.0, epochs, 11, time, 60.71042084693909
nodes, 16.0, edges, 44.0, epochs, 12, time, 58.296823024749756
nodes, 16.0, edges, 44.0, epochs, 13, time, 60.29002857208252
nodes, 16.0, edges, 44.0, epochs, -1, time, 79.67327666282654
