mode, epoch, average loss, defender utility
training, -1, 3.656093760899135, -4.110277884347099
validating, -1, 3.40901198387146, -3.9967201709747315
testing, -1, 3.762128806114197, -4.407306981086731
training, 0, 4.371258933203561, -4.646634347098214
validating, 0, 4.145660734176635, -4.6377973556518555
testing, 0, 4.263784337043762, -4.664731645584107
training, 1, 4.32108268056597, -4.638011183057513
validating, 1, 3.928677558898926, -4.50913667678833
testing, 1, 4.1001750230789185, -4.621746635437011
training, 2, 3.9355585166386198, -4.407146685464042
validating, 2, 3.2370462894439695, -3.9962391376495363
testing, 2, 3.6463290452957153, -4.525611543655396
training, 3, 3.5073757375989643, -4.194130373001099
validating, 3, 2.9160287380218506, -3.5856460094451905
testing, 3, 3.623877501487732, -4.770459151268005
training, 4, 3.525699704033988, -4.062882239477975
validating, 4, 2.9948886394500733, -3.5711123943328857
testing, 4, 3.683269715309143, -4.7473630666732785
training, 5, 3.521649258477347, -4.080135001455035
validating, 5, 3.12876935005188, -3.7409893035888673
testing, 5, 3.659061074256897, -4.54278793334961
training, 6, 3.508513103212629, -4.073029337610517
validating, 6, 3.09478440284729, -3.6559340953826904
testing, 6, 3.689130997657776, -4.622434735298157
training, 7, 3.549257026399885, -4.049103280476161
validating, 7, 3.0919281482696532, -3.6005584716796877
testing, 7, 3.730529236793518, -4.702714824676514
training, 8, 3.55886390549796, -4.04766959973744
validating, 8, 3.150815725326538, -3.709276723861694
testing, 8, 3.690386176109314, -4.5687384605407715
training, 9, 3.553956719807216, -4.046062850952149
validating, 9, 3.136936807632446, -3.643553686141968
testing, 9, 3.723215699195862, -4.642906928062439
training, 10, 3.6057170527321953, -4.015272760391236
validating, 10, 3.215935468673706, -3.9185805320739746
testing, 10, 3.6691651582717895, -4.513122129440307
training, 11, 3.599318974358695, -4.118410423823765
validating, 11, 3.0025006771087646, -3.5629066467285155
testing, 11, 3.702725386619568, -4.771974420547485
training, 12, 3.5566087654658727, -4.048451781272888
validating, 12, 3.0742210865020754, -3.603165292739868
testing, 12, 3.7224077463150023, -4.698965764045715
training, 13, 3.564267328807286, -4.029052155358451
validating, 13, 3.121649694442749, -3.6700430870056153
testing, 13, 3.7051665067672728, -4.613632225990296
training, 14, 3.572582537787301, -4.041991811139243
validating, 14, 3.1309699535369875, -3.618726634979248
testing, 14, 3.752906012535095, -4.681330299377441
training, 15, 3.5736197131020684, -4.023130580357143
validating, 15, 3.1306338787078856, -3.6233804702758787
testing, 15, 3.747979998588562, -4.673458290100098
training, 16, 3.572854253223964, -4.022356012889317
validating, 16, 3.1306702136993407, -3.628179597854614
testing, 16, 3.7437591791152953, -4.667028903961182
training, 17, 3.574256522314889, -4.022665992804936
validating, 17, 3.1359089374542237, -3.6270995140075684
testing, 17, 3.748657965660095, -4.669138622283936
training, 18, 3.575635385513306, -4.024262196677071
validating, 18, 3.1280679225921633, -3.6172619342803953
testing, 18, 3.750246500968933, -4.683226823806763
training, 19, 3.575430304663522, -4.026227920395987
validating, 19, 3.127031850814819, -3.6157866954803466
testing, 19, 3.750592017173767, -4.685339570045471
training, 20, 3.575935970033918, -4.023219515596117
validating, 20, 3.133100748062134, -3.625132179260254
testing, 20, 3.74714195728302, -4.671355509757996
training, 21, 3.574680430548532, -4.0225315621921
validating, 21, 3.131709337234497, -3.619864082336426
testing, 21, 3.7504369020462036, -4.679823160171509
training, 22, 3.5744914940425327, -4.023060672623771
validating, 22, 3.1277231693267824, -3.615824747085571
testing, 22, 3.7503392934799193, -4.685214185714722
training, 23, 3.5745119844164166, -4.024635217870984
validating, 23, 3.1329421520233156, -3.62841215133667
testing, 23, 3.743321919441223, -4.665950345993042
training, 24, 3.5753396783556255, -4.021646419593266
validating, 24, 3.12854905128479, -3.6185914039611817
testing, 24, 3.7475961446762085, -4.6806364297866825
training, 25, 3.575707851137434, -4.024048299448831
validating, 25, 3.129756307601929, -3.6171255111694336
testing, 25, 3.7490720987319945, -4.681523776054382
training, 26, 3.575488328933716, -4.021550648553031
validating, 26, 3.12996506690979, -3.617784118652344
testing, 26, 3.7490554094314574, -4.68118302822113
training, 27, 3.57543020929609, -4.021510248524802
validating, 27, 3.130318212509155, -3.6181617736816407
testing, 27, 3.749150824546814, -4.6812419414520265
training, 28, 3.575563655580793, -4.021411561965943
validating, 28, 3.130808687210083, -3.6189035415649413
testing, 28, 3.7487849950790406, -4.680103230476379
training, 29, 3.575390045983451, -4.021619171755654
validating, 29, 3.130011796951294, -3.6175124168396
testing, 29, 3.7494717836380005, -4.682914853096008
