Random seed,9,,,,
mode, epoch, average loss, defender utility, simulated defender utility, fast defender utility
training,-1,0.198135304238115,0,0,-0.824738800525665
validating,-1,0.213973474502563,-0.767706459760666,0,-0.769558545947075
testing,-1,0.183249866962433,-0.800063390284777,0,-0.818339421600103
training,0,0.809221124649048,0,0,-1.23656630516052
validating,0,0.793339306116104,-1.30228252410889,0,-1.17897172570229
testing,0,0.758102762699127,-1.30068543851376,0,-1.23706672787666
training,1,0.735566027675356,-1.17217778265476,0,-1.11865782737732
validating,1,0.646332496404648,-0.955160015821457,0,-0.880840253829956
testing,1,0.630997157096863,-1.03507093265653,0,-0.981493202969432
training,2,0.709094703197479,-0.868523459575538,0,-0.858559846878052
validating,2,0.895956951379776,-0.76962459385395,0,-0.766192844510078
testing,2,0.987096554040909,-0.815849538892508,0,-0.814881356805563
training,3,1.30955929160118,-0.841227156058833,0,-0.84086537361145
validating,3,1.50760444998741,-0.766192844510078,0,-0.766192844510078
testing,3,1.71750944554806,-0.814881356805563,0,-0.814881356805563
training,4,1.87366045372827,-0.84089691066683,0,-0.84086537361145
validating,4,1.81324700713158,-0.766192844510078,0,-0.766192844510078
testing,4,2.06963174045086,-0.814881356805563,0,-0.814881356805563
training,5,2.08015998601913,-0.840874863859822,0,-0.84086525440216
validating,5,1.90480859875679,-0.766192844510078,0,-0.766192844510078
testing,5,2.17494083940983,-0.814881356805563,0,-0.814881356805563
training,6,2.15622041395732,-0.840881112294925,0,-0.84086537361145
validating,6,2.03062970042229,-0.766192844510078,0,-0.766192844510078
testing,6,2.32002183496952,-0.814881356805563,0,-0.814881356805563
training,7,2.38194980110441,-0.840869258096621,0,-0.84086537361145
validating,7,2.20344200730324,-0.766192844510078,0,-0.766192844510078
testing,7,2.51997943222523,-0.814881356805563,0,-0.814881356805563
training,8,2.49069673078401,-0.840878148558028,0,-0.840865314006805
validating,8,2.24253267049789,-0.766192844510078,0,-0.766192844510078
testing,8,2.56540288031101,-0.814881356805563,0,-0.814881356805563
training,9,2.5103155868394,-0.84086864185921,0,-0.840865314006805
validating,9,2.24467488527298,-0.766192844510078,0,-0.766192844510078
testing,9,2.5677915841341,-0.814881356805563,0,-0.814881356805563
training,10,2.50906914813178,-0.840870649526063,0,-0.84086525440216
validating,10,2.24128187894821,-0.766192844510078,0,-0.766192844510078
testing,10,2.56378810107708,-0.814881356805563,0,-0.814881356805563
training,11,2.5019846200943,-0.840881604211743,0,-0.84086525440216
validating,11,2.23062888383865,-0.766192844510078,0,-0.766192844510078
testing,11,2.55133455097675,-0.814881356805563,0,-0.814881356805563
training,12,2.48626044648034,-0.840878461519876,0,-0.840865314006805
validating,12,2.2167701125145,-0.766192844510078,0,-0.766192844510078
testing,12,2.53522752225399,-0.814881356805563,0,-0.814881356805563
training,13,2.47355883547238,-0.840875112740323,0,-0.840865314006805
validating,13,2.20750516057014,-0.766192844510078,0,-0.766192844510078
testing,13,2.52455049455166,-0.814881356805563,0,-0.814881356805563
training,14,2.46407414078712,-0.840884678904609,0,-0.84086537361145
validating,14,2.19392954707146,-0.766192844510078,0,-0.766192844510078
testing,14,2.50892910063267,-0.814881356805563,0,-0.814881356805563
training,15,2.45244873080935,-0.840871597579331,0,-0.84086525440216
validating,15,2.19258307814598,-0.766192844510078,0,-0.766192844510078
testing,15,2.50737999975681,-0.814881356805563,0,-0.814881356805563
training,16,2.45096058675221,-0.840873312212817,0,-0.840865314006805
validating,16,2.19157800078392,-0.766192844510078,0,-0.766192844510078
testing,16,2.50622881352901,-0.814881356805563,0,-0.814881356805563
training,17,2.44936236824308,-0.840891883214845,0,-0.84086537361145
validating,17,2.18958476185799,-0.766192844510078,0,-0.766192844510078
testing,17,2.50392988622189,-0.814881356805563,0,-0.814881356805563
training,18,2.44768876177924,-0.840870445309316,0,-0.840865314006805
validating,18,2.18853304982185,-0.766192844510078,0,-0.766192844510078
testing,18,2.50271784365177,-0.814881356805563,0,-0.814881356805563
training,19,2.44640523024968,-0.840878481088807,0,-0.840865314006805
validating,19,2.18713539242744,-0.766192844510078,0,-0.766192844510078
testing,19,2.50110424458981,-0.814881356805563,0,-0.814881356805563
training,20,2.44457609057426,-0.840889212565488,0,-0.840865314006805
validating,20,2.18516470789909,-0.766192844510078,0,-0.766192844510078
