mode, epoch, average loss, defender utility
training, -1, 1.2867496354239327, nan
validating, -1, 1.2001841068267822, nan
testing, -1, 1.298443341255188, nan
training, 0, 3.85301068850926, -5.878373663766044
validating, 0, 3.6575120449066163, -5.899365520477295
testing, 0, 3.7585277795791625, -5.913503885269165
mode, epoch, average loss, defender utility
training, -1, 2.542729071208409, nan
validating, -1, 2.12672815322876, nan
testing, -1, 2.557138776779175, nan
training, 0, 5.84802029473441, -6.3376601082938055
validating, 0, 5.418847370147705, -6.312467002868653
testing, 0, 6.080403900146484, -6.339971351623535
mode, epoch, average loss, defender utility
training, -1, 2.383616386141096, nan
validating, -1, 2.246695899963379, nan
testing, -1, 2.4064010620117187, nan
training, 0, 4.614873845236642, -7.3750376156398225
validating, 0, 4.575919246673584, -7.4350381851196286
testing, 0, 4.645950365066528, -7.453781604766846
mode, epoch, average loss, defender utility
training, -1, 2.648840924671718, nan
validating, -1, 2.6937803745269777, nan
testing, -1, 2.5471436977386475, nan
training, 0, 5.3872992651803155, -5.547417627062116
validating, 0, 5.493522357940674, -5.630703449249268
testing, 0, 5.202322006225586, -5.568301343917847
mode, epoch, average loss, defender utility
training, -1, 2.253522823538099, nan
validating, -1, 2.0727044105529786, nan
testing, -1, 2.1539469599723815, nan
training, 0, 4.305857712881906, -5.68753205708095
validating, 0, 4.3015340805053714, -5.579862499237061
testing, 0, 4.373369956016541, -5.696887731552124
