mode, epoch, average loss, defender utility
training, -1, 0.0, -2.1999884264809744
validating, -1, 0.0, -1.7379246652126312
testing, -1, 0.0, nan
training, 0, 29.87833877290998, -4.069653236014503
validating, 0, 26.454270839691162, -4.388878583908081
testing, 0, 57.85642318725586, nan
training, 1, 29.366049194335936, -4.042892142704555
validating, 1, 25.087148189544678, -4.266568279266357
testing, 1, 54.588326644897464, nan
training, 2, 24.03521588189261, -3.4544633597135546
validating, 2, 13.116452312469482, -2.2584595680236816
testing, 2, 24.449677658081054, nan
training, 3, 7.916060427256993, -2.59182242665972
validating, 3, 7.293892765045166, -1.9774758219718933
testing, 3, 9.026490736007691, nan
training, 4, 6.998791142872402, -2.4952786764928274
validating, 4, 7.645515727996826, -1.9674068331718444
testing, 4, 10.178127431869507, nan
training, 5, 7.367937653405326, -2.451902315872056
validating, 5, 7.474862384796142, -1.865289330482483
testing, 5, 9.964662742614745, nan
training, 6, 6.655373552867345, -2.4080208514417922
validating, 6, 6.912269496917725, -1.7675759553909303
testing, 6, 8.874191904067994, nan
training, 7, 6.0000029495784215, -2.368595095191683
validating, 7, 6.522864055633545, -1.8317758381366729
testing, 7, 8.770973587036133, nan
training, 8, 5.930640213830131, -2.299167413158076
validating, 8, 5.880172920227051, -1.7801059484481812
testing, 8, 8.262280464172363, nan
training, 9, 5.172106354577201, -2.19875737535102
validating, 9, 4.933348751068115, -1.5702364444732666
testing, 9, 7.25180287361145, nan
training, 10, 4.976931606020246, -2.1455464729240963
validating, 10, 4.282878112792969, -1.5228623151779175
testing, 10, 6.5181200981140135, nan
training, 11, 4.008488007954189, -2.0796792551875116
validating, 11, 3.985104560852051, -1.5132337391376496
testing, 11, 6.502276277542114, nan
training, 12, 4.303970738819667, -2.075800660891192
validating, 12, 3.8294028282165526, -1.5061637997627257
testing, 12, 6.51842737197876, nan
training, 13, 3.9607042925698415, -2.013781491986343
validating, 13, 3.8694863319396973, -1.5042596757411957
testing, 13, 6.683641862869263, nan
training, 14, 3.9824744701385497, -2.0196816133601323
validating, 14, 3.8504072189331056, -1.5030267119407654
testing, 14, 6.712253189086914, nan
training, 15, 4.142690910611834, -1.9945488821182933
validating, 15, 3.899039077758789, -1.5023392736911774
testing, 15, 6.866835069656372, nan
training, 16, 4.029410709653582, -1.9859375749315535
validating, 16, 3.8362422943115235, -1.5019554793834686
testing, 16, 6.786172914505005, nan
training, 17, 4.023248597553798, -1.9869110741785594
validating, 17, 3.849838924407959, -1.5014851450920106
testing, 17, 6.884099435806275, nan
training, 18, 4.095458936691284, -1.981142065354756
validating, 18, 3.827647399902344, -1.5013047397136687
testing, 18, 6.904597902297974, nan
training, 19, 4.122129801341465, -1.97798608733075
validating, 19, 3.836890983581543, -1.5005513787269593
testing, 19, 6.952119970321656, nan
training, 20, 4.007657616479056, -1.9718405887484551
validating, 20, 3.740781879425049, -1.5006722927093505
testing, 20, 6.786370372772216, nan
training, 21, 3.967967012950352, -1.9694111602646964
validating, 21, 3.74977970123291, -1.5001258075237274
testing, 21, 6.845699596405029, nan
training, 22, 3.9919780118124826, -1.967791580728122
validating, 22, 3.7393641471862793, -1.4998287439346314
testing, 22, 6.844439888000489, nan
training, 23, 3.8941406999315533, -1.9649715104273386
validating, 23, 3.6611218452453613, -1.5129885911941527
testing, 23, 6.715573358535766, nan
training, 24, 3.909703424998692, -1.964677082853658
validating, 24, 3.6765706062316896, -1.499471127986908
testing, 24, 6.7495616436004635, nan
training, 25, 3.9141690049852644, -1.9647205857293946
validating, 25, 3.6802459716796876, -1.4994081735610962
testing, 25, 6.76139087677002, nan
training, 26, 3.911556795665196, -1.9642202911632403
validating, 26, 3.6756457328796386, -1.4993660569190979
testing, 26, 6.754823398590088, nan
training, 27, 3.918075541087559, -1.964108921800341
validating, 27, 3.6828288078308105, -1.4992970287799836
testing, 27, 6.767618799209595, nan
training, 28, 3.9223830018724715, -1.9637179610984665
validating, 28, 3.686280059814453, -1.4992389976978302
testing, 28, 6.779792594909668, nan
training, 29, 3.927286618096488, -1.963580610709531
validating, 29, 3.6916274070739745, -1.4991622149944306
testing, 29, 6.790056037902832, -2.2425256744027138
mode, epoch, average loss, defender utility
training, -1, 0.0, -3.7879761423383442
validating, -1, 0.0, -3.383412766456604
testing, -1, 0.0, nan
training, 0, 4.809733608790807, -4.408144542149135
validating, 0, 4.313111686706543, -4.416034698486328
testing, 0, 2.5166624188423157, nan
training, 1, 4.784421222550528, -4.402234710965838
validating, 1, 4.245400094985962, -4.384032344818115
testing, 1, 2.463705003261566, nan
training, 2, 4.406773551872798, -4.256134871074131
validating, 2, 3.3121333599090574, -4.14842038154602
testing, 2, 1.732237023115158, nan
training, 3, 2.4694495022296907, -3.7985603060041155
validating, 3, 1.5040859818458556, -3.1986499547958376
testing, 3, 0.3525422245264053, nan
training, 4, 0.9264053591660091, -3.4345368044716973
validating, 4, 1.4487896680831909, -3.2000317096710207
testing, 4, 0.3537810444831848, nan
training, 5, 0.9406511613300869, -3.430891391209194
validating, 5, 1.3568848490715026, -3.1864657402038574
testing, 5, 0.318990421295166, nan
training, 6, 0.9879096346242088, -3.4245413848331996
validating, 6, 1.2401379823684693, -3.191055488586426
testing, 6, 0.25503200590610503, nan
training, 7, 0.8533079905169351, -3.412574917929513
validating, 7, 1.2663500547409057, -3.181792163848877
testing, 7, 0.29383898973464967, nan
training, 8, 0.9039993422372, -3.411483301435198
validating, 8, 1.1973012804985046, -3.1824548482894897
testing, 8, 0.2588226139545441, nan
training, 9, 0.8327127907957349, -3.4114594868251253
validating, 9, 1.1971221208572387, -3.1794795989990234
testing, 9, 0.2742359459400177, nan
training, 10, 0.8718911077295031, -3.4100384848458427
validating, 10, 1.1841616749763488, -3.1769827127456667
testing, 10, 0.2777327328920364, nan
training, 11, 0.8894938681806837, -3.4089979307992118
validating, 11, 1.1671057343482971, -3.175625228881836
testing, 11, 0.2750976473093033, nan
training, 12, 0.8254852644034795, -3.40897718838283
validating, 12, 1.154466986656189, -3.1741864919662475
testing, 12, 0.27469528317451475, nan
training, 13, 0.8492863323007311, -3.405255147389003
validating, 13, 1.1511409044265748, -3.174197053909302
testing, 13, 0.2733504563570023, nan
training, 14, 0.8488179700715202, -3.4040914808000835
validating, 14, 1.150319755077362, -3.173924136161804
testing, 14, 0.2737247347831726, nan
training, 15, 0.8417465618678501, -3.405397149494716
validating, 15, 1.1464043974876403, -3.173932600021362
testing, 15, 0.2719838201999664, nan
training, 16, 0.8461222699710301, -3.4036885670253207
validating, 16, 1.1462856769561767, -3.1736495018005373
testing, 16, 0.27312996983528137, nan
training, 17, 0.8400350868701935, -3.4065084866115023
validating, 17, 1.1407503247261048, -3.1737661361694336
testing, 17, 0.2702020466327667, nan
training, 18, 0.8407497014318194, -3.404410137448992
validating, 18, 1.1417558431625365, -3.1725284576416017
testing, 18, 0.27205078303813934, nan
training, 19, 0.8403453716209957, -3.4050621032714843
validating, 19, 1.141118097305298, -3.172334408760071
testing, 19, 0.2727272570133209, nan
training, 20, 0.8351597147328513, -3.403413357053484
validating, 20, 1.135376501083374, -3.1733269453048707
testing, 20, 0.26947301626205444, nan
training, 21, 0.8347158457551683, -3.4047391619001117
validating, 21, 1.1355471849441527, -3.172164249420166
testing, 21, 0.27055694460868834, nan
training, 22, 0.8367951801845006, -3.4047857080187116
validating, 22, 1.1353237867355346, -3.172658658027649
testing, 22, 0.271712002158165, nan
training, 23, 0.8357560804912022, -3.4055336611611504
validating, 23, 1.133265745639801, -3.1719555377960207
testing, 23, 0.27113550901412964, nan
training, 24, 0.836834864956992, -3.4040493828909737
validating, 24, 1.1332082152366638, -3.172513318061829
testing, 24, 0.2712327718734741, nan
training, 25, 0.8367307475634984, -3.402400459562029
validating, 25, 1.1326298832893371, -3.1725329399108886
testing, 25, 0.27092431485652924, nan
training, 26, 0.8369680762290954, -3.4040079866136823
validating, 26, 1.1327500939369202, -3.171528148651123
testing, 26, 0.27113258838653564, nan
training, 27, 0.8360794178077153, -3.4042996406555175
validating, 27, 1.1320774912834168, -3.1715704441070556
testing, 27, 0.27078427374362946, nan
training, 28, 0.8360559029238565, -3.4041216577802387
validating, 28, 1.1320326924324036, -3.171835923194885
testing, 28, 0.27085391283035276, nan
training, 29, 0.8362063714436122, -3.4023140634809224
validating, 29, 1.1320684671401977, -3.172495222091675
testing, 29, 0.27096312344074247, -3.4459794759750366
