mode, epoch, average loss, defender utility
training, -1, 0.095975226270301, -2.569356004680906
validating, -1, 0.10983821749687195, -2.719185471534729
testing, -1, 0.10575172528624535, -2.5535178422927856
training, 0, 1.5246924230030605, -3.4370409284319194
validating, 0, 1.4856812953948975, -3.5222826480865477
testing, 0, 1.4068347930908203, -3.4672970294952394
mode, epoch, average loss, defender utility
training, -1, 0.2574718760592597, -2.127867702075413
validating, -1, 0.22693732082843782, -2.164774179458618
testing, -1, 0.1924566701054573, -1.8869705200195312
training, 0, 1.387522336414882, -2.7549971239907403
validating, 0, 1.4253785848617553, -2.757173490524292
testing, 0, 1.2612867474555969, -2.73235821723938
mode, epoch, average loss, defender utility
training, -1, 0.049459910139973674, -1.8750768729618617
validating, -1, 0.08691483438014984, -2.529270887374878
testing, -1, 0.06585517907515168, -1.8128371000289918
training, 0, 0.8255125599248069, -3.0631813526153566
validating, 0, 0.8395883321762085, -3.0995397090911867
testing, 0, 0.7805231809616089, -3.056254506111145
mode, epoch, average loss, defender utility
training, -1, 0.4595202846186502, -3.145460983685085
validating, -1, 0.8765094637870788, -3.8418299198150634
testing, -1, 0.5341100454330444, -2.935828912258148
training, 0, 1.7592034339904785, -4.500001866476876
validating, 0, 2.056570863723755, -4.500002002716064
testing, 0, 1.829488754272461, -4.500000667572022
mode, epoch, average loss, defender utility
training, -1, 0.08120707369276456, -4.120288721152714
validating, -1, 0.08153249174356461, -3.576914370059967
testing, -1, 0.09359074458479881, -3.4476717889308928
training, 0, 1.0665347848619733, -5.2182555062430245
validating, 0, 1.0681086540222169, -5.197299957275391
testing, 0, 1.1260470509529115, -5.123752498626709
