mode, epoch, average loss, defender utility
training, -1, 0.7597246795892716, 0.46918262243270875
testing, -1, 0.6404001533985137, -1.4098928928375245
training, 0, 1.9853712022304535, -4.568502926826477
testing, 0, 1.9067161679267883, -7.88513035774231
training, 1, 1.9853230595588685, -4.6263463497161865
testing, 1, 1.9066235423088074, -7.884726333618164
training, 2, 1.9851917177438736, -4.495979535579681
testing, 2, 1.9064378619194031, -7.8838622093200685
training, 3, 1.9848306477069855, -4.484883570671082
testing, 3, 1.9059080243110658, -7.881640291213989
training, 4, 1.98388309776783, -4.602373111248016
testing, 4, 1.9045211911201476, -7.8754795551300045
training, 5, 1.981610643863678, -4.447332715988159
testing, 5, 1.901711094379425, -7.86249852180481
training, 6, 1.9774583548307418, -4.495028114318847
testing, 6, 1.8971332430839538, -7.841583251953125
training, 7, 1.9708615034818648, -4.020244455337524
testing, 7, 1.889822518825531, -7.322200870513916
training, 8, 1.9607495278120042, -4.0015660405158995
testing, 8, 1.8784914493560791, -6.799421119689941
training, 9, 1.9459483712911605, -3.905207943916321
testing, 9, 1.8625566244125367, -6.205552339553833
training, 10, 1.9253961324691773, -3.5612948298454286
testing, 10, 1.8413682460784913, -6.091545724868775
training, 11, 1.8990013360977174, -3.63800128698349
testing, 11, 1.8145903110504151, -5.957162761688233
training, 12, 1.86805240213871, -3.4850311279296875
testing, 12, 1.7842575550079345, -6.279428243637085
training, 13, 1.8338913649320603, -3.4802669644355775
testing, 13, 1.7509410738945008, -5.642504787445068
training, 14, 1.7972731947898866, -3.480404961109161
testing, 14, 1.7178751587867738, -5.49422607421875
training, 15, 1.763199159502983, -3.3184571862220764
testing, 15, 1.681615960597992, -6.316867542266846
training, 16, 1.7289602354168891, -3.7487151622772217
testing, 16, 1.647881519794464, -6.151737642288208
training, 17, 1.7006560549139977, -3.6333136558532715
testing, 17, 1.616000735759735, -6.005935144424439
training, 18, 1.676020161807537, -3.8382812261581423
testing, 18, 1.590049970149994, -5.903101301193237
training, 19, 1.6571233049035072, -3.8812964797019958
testing, 19, 1.5688727617263794, -5.830905151367188
