Random seed, 5
mode, epoch, average loss, defender utility, simulated defender utility, fast defender utility
training, -1, 0.3863605124609811, 0.0, 0.0, 0.0
validating, -1, 0.39057962894439696, -1.9011414170265197, 0.0, 0.0
testing, -1, 0.3974637031555176, -1.99009912610054, 0.0, 0.0
training, 0, 1.6530087096350534, 0.0, 0.0, 0.0
validating, 0, 1.5780956506729127, -2.7658267974853517, 0.0, 0.0
testing, 0, 1.619739294052124, -2.849788010120392, 0.0, 0.0
training, 1, 1.6547218901770455, -2.8863782473972868, 0.0, 0.0
validating, 1, 1.5793236017227172, -2.7643834590911864, 0.0, 0.0
testing, 1, 1.6151365041732788, -2.847751271724701, 0.0, 0.0
training, 2, 1.6501128775732858, -2.867832970619202, 0.0, 0.0
validating, 2, 1.5809397935867309, -2.741586112976074, 0.0, 0.0
testing, 2, 1.605514407157898, -2.841051256656647, 0.0, 0.0
training, 3, 1.6442972830363682, -2.85117723771504, 0.0, 0.0
validating, 3, 1.5868139028549195, -2.723181438446045, 0.0, 0.0
testing, 3, 1.607339334487915, -2.843608558177948, 0.0, 0.0
training, 4, 1.6474046877452306, -2.849639960697719, 0.0, 0.0
validating, 4, 1.5891608953475953, -2.71511025428772, 0.0, 0.0
testing, 4, 1.6028248071670532, -2.8445812225341798, 0.0, 0.0
training, 5, 1.643321463039943, -2.8473787341799053, 0.0, 0.0
validating, 5, 1.5832581758499145, -2.713779163360596, 0.0, 0.0
testing, 5, 1.6045146703720092, -2.843194818496704, 0.0, 0.0
training, 6, 1.6391502959387643, -2.8425764884267535, 0.0, 0.0
validating, 6, 1.5793067693710328, -2.7133511781692503, 0.0, 0.0
testing, 6, 1.6045564413070679, -2.8424311757087706, 0.0, 0.0
training, 7, 1.6380368198667254, -2.842436310223171, 0.0, 0.0
validating, 7, 1.5735500574111938, -2.7121386528015137, 0.0, 0.0
testing, 7, 1.6053983449935914, -2.845823311805725, 0.0, 0.0
training, 8, 1.6385393926075527, -2.839575072697231, 0.0, 0.0
validating, 8, 1.5749172925949098, -2.7159949779510497, 0.0, 0.0
testing, 8, 1.6079663276672362, -2.848200023174286, 0.0, 0.0
training, 9, 1.6388144390923636, -2.8432002544403074, 0.0, 0.0
validating, 9, 1.577428126335144, -2.7298925161361693, 0.0, 0.0
testing, 9, 1.61259982585907, -2.852375054359436, 0.0, 0.0
training, 10, 1.6380467312676565, -2.8391228113855633, 0.0, 0.0
validating, 10, 1.5747438669204712, -2.714192533493042, 0.0, 0.0
testing, 10, 1.6107314348220825, -2.8460197329521177, 0.0, 0.0
training, 11, 1.6331886257444108, -2.83407222202846, 0.0, 0.0
validating, 11, 1.5731165170669557, -2.7146377563476562, 0.0, 0.0
testing, 11, 1.6114912986755372, -2.846755123138428, 0.0, 0.0
training, 12, 1.6314460379736764, -2.8304659605026243, 0.0, 0.0
validating, 12, 1.5733984231948852, -2.709564781188965, 0.0, 0.0
testing, 12, 1.609902286529541, -2.844171416759491, 0.0, 0.0
training, 13, 1.6284649269921438, -2.824847711835589, 0.0, 0.0
validating, 13, 1.5719390630722045, -2.6885135173797607, 0.0, 0.0
testing, 13, 1.6053706407546997, -2.833925426006317, 0.0, 0.0
training, 14, 1.6329297031675065, -2.816789984703064, 0.0, 0.0
validating, 14, 1.5806741952896117, -2.6766639232635496, 0.0, 0.0
testing, 14, 1.6115738153457642, -2.8318878531455995, 0.0, 0.0
training, 15, 1.6342486619949341, -2.818469960348947, 0.0, 0.0
validating, 15, 1.5721477746963501, -2.6973398447036745, 0.0, 0.0
testing, 15, 1.6053730726242066, -2.833454692363739, 0.0, 0.0
training, 16, 1.62679831300463, -2.823551675251552, 0.0, 0.0
validating, 16, 1.5734050035476685, -2.7104632377624513, 0.0, 0.0
testing, 16, 1.6035123348236084, -2.8374674320220947, 0.0, 0.0
training, 17, 1.6306469065802438, -2.8279968551227026, 0.0, 0.0
validating, 17, 1.584872841835022, -2.731323480606079, 0.0, 0.0
testing, 17, 1.6098576307296752, -2.846026861667633, 0.0, 0.0
training, 18, 1.630628057888576, -2.8285797834396362, 0.0, 0.0
validating, 18, 1.5796879529953003, -2.70197434425354, 0.0, 0.0
testing, 18, 1.599477434158325, -2.8338271617889403, 0.0, 0.0
training, 19, 1.6296263933181763, -2.8260221208844865, 0.0, 0.0
validating, 19, 1.5857102155685425, -2.7234508752822877, 0.0, 0.0
testing, 19, 1.6037529945373534, -2.834546756744385, 0.0, 0.0
training, 20, 1.6286861862455095, -2.8228164178984505, 0.0, 0.0
validating, 20, 1.579256796836853, -2.709774351119995, 0.0, 0.0
testing, 20, 1.6008774280548095, -2.8208925127983093, 0.0, 0.0
