mode, epoch, average loss, defender utility
training, -1, 0.9937190413475037, -2.956697498049055
validating, -1, 1.1319693326950073, -3.347219467163086
testing, -1, 0.8157588839530945, -3.006818652153015
training, 0, 1.6757628747395106, -3.4545415469578336
validating, 0, 1.9811314344406128, -3.4670586585998535
testing, 0, 1.4954037070274353, -3.4544973373413086
training, 1, 1.6754965271268571, -3.454061610358102
validating, 1, 1.9790714979171753, -3.4673333168029785
testing, 1, 1.4939005970954895, -3.4536434412002563
training, 2, 1.6707226378577096, -3.451885087149484
validating, 2, 1.9634889364242554, -3.463442802429199
testing, 2, 1.4826839566230774, -3.4498329162597656
training, 3, 1.6479048218045915, -3.4405702522822788
validating, 3, 1.9059504270553589, -3.4499337673187256
testing, 3, 1.4414613842964172, -3.4294544458389282
training, 4, 1.5801526308059692, -3.4001442023686
validating, 4, 1.7646101713180542, -3.4198684692382812
testing, 4, 1.340413749217987, -3.3793489933013916
training, 5, 1.423031508922577, -3.300274985177176
validating, 5, 1.5111721754074097, -3.3632619380950928
testing, 5, 1.1598194241523743, -3.2756911516189575
training, 6, 1.2139201249395097, -3.1440692288534984
validating, 6, 1.1967204809188843, -3.2866153717041016
testing, 6, 0.9352536797523499, -3.0872817039489746
training, 7, 1.0225324375288827, -2.86777595111302
validating, 7, 0.9955507516860962, -3.1737422943115234
testing, 7, 0.7960451245307922, -2.73736834526062
training, 8, 0.9732976981571743, -2.6621456486838206
validating, 8, 1.0182980298995972, -3.029083251953125
testing, 8, 0.8104184865951538, -2.505836606025696
training, 9, 1.002118706703186, -2.5850520389420644
validating, 9, 1.0101429224014282, -3.1006765365600586
testing, 9, 0.7960638403892517, -2.610669255256653
training, 10, 0.9645319666181292, -2.610795889581953
validating, 10, 1.0113264322280884, -3.136444091796875
testing, 10, 0.7905240654945374, -2.663243055343628
training, 11, 0.9593721968787057, -2.670724936894008
validating, 11, 1.0154742002487183, -3.1741690635681152
testing, 11, 0.7866691946983337, -2.7237184047698975
training, 12, 0.9555705104555402, -2.6964124952043806
validating, 12, 1.015501618385315, -3.183317184448242
testing, 12, 0.7850787043571472, -2.7467637062072754
training, 13, 0.9535748788288662, -2.708475010735648
validating, 13, 1.0193549394607544, -3.177098274230957
testing, 13, 0.7842020988464355, -2.7407408952713013
training, 14, 0.9508428999355861, -2.692640542984009
validating, 14, 1.0232027769088745, -3.1593031883239746
testing, 14, 0.7839658856391907, -2.7202234268188477
training, 15, 0.9479466932160514, -2.6823281220027377
validating, 15, 1.026424765586853, -3.1615655422210693
testing, 15, 0.7827287316322327, -2.7279305458068848
training, 16, 0.9453369804791042, -2.6814905745642528
validating, 16, 1.0287004709243774, -3.1563754081726074
testing, 16, 0.7815985679626465, -2.7254347801208496
training, 17, 0.9476697955812726, -2.6549118757247925
validating, 17, 1.0444058179855347, -3.120894432067871
testing, 17, 0.7872138023376465, -2.6821259260177612
training, 18, 0.9411717993872506, -2.61950831753867
validating, 18, 1.0397568941116333, -3.1281652450561523
testing, 18, 0.7832821011543274, -2.6999205350875854
training, 19, 0.9388889074325562, -2.6353612457002913
validating, 19, 1.0386370420455933, -3.1329216957092285
testing, 19, 0.7825722694396973, -2.7045665979385376
training, 20, 0.93851295539311, -2.6376101119177684
validating, 20, 1.0394479036331177, -3.1328377723693848
testing, 20, 0.7827183604240417, -2.704719066619873
training, 21, 0.9385351879256112, -2.641111748559134
validating, 21, 1.0382975339889526, -3.1330018043518066
testing, 21, 0.7820245027542114, -2.7087926864624023
training, 22, 0.9379923003060477, -2.6406940392085483
validating, 22, 1.038694977760315, -3.134293556213379
testing, 22, 0.7820436358451843, -2.7084625959396362
training, 23, 0.9379996572222028, -2.643666590963091
validating, 23, 1.038094401359558, -3.1362500190734863
testing, 23, 0.7816063761711121, -2.7121366262435913
training, 24, 0.9375808238983154, -2.6453298160008023
validating, 24, 1.0380128622055054, -3.1345291137695312
testing, 24, 0.781345546245575, -2.712750196456909
training, 25, 0.9372736896787371, -2.6439571040017262
validating, 25, 1.0379780530929565, -3.1346917152404785
testing, 25, 0.7812045812606812, -2.7116812467575073
training, 26, 0.9374128835541862, -2.642909731183733
validating, 26, 1.039188265800476, -3.1314516067504883
testing, 26, 0.7814648151397705, -2.7092795372009277
training, 27, 0.936981567314693, -2.6442269597734724
validating, 27, 1.0388456583023071, -3.134075164794922
testing, 27, 0.7811698913574219, -2.711302876472473
training, 28, 0.9367427144731794, -2.644264851297651
validating, 28, 1.0388470888137817, -3.132939577102661
testing, 28, 0.7809715270996094, -2.7111645936965942
training, 29, 0.9365259068352836, -2.6433621985571727
validating, 29, 1.0389083623886108, -3.132352828979492
testing, 29, 0.7808460593223572, -2.7111008167266846
training, 30, 0.9362795523234776, -2.6409625666482106
validating, 30, 1.0388566255569458, -3.1324539184570312
testing, 30, 0.7808063626289368, -2.7110421657562256
training, 31, 0.936303164277758, -2.643851178033011
validating, 31, 1.0389822721481323, -3.1322364807128906
testing, 31, 0.7808603644371033, -2.710899591445923
training, 32, 0.9362852488245282, -2.6414859124592374
validating, 32, 1.0389069318771362, -3.1322414875030518
testing, 32, 0.7807638049125671, -2.7109811305999756
training, 33, 0.9362535902432033, -2.6413465567997525
validating, 33, 1.0388981103897095, -3.1317906379699707
testing, 33, 0.7807620167732239, -2.710470676422119
training, 34, 0.9362684828894479, -2.641180464199611
validating, 34, 1.0389622449874878, -3.13230037689209
testing, 34, 0.7807521224021912, -2.7108408212661743
training, 35, 0.9362454499517169, -2.64115994317191
validating, 35, 1.0389660596847534, -3.1319351196289062
