mode, epoch, average loss, defender utility
training, -1, 2.6063778264181954, -3.7306571619851248
validating, -1, 2.4139376640319825, -4.131001949310303
testing, -1, 2.488480877876282, -3.2650290012359617
training, 0, 5.996534320286342, -4.9858323778424944
validating, 0, 5.640503597259522, -4.938340377807617
testing, 0, 5.992258882522583, -4.954803371429444
mode, epoch, average loss, defender utility
training, -1, 1.3040412868772233, -4.03368240083967
validating, -1, 1.3574273109436035, -4.326717948913574
testing, -1, 1.069422972202301, -3.9157594203948975
training, 0, 3.727839033944266, -4.565779822213309
validating, 0, 3.8200095653533936, -4.7046855926513675
testing, 0, 3.4298824310302733, -4.540757179260254
mode, epoch, average loss, defender utility
training, -1, 0.9987740874290466, -3.490090581348964
validating, -1, 1.1104848861694336, -3.697069025039673
testing, -1, 1.196476113796234, -3.402328896522522
training, 0, 2.9100855009896414, -4.593164471217564
validating, 0, 2.873618221282959, -4.567832088470459
testing, 0, 2.839680790901184, -4.5700523853302
mode, epoch, average loss, defender utility
training, -1, 0.7141270526817867, -4.913262033462525
validating, -1, 0.743983781337738, -5.085952091217041
testing, -1, 0.6439217865467072, -5.014296340942383
training, 0, 2.37472973551069, -5.3905220849173405
validating, 0, 2.4893892765045167, -5.486325931549072
testing, 0, 2.313739287853241, -5.341865539550781
mode, epoch, average loss, defender utility
training, -1, 2.1233697959354947, -2.1546537126813616
validating, -1, 1.8518923759460448, -2.468895745277405
testing, -1, 2.3070727825164794, -2.0240102484822273
training, 0, 3.870687198638916, -4.0928324018205915
validating, 0, 3.8862815856933595, -4.0763123512268065
testing, 0, 3.8546149492263795, -3.982356905937195
