mode, epoch, average loss, defender utility
training, -1, 2.4077724558966502, -1.5326912716773222e-07
validating, -1, 2.465179920196533, 0.0
testing, -1, 3.0238239765167236, -2.682208730675484e-07
training, 0, 2.914257049560547, 1.53269102806267e-07
validating, 0, 2.869507074356079, 1.0728836059570312e-06
testing, 0, 3.1937508583068848, 1.0728834354267747e-06
training, 1, 2.9122893469674245, 0.0
validating, 1, 2.8666017055511475, 0.0
testing, 1, 3.1894781589508057, 0.0
training, 2, 2.8981449944632396, 4.598072109729401e-07
validating, 2, 2.8466856479644775, -5.364418029785156e-07
testing, 2, 3.1593382358551025, 0.0
training, 3, 2.8144857542855397, 8.120488408686859e-15
validating, 3, 2.7821147441864014, 1.0728833785833558e-06
testing, 3, 3.0655760765075684, 0.0
training, 4, 2.621968609946115, 2.299036623298889e-07
validating, 4, 2.6359899044036865, 0.0
testing, 4, 2.875456690788269, -2.682209014892578e-07
training, 5, 2.285171559878758, 6.496390726949487e-14
validating, 5, 2.382146120071411, -5.364417461350968e-07
testing, 5, 2.6345698833465576, -2.6822092991096724e-07
training, 6, 1.824763229915074, 1.5326907032431336e-07
validating, 6, 2.0838475227355957, 0.0
testing, 6, 2.6161762475967407, 5.36441234544327e-07
training, 7, 1.5079507998057775, 3.831710923155437e-07
validating, 7, 1.9111840724945068, 0.0
testing, 7, 2.8890300989151, -2.731757581234774
training, 8, 1.3904466458729334, 0.12169250420157596
validating, 8, 1.8258423805236816, 1.0728833785833558e-06
testing, 8, 3.146093964576721, -2.6304314136505127
training, 9, 1.3963760478155953, -0.19480843203414874
validating, 9, 1.7959578037261963, 2.145766984540387e-06
testing, 9, 3.3021498918533325, -2.600964307785034
training, 10, 1.3877266645431519, 1.152718399252048
validating, 10, 1.804370641708374, 1.0728836059570312e-06
