Random seed, 178
mode, epoch, average loss, defender utility, simulated defender utility, fast defender utility
training, -1, 0.07342509031295777, 0.0, 0.0, -3.9653725624084473
validating, -1, 0.09179879426956176, -3.9625813007354735, 0.0, -4.008233904838562
testing, -1, 0.07131385207176208, -3.998676073551178, 0.0, -4.007825195789337
training, 0, 0.7445907260690416, 0.0, 0.0, -4.2428436279296875
validating, 0, 0.6867473602294922, -4.4799323081970215, 0.0, -4.186314249038697
testing, 0, 0.7419746518135071, -4.6790196895599365, 0.0, -4.289541745185852
training, 1, 0.6364352932998112, 0.0, 0.0, -4.172285079956055
validating, 1, 0.6188127636909485, -4.33720817565918, 0.0, -4.170994806289673
testing, 1, 0.5856406033039093, -4.421134459972381, 0.0, -4.243521845340728
training, 2, 0.5421321213245391, 0.0, 0.0, -4.176933288574219
validating, 2, 0.48297064304351806, -4.185561108589172, 0.0, -4.146608138084412
testing, 2, 0.47535892724990847, -4.3092730164527895, 0.0, -4.239201176166534
training, 3, 0.44258243441581724, 0.0, 0.0, -4.175126075744629
validating, 3, 0.40937788486480714, -4.1323322534561155, 0.0, -4.134529399871826
testing, 3, 0.381501168012619, -4.243567323684692, 0.0, -4.244013226032257
training, 4, 0.39241899677685327, 0.0, 0.0, -4.167410850524902
validating, 4, 0.4328331589698792, -4.135905122756958, 0.0, -4.135886716842651
testing, 4, 0.37731823325157166, -4.2417805075645445, 0.0, -4.241743779182434
