mode, epoch, average loss, defender utility
training, -1, 1.7204088696411677, -1.7067965189261096
validating, -1, 1.27278470993042, -2.692868947982788
testing, -1, 1.8827607333660126, -2.0794724225997925
training, 0, 2.489700044904436, -2.610794084412711
validating, 0, 2.2135746479034424, -2.6549261808395386
testing, 0, 2.4596238136291504, -2.697107255458832
training, 1, 2.491213849612645, -2.611221671104431
validating, 1, 2.2140984535217285, -2.6551764011383057
testing, 1, 2.4602176547050476, -2.697017014026642
training, 2, 2.4899480853761946, -2.6106092589242116
validating, 2, 2.211795449256897, -2.655491590499878
testing, 2, 2.4590904116630554, -2.6961897015571594
training, 3, 2.484527979578291, -2.6089855432510376
validating, 3, 2.1922709941864014, -2.6541844606399536
testing, 3, 2.448206067085266, -2.6924681663513184
training, 4, 2.4678135258810863, -2.6023560081209456
validating, 4, 2.136094331741333, -2.6516329050064087
testing, 4, 2.417096495628357, -2.6810718178749084
training, 5, 2.3560961995806013, -2.586852056639535
validating, 5, 1.8653453588485718, -2.656956195831299
testing, 5, 2.234864056110382, -2.6398006081581116
training, 6, 2.1795895099639893, -2.537832089832851
validating, 6, 1.726283073425293, -2.653686761856079
testing, 6, 2.1577939093112946, -2.577327072620392
training, 7, 1.8172549094472612, -2.4678946903773715
validating, 7, 1.371812105178833, -2.764702081680298
testing, 7, 1.7788353562355042, -2.4186301827430725
training, 8, 1.5987822924341475, -2.3765203527041843
validating, 8, 1.4081105291843414, -2.8996572494506836
testing, 8, 1.8242632448673248, -2.3148776292800903
training, 9, 1.611811684710639, -2.320078585829054
validating, 9, 1.5366655588150024, -2.8669601678848267
testing, 9, 2.0763284265995026, -2.301464855670929
training, 10, 1.6745742857456207, -2.2723690611975536
validating, 10, 1.5528606176376343, -2.9699907302856445
testing, 10, 2.1045111417770386, -2.251729726791382
training, 11, 1.833583550793784, -2.234936365059444
validating, 11, 1.6907459497451782, -2.9113502502441406
testing, 11, 2.366180330514908, -2.254629760980606
training, 12, 1.8227710638727461, -2.2004711031913757
validating, 12, 1.6902589797973633, -3.190060615539551
testing, 12, 2.352268308401108, -2.168391078710556
training, 13, 1.7999123760632105, -2.1326681886400496
validating, 13, 1.7474322319030762, -3.288829207420349
testing, 13, 2.4422165155410767, -2.120251417160034
training, 14, 1.889546935047422, -2.110803782939911
validating, 14, 1.8748745918273926, -3.316233515739441
testing, 14, 2.7197544872760773, -2.105295091867447
training, 15, 1.9430206971509116, -2.0776480606624057
validating, 15, 1.895975112915039, -3.3598015308380127
testing, 15, 2.7828072011470795, -2.0779091119766235
training, 16, 2.17299907548087, -2.0732280484267642
validating, 16, 2.0538547039031982, -3.3349729776382446
testing, 16, 3.063490241765976, -2.079978495836258
training, 17, 2.1545179997171675, -2.0428979013647353
validating, 17, 2.1230324506759644, -3.414420962333679
testing, 17, 3.205982208251953, -2.0436821579933167
training, 18, 2.4141319734709605, -2.035642679248537
validating, 18, 2.341130495071411, -3.3450299501419067
testing, 18, 3.438716173171997, -2.056263744831085
training, 19, 2.191072702407837, -1.991174646786281
validating, 19, 2.005244731903076, -3.3868322372436523
testing, 19, 3.0966677069664, -2.013781726360321
training, 20, 2.2466122082301547, -1.9723620542458125
validating, 20, 2.0870959758758545, -3.381545662879944
testing, 20, 3.226471781730652, -2.002665489912033
training, 21, 2.3784564903804233, -1.9432854780129023
validating, 21, 2.2949050664901733, -3.403782606124878
testing, 21, 3.4829931259155273, -1.987654685974121
training, 22, 2.478376703602927, -1.9265412773404802
validating, 22, 2.7084436416625977, -3.3841400146484375
testing, 22, 3.8597264885902405, -1.9860787093639374
training, 23, 2.7442740627697537, -1.8840879734073366
validating, 23, 2.528441309928894, -3.3367395401000977
testing, 23, 3.68796169757843, -1.973646193742752
training, 24, 2.5172865050179616, -1.8506733008793421
validating, 24, 2.2301656007766724, -3.342976450920105
testing, 24, 3.42803156375885, -1.9478136003017426
training, 25, 2.3735453145844594, -1.8404679979596819
validating, 25, 2.383869171142578, -3.2988803386688232
testing, 25, 3.5637649297714233, -1.939890831708908
training, 26, 2.526117103440421, -1.8158419951796532
validating, 26, 2.4385138750076294, -3.2621768712997437
testing, 26, 3.609344184398651, -1.926721066236496
training, 27, 2.486233515398843, -1.7869776295764106
validating, 27, 2.3380696773529053, -3.069035291671753
testing, 27, 3.4508582949638367, -1.9346723854541779
training, 28, 2.4546860456466675, -1.7635713017412595
validating, 28, 2.21969211101532, -3.05871844291687
testing, 28, 3.3489192128181458, -1.9163753390312195
training, 29, 2.3864557402474538, -1.7482070231011935
validating, 29, 2.230208396911621, -3.0602900981903076
testing, 29, 3.3604419827461243, -1.9133732914924622
training, 30, 2.4016746367727007, -1.7462705437626158
