mode, epoch, average loss, defender utility
training, -1, 0.0, -2.543937976019723
validating, -1, 0.0, -2.6093120098114015
testing, -1, 0.0, -2.5578576803207396
training, 0, 34.21226493290492, -2.6402801990509035
validating, 0, 9.627960395812988, -2.7719867706298826
testing, 0, 8.554838705062867, -2.7052078008651734
training, 1, 34.21210550580706, -2.6402789865221297
validating, 1, 9.627941131591797, -2.7719898223876953
testing, 1, 8.554767608642578, -2.705208587646484
mode, epoch, average loss, defender utility
training, -1, 0.0, -5.968180683680943
validating, -1, 0.0, -5.954864406585694
testing, -1, 0.0, -6.013970184326172
training, 0, 2.00758182321276, -6.718635300227574
validating, 0, 1.9572948694229126, -6.75915937423706
testing, 0, 1.9143551468849183, -6.713154268264771
training, 1, 1.999884683745248, -6.713361399514334
validating, 1, 1.919534945487976, -6.740235614776611
testing, 1, 1.8802739024162292, -6.698367166519165
training, 2, 1.8048117467335292, -6.586404718671527
validating, 2, 1.40901939868927, -6.357349681854248
testing, 2, 1.4194350004196168, -6.277131652832031
training, 3, 0.9480782066072736, -5.848626613616943
validating, 3, 0.39885499477386477, -5.681720733642578
testing, 3, 0.47372729182243345, -5.682163715362549
training, 4, 0.3402691636766706, -5.5770902361188615
validating, 4, 0.2638601779937744, -5.678022956848144
testing, 4, 0.3319899618625641, -5.674455833435059
training, 5, 0.3470323358263288, -5.568023068564279
validating, 5, 0.25470757484436035, -5.678882503509522
testing, 5, 0.321935111284256, -5.680989456176758
training, 6, 0.31002759422574727, -5.56598129272461
validating, 6, 0.25626068115234374, -5.684835815429688
testing, 6, 0.3235967576503754, -5.679094457626343
training, 7, 0.3246965527534485, -5.561828477042062
validating, 7, 0.24466090202331542, -5.667120265960693
testing, 7, 0.310777884721756, -5.6745710372924805
training, 8, 0.3081392782075065, -5.5673863819667275
validating, 8, 0.25138559341430666, -5.659312057495117
testing, 8, 0.31811206936836245, -5.673595571517945
training, 9, 0.3009293862751552, -5.559636797223773
validating, 9, 0.23677985668182372, -5.66463041305542
testing, 9, 0.30192734599113463, -5.674724674224853
training, 10, 0.30475462334496634, -5.56103891645159
validating, 10, 0.23856127262115479, -5.661640739440918
testing, 10, 0.3038486182689667, -5.67438497543335
training, 11, 0.2951491304806301, -5.56033923285348
validating, 11, 0.25074191093444825, -5.665947818756104
testing, 11, 0.31711713671684266, -5.669767570495606
training, 12, 0.3047652176448277, -5.554835428510393
validating, 12, 0.22362186908721923, -5.667657375335693
testing, 12, 0.2871574580669403, -5.669794034957886
training, 13, 0.28689304760524204, -5.558848094940186
validating, 13, 0.22570571899414063, -5.665371608734131
testing, 13, 0.28946340680122373, -5.668087148666382
training, 14, 0.28866823400769914, -5.557885442461286
validating, 14, 0.22900350093841554, -5.663261127471924
testing, 14, 0.29311808943748474, -5.668235921859742
training, 15, 0.29419764961515155, -5.556147371019636
validating, 15, 0.23040668964385985, -5.66279821395874
testing, 15, 0.2946602046489716, -5.667866563796997
training, 16, 0.2954015919140407, -5.554421888078962
validating, 16, 0.23141839504241943, -5.662946510314941
testing, 16, 0.29576913714408876, -5.670495223999024
training, 17, 0.2932498693466187, -5.555563422611781
validating, 17, 0.22957704067230225, -5.664850234985352
testing, 17, 0.2937262237071991, -5.6670397281646725
training, 18, 0.2933077079909188, -5.555489785330636
validating, 18, 0.2298557996749878, -5.661673831939697
testing, 18, 0.29402396082878113, -5.667016887664795
training, 19, 0.2917522668838501, -5.555585289001465
validating, 19, 0.23049631118774414, -5.660519790649414
testing, 19, 0.2947182834148407, -5.666672945022583
training, 20, 0.2937787345477513, -5.5555306298392155
validating, 20, 0.23164467811584472, -5.659818649291992
testing, 20, 0.2959740340709686, -5.666568183898926
training, 21, 0.2925275853702, -5.557543727329799
validating, 21, 0.23137619495391845, -5.659887409210205
testing, 21, 0.2956664502620697, -5.665408754348755
training, 22, 0.29262052604130334, -5.556389781406947
validating, 22, 0.2302340269088745, -5.6603700637817385
testing, 22, 0.2943962633609772, -5.66574387550354
training, 23, 0.29163891758237565, -5.558115986415318
validating, 23, 0.22904913425445556, -5.660601615905762
testing, 23, 0.29307120442390444, -5.666669511795044
training, 24, 0.2921229669025966, -5.556314740862165
validating, 24, 0.229058837890625, -5.660537242889404
testing, 24, 0.2930872142314911, -5.666577529907227
training, 25, 0.292330949647086, -5.556341470990862
validating, 25, 0.2292081117630005, -5.661088943481445
testing, 25, 0.29324986338615416, -5.666226053237915
training, 26, 0.29259399345942905, -5.556329808916364
validating, 26, 0.22942614555358887, -5.659559917449951
testing, 26, 0.293486088514328, -5.6656571388244625
training, 27, 0.2926548889705113, -5.555882930755615
validating, 27, 0.22940995693206787, -5.6595782279968265
