mode, epoch, average loss, defender utility
training, -1, 1.820882729121617, 8.856883948189871
validating, -1, 1.7389445304870605, 8.999813270568847
testing, -1, 1.4699700236320496, 6.994306850433349
training, 0, 3.3050863674708775, 6.459001622881208
validating, 0, 3.4616785049438477, 6.4997560501098635
testing, 0, 3.1245110750198366, 6.529155921936035
training, 1, 3.3050863674708775, 6.409474400111607
validating, 1, 3.4616785049438477, 6.492496109008789
testing, 1, 3.1245110750198366, 6.528934001922607
mode, epoch, average loss, defender utility
training, -1, 1.820882729121617, 8.856883948189871
validating, -1, 1.7389445304870605, 8.999813270568847
testing, -1, 1.4699700236320496, 6.994306850433349
training, 0, 3.3050863674708775, 6.459001622881208
validating, 0, 3.4616785049438477, 6.4997560501098635
testing, 0, 3.1245110750198366, 6.529155921936035
training, 1, 3.3050863674708775, 6.409474400111607
validating, 1, 3.4616785049438477, 6.492496109008789
testing, 1, 3.1245110750198366, 6.528934001922607
training, 2, 3.3050863674708775, 6.322817121233259
validating, 2, 3.4616785049438477, 6.499968338012695
testing, 2, 3.1245110750198366, 6.083281421661377
training, 3, 3.3050863674708775, 6.44502307346889
validating, 3, 3.4616785049438477, 6.494877815246582
testing, 3, 3.1245110750198366, 6.0829517364501955
training, 4, 3.3050863674708775, 6.57566465650286
validating, 4, 3.4616785049438477, 6.49644889831543
testing, 4, 3.1245110750198366, 6.5288214683532715
training, 5, 3.3050863674708775, 6.45353205544608
validating, 5, 3.4616785049438477, 6.499263572692871
testing, 5, 3.1245110750198366, 6.5297754287719725
