mode, epoch, average loss, defender utility
training, -1, 0.7597246795892716, 0.46918262243270875
testing, -1, 0.6404001533985137, -1.4098928928375245
training, 0, 1.9853712022304535, -4.568502926826477
testing, 0, 1.9067161679267883, -7.88513035774231
training, 1, 1.9853289365768432, -4.621472465991974
testing, 1, 1.9066365480422973, -7.88478946685791
training, 2, 1.9851709455251694, -4.502903163433075
testing, 2, 1.9063716053962707, -7.883679580688477
training, 3, 1.984667843580246, -4.5458873271942135
testing, 3, 1.9057559013366698, -7.88109393119812
training, 4, 1.983562159538269, -4.617154800891877
testing, 4, 1.9043182969093322, -7.874818897247314
training, 5, 1.9812523603439331, -4.655309653282165
testing, 5, 1.9016102075576782, -7.863026857376099
training, 6, 1.9780478209257126, -4.377160108089447
testing, 6, 1.8985986948013305, -7.849891138076782
training, 7, 1.9735061198472976, -4.12293187379837
testing, 7, 1.893578088283539, -7.828464937210083
training, 8, 1.966963541507721, -4.0861842155456545
testing, 8, 1.8862541437149047, -6.342722797393799
training, 9, 1.9564587622880936, -4.0384810209274296
testing, 9, 1.8761050939559936, -6.285517311096191
training, 10, 1.9448108077049255, -3.940139448642731
testing, 10, 1.8717776179313659, -6.724280929565429
training, 11, 1.9381850779056549, -3.7240100502967834
testing, 11, 1.8579715609550476, -6.1837269306182865
training, 12, 1.9207426071166993, -3.6132044076919554
testing, 12, 1.8398020029067994, -6.08774881362915
training, 13, 1.899597743153572, -3.502926778793335
testing, 13, 1.8209077954292296, -5.997317361831665
training, 14, 1.8779838532209396, -3.4712782382965086
testing, 14, 1.801296889781952, -5.903371810913086
training, 15, 1.8538522690534591, -3.4144817113876345
testing, 15, 1.7752525448799132, -5.776621961593628
training, 16, 1.8242853879928589, -3.3053919196128847
testing, 16, 1.749522626399994, -5.656860446929931
training, 17, 1.7967657148838043, -3.2513967752456665
testing, 17, 1.7233212113380432, -6.088759088516236
training, 18, 1.7695008307695388, -3.4966407895088194
testing, 18, 1.6955158829689025, -5.957415628433227
training, 19, 1.7431641563773155, -3.540169084072113
testing, 19, 1.669015073776245, -5.8358227729797365
