mode, epoch, average loss, defender utility
training, -1, 0.0, -2.995656190599714
validating, -1, 0.0, -3.115397834777832
testing, -1, 0.0, -3.1744115352630615
training, 0, 0.7401442340442113, -3.6514416898999897
validating, 0, 0.6328362822532654, -3.640751314163208
testing, 0, 0.6566706895828247, -3.691557192802429
training, 1, 0.727752595288413, -3.641389778682164
validating, 1, 0.5844337105751037, -3.6072012901306154
testing, 1, 0.608611238002777, -3.6579426527023315
training, 2, 0.4958197798047747, -3.4099032742636544
validating, 2, 0.18803874254226685, -3.217619276046753
testing, 2, 0.2126488834619522, -3.2936793327331544
training, 3, 0.14055123840059552, -3.063913699558803
validating, 3, 0.09048664569854736, -3.079093027114868
testing, 3, 0.09229193031787872, -3.1622225284576415
training, 4, 0.0926244467496872, -2.994533245904105
validating, 4, 0.0846371054649353, -3.0804966926574706
testing, 4, 0.0789964884519577, -3.1586453437805178
training, 5, 0.09153802948338645, -2.991779831477574
validating, 5, 0.07356910705566407, -3.081527853012085
testing, 5, 0.07011502087116242, -3.1598416328430177
training, 6, 0.09283074523721423, -2.992406906400408
validating, 6, 0.07466320991516114, -3.078422784805298
testing, 6, 0.07322191894054413, -3.1586356163024902
training, 7, 0.08794162741729192, -2.9905292783464703
validating, 7, 0.08192074298858643, -3.0765644550323485
testing, 7, 0.07983291447162628, -3.155360198020935
training, 8, 0.09370031229087285, -2.9945362431662423
validating, 8, 0.07886660099029541, -3.0805859565734863
testing, 8, 0.07240763008594513, -3.1554238557815553
training, 9, 0.09643760451248713, -2.9940455981663296
validating, 9, 0.06486701965332031, -3.079215145111084
testing, 9, 0.0650031715631485, -3.158774662017822
training, 10, 0.0848479334797178, -2.985930722100394
validating, 10, 0.07902508974075317, -3.074999380111694
testing, 10, 0.07737312018871308, -3.152056837081909
training, 11, 0.08897998631000519, -2.9867583547319683
validating, 11, 0.07039227485656738, -3.075467824935913
testing, 11, 0.07054748237133027, -3.153140592575073
training, 12, 0.09021341417516981, -2.9872337000710623
validating, 12, 0.07323012351989747, -3.0751397132873537
testing, 12, 0.0707174450159073, -3.1501781702041627
training, 13, 0.08967637036527906, -2.9847779750823973
validating, 13, 0.07392286062240601, -3.0747549057006838
testing, 13, 0.07157225310802459, -3.150119256973267
training, 14, 0.08858955289636339, -2.9847220284598213
validating, 14, 0.07218058109283447, -3.0748120307922364
testing, 14, 0.07029583156108857, -3.1503087520599364
training, 15, 0.08967785026345934, -2.98504239491054
validating, 15, 0.07238551378250122, -3.074660634994507
testing, 15, 0.0705473929643631, -3.1500803232192993
training, 16, 0.08858632232461656, -2.9838009084974018
validating, 16, 0.07221455574035644, -3.07464861869812
testing, 16, 0.07027715742588043, -3.1503511667251587
training, 17, 0.08764508068561554, -2.9834628513881136
validating, 17, 0.07105067968368531, -3.074513292312622
testing, 17, 0.06936557590961456, -3.1501890897750853
training, 18, 0.08810089102813176, -2.9837184497288294
validating, 18, 0.07238538265228271, -3.074562931060791
testing, 18, 0.07025938928127289, -3.1499595165252687
training, 19, 0.08809058793953486, -2.983466182436262
