mode, epoch, average loss, defender utility
training, -1, 2.4276857716696605, -3.1364202158791676
validating, -1, 2.337683916091919, -3.5
testing, -1, 2.4640374183654785, -3.0514124631881714
training, 0, 3.1158978257860457, -3.1365113258361816
validating, 0, 3.3189022541046143, -3.500019073486328
testing, 0, 3.2315969467163086, -3.0517884492874146
training, 1, 3.1158974851880754, -3.1365010057176863
validating, 1, 3.318901777267456, -3.49999737739563
testing, 1, 3.231595754623413, -3.051802396774292
training, 2, 3.115896599633353, -3.13650689806257
validating, 2, 3.318899393081665, -3.500032424926758
testing, 2, 3.2315943241119385, -3.0517945289611816
training, 3, 3.1158953053610667, -3.136498894010271
validating, 3, 3.318897008895874, -3.500009775161743
testing, 3, 3.2315924167633057, -3.051820397377014
training, 4, 3.1158931255340576, -3.1365152427128384
validating, 4, 3.318894624710083, -3.5000061988830566
testing, 4, 3.2315890789031982, -3.051794648170471
training, 5, 3.1158909457070485, -3.1365151405334473
validating, 5, 3.3188908100128174, -3.499990940093994
testing, 5, 3.231586217880249, -3.0518128871917725
training, 6, 3.11588910647801, -3.136493819100516
validating, 6, 3.31888747215271, -3.500005006790161
testing, 6, 3.2315831184387207, -3.051780939102173
training, 7, 3.115886790411813, -3.1364892550877164
validating, 7, 3.318882703781128, -3.4999969005584717
testing, 7, 3.2315802574157715, -3.0517847537994385
training, 8, 3.1158842699868337, -3.136497361319406
validating, 8, 3.3188793659210205, -3.500002861022949
testing, 8, 3.2315778732299805, -3.051805257797241
training, 9, 3.1158814089638844, -3.1364966460636685
validating, 9, 3.3188750743865967, -3.5000205039978027
testing, 9, 3.2315733432769775, -3.051781177520752
training, 10, 3.1158784117017473, -3.1365010057176863
validating, 10, 3.3188698291778564, -3.5000016689300537
testing, 10, 3.231569528579712, -3.0518031120300293
training, 11, 3.115875005722046, -3.1365033217838834
validating, 11, 3.318864583969116, -3.500004529953003
testing, 11, 3.231565237045288, -3.0518158674240112
training, 12, 3.115870577948434, -3.1364891869681224
validating, 12, 3.318857431411743, -3.50001859664917
testing, 12, 3.2315595149993896, -3.051798105239868
training, 13, 3.115868261882237, -3.1364994389670238
validating, 13, 3.318857431411743, -3.500000476837158
testing, 13, 3.2315590381622314, -3.051790475845337
training, 14, 3.115867648805891, -3.136495590209961
validating, 14, 3.3188564777374268, -3.499997854232788
testing, 14, 3.2315585613250732, -3.051813840866089
training, 15, 3.1158673082079207, -3.1364950452532088
validating, 15, 3.3188560009002686, -3.4999923706054688
testing, 15, 3.231558084487915, -3.051790952682495
training, 16, 3.1158668994903564, -3.1365015166146413
validating, 16, 3.318855047225952, -3.500000476837158
testing, 16, 3.231557607650757, -3.051807165145874
training, 17, 3.115866082055228, -3.136507953916277
validating, 17, 3.318854570388794, -3.500005006790161
testing, 17, 3.2315566539764404, -3.0517890453338623
training, 18, 3.115865809576852, -3.1365040710994174
validating, 18, 3.3188536167144775, -3.499990940093994
testing, 18, 3.231555938720703, -3.0518263578414917
training, 19, 3.115865400859288, -3.136503151484898
validating, 19, 3.318852663040161, -3.499990224838257
testing, 19, 3.2315545082092285, -3.0518009662628174
