mode, epoch, average loss, defender utility
training, -1, 0.0, -1.413791481937681
validating, -1, 0.0, -1.9341132640838623
testing, -1, 0.0, -1.736657178401947
training, 0, 15.624429539271764, -3.340356399331774
validating, 0, 16.928136348724365, -3.697869968414307
testing, 0, 9.335292959213257, -3.741014528274536
training, 1, 15.53488302230835, -3.2858173523630416
validating, 1, 16.47619848251343, -3.556102156639099
testing, 1, 9.123838806152344, -3.562367796897888
training, 2, 14.279399626595634, -2.79151371376855
validating, 2, 12.95488977432251, -2.9090691089630125
testing, 2, 7.469713354110718, -2.7448385834693907
training, 3, 9.83656518118722, -1.9845798918179103
validating, 3, 5.288468360900879, -2.303042024374008
testing, 3, 3.7489585876464844, -1.959839090704918
training, 4, 4.530496297563825, -1.447829300590924
validating, 4, 1.9666149139404296, -2.3007009387016297
testing, 4, 1.8514733791351319, -1.8242882192134857
training, 5, 2.8931853703090122, -1.6419593640736172
validating, 5, 1.7149168014526368, -2.3334261536598206
testing, 5, 1.5206944942474365, -1.9819005966186523
training, 6, 2.3073703629629954, -1.5732955140726907
validating, 6, 1.5795283317565918, -2.4061517834663393
testing, 6, 1.2978468894958497, -2.030474728345871
training, 7, 1.815963418143136, -1.6554810877357211
validating, 7, 1.5405870437622071, -2.5057468116283417
testing, 7, 1.186558485031128, -2.1113733410835267
training, 8, 1.5267302376883372, -1.6508897713252477
validating, 8, 1.5091267585754395, -2.5321579456329344
testing, 8, 1.1130784511566163, -2.187339550256729
training, 9, 1.3483628000531878, -1.7583101012877056
validating, 9, 1.4888789176940918, -2.5478452384471892
testing, 9, 1.0706939697265625, -2.2986256897449495
training, 10, 1.213299424307687, -1.81761925305639
validating, 10, 1.3593924522399903, -2.495052230358124
testing, 10, 0.9692628383636475, -2.2540458917617796
training, 11, 1.1089610780988421, -1.734041697212628
validating, 11, 1.2374043464660645, -2.1516829907894133
testing, 11, 0.888478136062622, -2.247003346681595
training, 12, 1.009452656337193, -1.80619880429336
validating, 12, 1.1204069137573243, -2.1650909066200255
testing, 12, 0.8146248817443847, -2.2155149102211
training, 13, 0.9156259945460729, -1.6955477493149893
validating, 13, 0.9565249443054199, -2.030645287036896
testing, 13, 0.7179954528808594, -2.163356190919876
training, 14, 0.8147921562194824, -1.6575051141636712
validating, 14, 0.8190664291381836, -2.1029362857341765
testing, 14, 0.6323567390441894, -2.126224774122238
training, 15, 0.7426946231297085, -1.572891115290778
validating, 15, 0.6775019645690918, -2.0463180780410766
testing, 15, 0.5296710968017578, -2.0377694189548494
training, 16, 0.6454210077013288, -1.563925821014813
validating, 16, 0.5522685050964355, -2.0185328125953674
testing, 16, 0.46281795501708983, -2.013422429561615
training, 17, 0.5628250871385847, -1.4919127336570195
validating, 17, 0.4550173759460449, -1.9932107388973237
testing, 17, 0.40386161804199217, -1.998579090833664
training, 18, 0.4997645309993199, -1.4374718316963742
validating, 18, 0.4065199851989746, -1.9746354401111603
testing, 18, 0.378933048248291, -2.0429111182689668
training, 19, 0.44038664954049245, -1.4232927752392632
validating, 19, 0.34449472427368166, -1.963046383857727
testing, 19, 0.31231050491333007, -1.9516077995300294
training, 20, 0.38569861820765905, -1.4479380854538508
validating, 20, 0.3000758171081543, -1.9527075827121734
testing, 20, 0.28664960861206057, -1.997775638103485
training, 21, 0.3332547664642334, -1.427980809552329
validating, 21, 0.247513484954834, -1.9353580236434937
testing, 21, 0.23895587921142578, -1.8773276388645173
training, 22, 0.2885363715035575, -1.4239403103079116
validating, 22, 0.21909971237182618, -1.928694623708725
testing, 22, 0.2141057014465332, -1.9544600605964662
training, 23, 0.25524114881243026, -1.4172136298247746
validating, 23, 0.20543346405029297, -1.930188876390457
testing, 23, 0.19948420524597169, -2.018976002931595
training, 24, 0.22335812704903737, -1.4155704983643123
validating, 24, 0.1637269973754883, -1.919374305009842
testing, 24, 0.16854653358459473, -1.9537593066692351
training, 25, 0.19700168200901577, -1.4136669644287654
validating, 25, 0.14326610565185546, -1.9193949580192566
testing, 25, 0.1392240047454834, -1.8991742134094238
training, 26, 0.17285028866359164, -1.4084583963666644
validating, 26, 0.1312938690185547, -1.9181676626205444
testing, 26, 0.13737430572509765, -1.9527811527252197
training, 27, 0.15526767458234514, -1.4382897581372942
validating, 27, 0.11093988418579101, -1.915517383813858
testing, 27, 0.11665644645690917, -1.928476518392563
training, 28, 0.13378903525216237, -1.4526823214122226
validating, 28, 0.09828948974609375, -1.916939878463745
testing, 28, 0.10842647552490234, -1.947969490289688
training, 29, 0.11778315135410854, -1.4364607453346252
validating, 29, 0.08332481384277343, -1.9190031111240387
testing, 29, 0.0945744514465332, -1.9355583310127258
mode, epoch, average loss, defender utility
training, -1, 0.0, -1.5282895599092756
validating, -1, 0.0, -1.1382115662097931
testing, -1, 0.0, -1.053110758960247
training, 0, 27.9609993321555, -1.4533666112593242
validating, 0, 29.489071989059447, -1.4429800391197205
testing, 0, 10.747431635856628, -1.6623230874538422
training, 1, 27.936975247519356, -1.4482084606375014
validating, 1, 29.387956380844116, -1.4222387731075288
testing, 1, 10.7018812417984, -1.6389650106430054
training, 2, 27.579377719334193, -1.3714720632348743
validating, 2, 28.330213212966918, -1.2664595246315002
testing, 2, 10.238798689842223, -1.4605387926101685
training, 3, 25.301826586042132, -1.1579737582377025
validating, 3, 24.559013175964356, -1.0555501461029053
