Epoch, 1
training loss,0.2961146675693202,0.23610998622051954
training obj,0.017108782900169206,36.038412479231525
validating loss,0.2961836698509398,0.2316841436993508
validating obj,0.007865805977257712,46.43783778236026
testing loss,0.2961146456353805,0.23175705408348757
testing obj,0.018025059043094708,47.35025085000431
