Epoch, 1
training loss,0.287194790521982,0.23921146270927152
training obj,0.036668780397729785,20.456147283305974
validating loss,0.2871803259704171,0.23096864143522775
validating obj,0.051050808928765755,26.694735038571242
testing loss,0.287160497652479,0.2308724545032145
testing obj,0.07299809751288523,26.88086680331862
