Epoch, 0
training loss,0.0,0.290190537912505
training obj,35.41789712088449,0.049978230237726504
validating loss,0.0,0.2902055168151855
validating obj,35.33799964904785,0.01993617590735379
testing loss,0.0,0.29017064417942917
testing obj,35.45009616814038,0.071744658059509
