Epoch, 1
training loss,0.2927071688956328,0.282442134720772
training obj,4.4236756076439665,37.374554835788196
validating loss,0.29277492854101905,0.2738254887276682
validating obj,4.377971875256505,39.65893705959978
testing loss,0.2927955770391529,0.2738249700958446
testing obj,4.370976904691276,38.807238013057386
