Epoch, 0
training loss,0.0,0.2437788595755895
training obj,136.07257715861002,39.8348814646403
validating loss,0.0,0.24397559836506844
validating obj,134.43012619018555,38.827749252319336
testing loss,0.0,0.24387237595187294
testing obj,136.76032511393228,41.17337332831489
