Epoch, 8
Random seed, 0, forward time, 936.6609416007996, inference time, 421.40464305877686, qp time, 0, backward_time, 1460.9409296512604
forward time,0,0,116.1226966381073,115.88953137397766,117.23992586135864,118.1364586353302,117.74966621398926,118.34488034248352,117.09333157539368,116.0844509601593
inference time,0,0,0,0,0,0,0,0,0,421.40464305877686
qp time,0,0,0,0,0,0,0,0,0,0
backward time,0,0,182.30113983154297,182.71295499801636,183.33321118354797,182.5684037208557,182.65984582901,183.3649444580078,182.72162222862244,181.2788074016571
