Epoch, 6
Random seed, 0, forward time, 3028.3319730758667, qp time, 380.2018938064575, backward_time, 1070.2358691692352
forward time,0,0,411.8783621788025,496.13800597190857,402.25407314300537,443.86239409446716,468.7240414619446,805.4750962257385
qp time,0,0,46.97363352775574,69.5393795967102,60.03916954994202,52.566240310668945,71.529221534729,79.55424928665161
backward time,0,0,162.69613814353943,187.433030128479,177.2251546382904,169.95646500587463,184.9187400341034,188.00634121894836
