Random seed, 39, training time, 1353.2950491905212, optimization time, 0
Random seed, 12, training time, 1820.673394203186, optimization time, 0
Random seed, 1, training time, 2075.2370705604553, optimization time, 0
Random seed, 9, training time, 2048.7668924331665, optimization time, 0
Random seed, 7, training time, 2110.84797000885, optimization time, 0
Random seed, 26, training time, 1875.699732542038, optimization time, 0
Random seed, 16, training time, 2183.6312391757965, optimization time, 0
Random seed, 17, training time, 2142.2964391708374, optimization time, 0
Random seed, 19, training time, 2021.4827761650085, optimization time, 0
Random seed, 13, training time, 2321.9139680862427, optimization time, 0
Random seed, 43, training time, 2120.780463218689, optimization time, 0
Random seed, 10, training time, 2411.6144847869873, optimization time, 0
Random seed, 5, training time, 2448.8211581707, optimization time, 0
Random seed, 32, training time, 2187.569852590561, optimization time, 0
Random seed, 48, training time, 2165.681927204132, optimization time, 0
Random seed, 14, training time, 2533.6911432743073, optimization time, 0
Random seed, 28, training time, 2301.014332294464, optimization time, 0
Random seed, 46, training time, 2363.048924446106, optimization time, 0
Random seed, 2, training time, 2642.7010354995728, optimization time, 0
Random seed, 30, training time, 2365.6075122356415, optimization time, 0
Random seed, 38, training time, 2412.8199138641357, optimization time, 0
Random seed, 34, training time, 2380.5537917613983, optimization time, 0
Random seed, 47, training time, 2423.6361577510834, optimization time, 0
Random seed, 23, training time, 2478.5665986537933, optimization time, 0
Random seed, 24, training time, 2497.458446741104, optimization time, 0
Random seed, 37, training time, 2595.8766787052155, optimization time, 0
Random seed, 40, training time, 2601.453364133835, optimization time, 0
Random seed, 36, training time, 2651.026021718979, optimization time, 0
Random seed, 20, training time, 2692.939969062805, optimization time, 0
Random seed, 41, training time, 2662.085083961487, optimization time, 0
Random seed, 35, training time, 2695.777803182602, optimization time, 0
Random seed, 8, training time, 2977.976881980896, optimization time, 0
Random seed, 50, training time, 2689.4818041324615, optimization time, 0
Random seed, 31, training time, 2765.6908321380615, optimization time, 0
Random seed, 11, training time, 3032.2420501708984, optimization time, 0
Random seed, 27, training time, 2805.9424238204956, optimization time, 0
Random seed, 3, training time, 3056.958149909973, optimization time, 0
Random seed, 25, training time, 2810.0618827342987, optimization time, 0
Random seed, 4, training time, 3161.679093837738, optimization time, 0
Random seed, 44, training time, 2874.7521452903748, optimization time, 0
Random seed, 29, training time, 2909.9908678531647, optimization time, 0
Random seed, 49, training time, 2899.524580001831, optimization time, 0
Random seed, 18, training time, 2989.046955347061, optimization time, 0
Random seed, 45, training time, 2957.0132191181183, optimization time, 0
Random seed, 21, training time, 3076.4209172725677, optimization time, 0
Random seed, 33, training time, 3046.908096075058, optimization time, 0
Random seed, 6, training time, 3441.8071608543396, optimization time, 0
Random seed, 15, training time, 3489.2256059646606, optimization time, 0
Random seed, 42, training time, 3332.2106647491455, optimization time, 0
Random seed, 22, training time, 3955.277259349823, optimization time, 0
