Random seed, 39, training time, 1576.6052572727203, optimization time, 0
Random seed, 26, training time, 1662.3259725570679, optimization time, 0
Random seed, 12, training time, 1696.8087565898895, optimization time, 0
Random seed, 1, training time, 2045.6067295074463, optimization time, 0
Random seed, 16, training time, 2064.2902307510376, optimization time, 0
Random seed, 9, training time, 2132.761750936508, optimization time, 0
Random seed, 7, training time, 2097.9411821365356, optimization time, 0
Random seed, 19, training time, 2056.7842292785645, optimization time, 0
Random seed, 17, training time, 2186.9628398418427, optimization time, 0
Random seed, 28, training time, 2197.165195941925, optimization time, 0
Random seed, 24, training time, 2223.2408277988434, optimization time, 0
Random seed, 32, training time, 2266.2555861473083, optimization time, 0
Random seed, 13, training time, 2242.2172725200653, optimization time, 0
Random seed, 10, training time, 2313.572788000107, optimization time, 0
Random seed, 34, training time, 2256.277217388153, optimization time, 0
Random seed, 48, training time, 2247.7899997234344, optimization time, 0
Random seed, 46, training time, 2363.8522839546204, optimization time, 0
Random seed, 37, training time, 2267.719066143036, optimization time, 0
Random seed, 43, training time, 2337.791454553604, optimization time, 0
Random seed, 30, training time, 2327.4996304512024, optimization time, 0
Random seed, 6, training time, 2410.9603655338287, optimization time, 0
Random seed, 47, training time, 2356.401227712631, optimization time, 0
Random seed, 23, training time, 2444.6598858833313, optimization time, 0
Random seed, 5, training time, 2568.8576714992523, optimization time, 0
Random seed, 38, training time, 2588.9226489067078, optimization time, 0
Random seed, 27, training time, 2599.517289876938, optimization time, 0
Random seed, 49, training time, 2522.9178013801575, optimization time, 0
Random seed, 36, training time, 2590.507246017456, optimization time, 0
Random seed, 20, training time, 2588.4146416187286, optimization time, 0
Random seed, 14, training time, 2639.365991830826, optimization time, 0
Random seed, 2, training time, 2688.746899843216, optimization time, 0
Random seed, 31, training time, 2686.0632662773132, optimization time, 0
Random seed, 50, training time, 2640.162255525589, optimization time, 0
Random seed, 45, training time, 2664.9203600883484, optimization time, 0
Random seed, 44, training time, 2743.9774906635284, optimization time, 0
Random seed, 25, training time, 2756.7646486759186, optimization time, 0
Random seed, 41, training time, 2761.0934755802155, optimization time, 0
Random seed, 35, training time, 2798.5581815242767, optimization time, 0
Random seed, 40, training time, 2821.663330078125, optimization time, 0
Random seed, 8, training time, 2949.1009187698364, optimization time, 0
Random seed, 29, training time, 2901.2795584201813, optimization time, 0
Random seed, 18, training time, 2998.7025678157806, optimization time, 0
Random seed, 11, training time, 3000.515720129013, optimization time, 0
Random seed, 21, training time, 3160.509686231613, optimization time, 0
Random seed, 4, training time, 3120.312424659729, optimization time, 0
Random seed, 3, training time, 3275.9418437480927, optimization time, 0
Random seed, 15, training time, 3208.0268037319183, optimization time, 0
Random seed, 22, training time, 3667.5022070407867, optimization time, 0
Random seed, 33, training time, 4449.5063626766205, optimization time, 0
Random seed, 42, training time, 4570.942332029343, optimization time, 0
