Random seed, 39, training time, 1372.7582540512085, optimization time, 0
Random seed, 12, training time, 1710.4641299247742, optimization time, 0
Random seed, 26, training time, 1790.764149427414, optimization time, 0
Random seed, 16, training time, 1899.6156063079834, optimization time, 0
Random seed, 28, training time, 1938.1916244029999, optimization time, 0
Random seed, 9, training time, 2003.3297719955444, optimization time, 0
Random seed, 19, training time, 1998.5421590805054, optimization time, 0
Random seed, 1, training time, 2154.186091184616, optimization time, 0
Random seed, 48, training time, 2031.6856174468994, optimization time, 0
Random seed, 7, training time, 2107.488651037216, optimization time, 0
Random seed, 24, training time, 2112.510772228241, optimization time, 0
Random seed, 13, training time, 2084.025126695633, optimization time, 0
Random seed, 17, training time, 2124.235445022583, optimization time, 0
Random seed, 34, training time, 2226.645028591156, optimization time, 0
Random seed, 10, training time, 2248.0821993350983, optimization time, 0
Random seed, 32, training time, 2266.6746139526367, optimization time, 0
Random seed, 46, training time, 2301.8143966197968, optimization time, 0
Random seed, 43, training time, 2247.1029183864594, optimization time, 0
Random seed, 36, training time, 2296.0777859687805, optimization time, 0
Random seed, 20, training time, 2287.685502052307, optimization time, 0
Random seed, 47, training time, 2306.7040474414825, optimization time, 0
Random seed, 30, training time, 2348.18176984787, optimization time, 0
Random seed, 50, training time, 2400.3360965251923, optimization time, 0
Random seed, 37, training time, 2364.568916320801, optimization time, 0
Random seed, 6, training time, 2444.1699862480164, optimization time, 0
Random seed, 5, training time, 2475.5417428016663, optimization time, 0
Random seed, 23, training time, 2434.595044851303, optimization time, 0
Random seed, 14, training time, 2498.3526699543, optimization time, 0
Random seed, 27, training time, 2505.9058742523193, optimization time, 0
Random seed, 38, training time, 2545.5089457035065, optimization time, 0
Random seed, 2, training time, 2596.777973175049, optimization time, 0
Random seed, 25, training time, 2626.7240114212036, optimization time, 0
Random seed, 41, training time, 2689.7805967330933, optimization time, 0
Random seed, 40, training time, 2697.4386026859283, optimization time, 0
Random seed, 11, training time, 2768.561874628067, optimization time, 0
Random seed, 3, training time, 2749.242588043213, optimization time, 0
Random seed, 31, training time, 2786.6555638313293, optimization time, 0
Random seed, 44, training time, 2771.054655790329, optimization time, 0
Random seed, 8, training time, 2844.5943546295166, optimization time, 0
Random seed, 35, training time, 2869.2079739570618, optimization time, 0
Random seed, 45, training time, 2843.060350418091, optimization time, 0
Random seed, 18, training time, 2870.0581891536713, optimization time, 0
Random seed, 29, training time, 3026.587571620941, optimization time, 0
Random seed, 4, training time, 3021.709555864334, optimization time, 0
Random seed, 49, training time, 2965.3619379997253, optimization time, 0
Random seed, 21, training time, 3105.2442655563354, optimization time, 0
Random seed, 33, training time, 3194.545465707779, optimization time, 0
Random seed, 15, training time, 3119.409371614456, optimization time, 0
Random seed, 42, training time, 3120.7372279167175, optimization time, 0
Random seed, 22, training time, 3862.245936870575, optimization time, 0
