Random seed, 39, training time, 1448.1875369548798, optimization time, 0
Random seed, 26, training time, 1558.367547750473, optimization time, 0
Random seed, 12, training time, 1740.2694535255432, optimization time, 0
Random seed, 28, training time, 1835.2949900627136, optimization time, 0
Random seed, 1, training time, 2122.2948727607727, optimization time, 0
Random seed, 9, training time, 2087.363216638565, optimization time, 0
Random seed, 16, training time, 2137.648916244507, optimization time, 0
Random seed, 19, training time, 2091.2202112674713, optimization time, 0
Random seed, 10, training time, 2148.7857801914215, optimization time, 0
Random seed, 7, training time, 2166.956245660782, optimization time, 0
Random seed, 24, training time, 2224.8139193058014, optimization time, 0
Random seed, 17, training time, 2220.564387321472, optimization time, 0
Random seed, 37, training time, 2256.1341836452484, optimization time, 0
Random seed, 46, training time, 2221.563336610794, optimization time, 0
Random seed, 5, training time, 2310.513480901718, optimization time, 0
Random seed, 13, training time, 2266.550631046295, optimization time, 0
Random seed, 34, training time, 2341.3964800834656, optimization time, 0
Random seed, 43, training time, 2338.7677133083344, optimization time, 0
Random seed, 36, training time, 2369.210249185562, optimization time, 0
Random seed, 6, training time, 2408.80437707901, optimization time, 0
Random seed, 20, training time, 2369.134336709976, optimization time, 0
Random seed, 23, training time, 2359.2198691368103, optimization time, 0
Random seed, 2, training time, 2423.594626426697, optimization time, 0
Random seed, 35, training time, 2452.1593742370605, optimization time, 0
Random seed, 48, training time, 2303.351321220398, optimization time, 0
Random seed, 27, training time, 2565.1413683891296, optimization time, 0
Random seed, 47, training time, 2536.7511694431305, optimization time, 0
Random seed, 14, training time, 2659.8891825675964, optimization time, 0
Random seed, 38, training time, 2708.7766892910004, optimization time, 0
Random seed, 50, training time, 2573.444418668747, optimization time, 0
Random seed, 40, training time, 2747.3606445789337, optimization time, 0
Random seed, 18, training time, 2781.7405989170074, optimization time, 0
Random seed, 41, training time, 2764.2988154888153, optimization time, 0
Random seed, 8, training time, 2811.5850808620453, optimization time, 0
Random seed, 31, training time, 2818.8375618457794, optimization time, 0
Random seed, 25, training time, 2788.02929186821, optimization time, 0
Random seed, 3, training time, 2877.9300191402435, optimization time, 0
Random seed, 44, training time, 2824.65567278862, optimization time, 0
Random seed, 32, training time, 2891.118360519409, optimization time, 0
Random seed, 21, training time, 2987.3891983032227, optimization time, 0
Random seed, 4, training time, 2949.2615234851837, optimization time, 0
Random seed, 45, training time, 2934.6918709278107, optimization time, 0
Random seed, 30, training time, 3173.5745017528534, optimization time, 0
Random seed, 42, training time, 3092.6370017528534, optimization time, 0
Random seed, 11, training time, 3123.0620765686035, optimization time, 0
Random seed, 49, training time, 3026.6572337150574, optimization time, 0
Random seed, 29, training time, 3284.8002910614014, optimization time, 0
Random seed, 33, training time, 3322.8332324028015, optimization time, 0
Random seed, 15, training time, 3333.5723361968994, optimization time, 0
Random seed, 22, training time, 4090.832940340042, optimization time, 0
