Random seed, 39, training time, 1473.0212903022766, optimization time, 0
Random seed, 26, training time, 1486.1668820381165, optimization time, 0
Random seed, 12, training time, 1697.3348417282104, optimization time, 0
Random seed, 28, training time, 1812.257074356079, optimization time, 0
Random seed, 1, training time, 2069.126467227936, optimization time, 0
Random seed, 19, training time, 2065.9718046188354, optimization time, 0
Random seed, 9, training time, 2113.109557390213, optimization time, 0
Random seed, 10, training time, 2156.5585463047028, optimization time, 0
Random seed, 37, training time, 2147.709629535675, optimization time, 0
Random seed, 7, training time, 2136.816542863846, optimization time, 0
Random seed, 16, training time, 2194.8203716278076, optimization time, 0
Random seed, 17, training time, 2165.121916770935, optimization time, 0
Random seed, 5, training time, 2189.7302272319794, optimization time, 0
Random seed, 24, training time, 2218.168530225754, optimization time, 0
Random seed, 47, training time, 2284.989457130432, optimization time, 0
Random seed, 30, training time, 2279.5726656913757, optimization time, 0
Random seed, 43, training time, 2352.1924936771393, optimization time, 0
Random seed, 46, training time, 2443.969659090042, optimization time, 0
Random seed, 2, training time, 2368.0409603118896, optimization time, 0
Random seed, 36, training time, 2425.773916721344, optimization time, 0
Random seed, 6, training time, 2401.7300844192505, optimization time, 0
Random seed, 13, training time, 2373.6191759109497, optimization time, 0
Random seed, 20, training time, 2435.28084397316, optimization time, 0
Random seed, 50, training time, 2462.2729318141937, optimization time, 0
Random seed, 48, training time, 2455.133961200714, optimization time, 0
Random seed, 34, training time, 2502.6723136901855, optimization time, 0
Random seed, 23, training time, 2506.785822868347, optimization time, 0
Random seed, 35, training time, 2552.567701101303, optimization time, 0
Random seed, 38, training time, 2615.6157927513123, optimization time, 0
Random seed, 27, training time, 2621.2420330047607, optimization time, 0
Random seed, 3, training time, 2650.6854317188263, optimization time, 0
Random seed, 14, training time, 2693.5182728767395, optimization time, 0
Random seed, 8, training time, 2783.635390996933, optimization time, 0
Random seed, 40, training time, 2802.4023625850677, optimization time, 0
Random seed, 44, training time, 2775.266973733902, optimization time, 0
Random seed, 31, training time, 2777.8097462654114, optimization time, 0
Random seed, 41, training time, 2807.0524179935455, optimization time, 0
Random seed, 18, training time, 2882.2827920913696, optimization time, 0
Random seed, 4, training time, 2847.0602304935455, optimization time, 0
Random seed, 25, training time, 2857.331349134445, optimization time, 0
Random seed, 32, training time, 2949.8027567863464, optimization time, 0
Random seed, 42, training time, 2991.535514354706, optimization time, 0
Random seed, 29, training time, 3033.3881027698517, optimization time, 0
Random seed, 45, training time, 2994.8842689990997, optimization time, 0
Random seed, 21, training time, 3128.2763504981995, optimization time, 0
Random seed, 11, training time, 3162.2205691337585, optimization time, 0
Random seed, 49, training time, 3239.8891701698303, optimization time, 0
Random seed, 33, training time, 3293.385493040085, optimization time, 0
Random seed, 15, training time, 3256.753423690796, optimization time, 0
Random seed, 22, training time, 4230.263204574585, optimization time, 0
