Random seed, 8,training loss, 1.5491679736546107, training defu, -6.3282647132873535, training opt, -5.554748739515032, validating loss, 1.6178303718566895, validating defu, -6.237127208709717, validating opt, -5.364007568359375,testing loss, 1.4859557151794434, testing defu, -6.2199633598327635, testing opt, -5.580596446990967
Random seed, 2,training loss, 1.8904281752450125, training defu, -2.1387870652335033, training opt, -2.03287741456713, validating loss, 1.8432778358459472, validating defu, -2.150851821899414, validating opt, -2.030733013153076,testing loss, 1.8873291015625, testing defu, -2.11930627822876, testing opt, -2.0378973722457885
Random seed, 3,training loss, 1.6068156106131417, training defu, -5.62417620250157, training opt, -5.2053188051496235, validating loss, 1.6599566459655761, validating defu, -5.594438457489014, validating opt, -5.1806896209716795,testing loss, 1.7709832668304444, testing defu, -5.687277841567993, testing opt, -5.259846019744873
Random seed, 9,training loss, 2.0299881662641255, training defu, -4.733262647901262, training opt, -4.267937019893101, validating loss, 1.9580451011657716, validating defu, -4.907919788360596, validating opt, -4.325920867919922,testing loss, 1.992518949508667, testing defu, -4.7512349605560305, testing opt, -4.218779301643371
Random seed, 25,training loss, 0.7434857913425991, training defu, -4.4013295718601775, training opt, -3.8659981523241314, validating loss, 0.6876707553863526, validating defu, -4.246884965896607, validating opt, -3.649270009994507,testing loss, 0.7377444982528687, testing defu, -4.3133766651153564, testing opt, -3.736514186859131
Random seed, 4,training loss, 1.6794485637119838, training defu, -2.49194746698652, training opt, -2.445542212894985, validating loss, 1.8252467155456542, validating defu, -2.532154846191406, validating opt, -2.442524242401123,testing loss, 1.7083302974700927, testing defu, -2.4835704803466796, testing opt, -2.424410271644592
Random seed, 17,training loss, 1.3448880808694021, training defu, -4.5194510596139095, training opt, -3.9518530981881277, validating loss, 1.3679110527038574, validating defu, -4.57589693069458, validating opt, -4.071712636947632,testing loss, 1.2723682880401612, testing defu, -4.559376335144043, testing opt, -3.944074583053589
Random seed, 7,training loss, 1.4848959037235805, training defu, -5.459368324279785, training opt, -4.551165417262486, validating loss, 1.486783504486084, validating defu, -5.243644046783447, validating opt, -4.429339742660522,testing loss, 1.6473875045776367, testing defu, -5.624319839477539, testing opt, -4.499456763267517
Random seed, 24,training loss, 2.0782591206686836, training defu, -4.201166759218489, training opt, -3.4663662093026297, validating loss, 2.0229542732238768, validating defu, -4.187915515899658, validating opt, -3.3992634296417235,testing loss, 2.0368834495544434, testing defu, -4.193570828437805, testing opt, -3.504858636856079
Random seed, 13,training loss, 1.4537003789629255, training defu, -4.471263831002371, training opt, -3.8153795037950786, validating loss, 1.6187542915344237, validating defu, -4.391628789901733, validating opt, -3.7096292972564697,testing loss, 1.3714773654937744, testing defu, -4.518819093704224, testing opt, -3.8702141523361204
Random seed, 5,training loss, 1.6775471551077707, training defu, -5.3327648571559365, training opt, -4.619761616843087, validating loss, 1.6096815109252929, validating defu, -5.5815185546875, validating opt, -4.90171365737915,testing loss, 1.742608332633972, testing defu, -5.379337453842163, testing opt, -4.675697469711304
