Random seed, 7,training loss, 0.6465147290910993, training defu, -4.265388263974871, training opt, -3.904359013693673, validating loss, 0.6832018375396729, validating defu, -4.127943611145019, validating opt, -3.6735091686248778,testing loss, 0.6645233988761902, testing defu, -4.320402359962463, testing opt, -4.027465295791626
Random seed, 10,training loss, 0.5478643451418196, training defu, -4.227536678314209, training opt, -3.791391726902553, validating loss, 0.4790349960327148, validating defu, -4.114470100402832, validating opt, -3.7524149894714354,testing loss, 0.4775524616241455, testing defu, -4.15563850402832, testing opt, -3.8737809658050537
Random seed, 8,training loss, 0.31406419447490147, training defu, -1.6466670513153077, training opt, -1.561849638393947, validating loss, 0.4146581292152405, validating defu, -1.7083772420883179, validating opt, -1.6222984790802002,testing loss, 0.44003579020500183, testing defu, -1.6706008672714234, testing opt, -1.5039993405342102
Random seed, 4,training loss, 0.3958829505102975, training defu, -4.423863315582276, training opt, -3.9817580086844306, validating loss, 0.4268007516860962, validating defu, -4.5015462875366214, validating opt, -3.953482484817505,testing loss, 0.3580379247665405, testing defu, -4.417989587783813, testing opt, -4.078610348701477
Random seed, 13,training loss, 0.43374133110046387, training defu, -0.6156200792108263, training opt, -0.5515536163534437, validating loss, 0.3947864055633545, validating defu, -0.6063381671905518, validating opt, -0.5644801199436188,testing loss, 0.3713323473930359, testing defu, -0.6148715436458587, testing opt, -0.5825076639652252
Random seed, 6,training loss, 0.39185334954942974, training defu, -4.448969561713082, training opt, -3.9309288910457068, validating loss, 0.6403586864471436, validating defu, -4.7989476203918455, validating opt, -3.6657617568969725,testing loss, 0.49860085248947145, testing defu, -4.4853579044342045, testing opt, -3.917778968811035
Random seed, 9,training loss, 0.34788578578404017, training defu, -1.9002134834017073, training opt, -1.6933199286460876, validating loss, 0.4308398008346558, validating defu, -1.8086300849914552, validating opt, -1.552494215965271,testing loss, 0.543318796157837, testing defu, -1.9983006715774536, testing opt, -1.7435816526412964
Random seed, 11,training loss, 0.3681668588093349, training defu, -1.8116649116788592, training opt, -1.8311578580311367, validating loss, 0.4577534794807434, validating defu, -1.8076335430145263, validating opt, -1.869062328338623,testing loss, 0.4410324990749359, testing defu, -1.8661958932876588, testing opt, -1.9212594509124756
Random seed, 12,training loss, 0.4165792601449149, training defu, -4.7242722306932725, training opt, -4.1803154945373535, validating loss, 0.4186007261276245, validating defu, -4.689256858825684, validating opt, -4.182150936126709,testing loss, 0.5096189856529236, testing defu, -4.42172155380249, testing opt, -3.9637162685394287
Random seed, 14,training loss, 0.3668899689401899, training defu, -3.95843026297433, training opt, -3.6830813816615513, validating loss, 0.458850622177124, validating defu, -3.9442864894866942, validating opt, -3.59712176322937,testing loss, 0.4002697944641113, testing defu, -3.93651704788208, testing opt, -3.703857445716858
Random seed, 1,training loss, 0.3878687756402152, training defu, -1.4659278120313373, training opt, -1.45554769550051, validating loss, 0.40244035720825194, validating defu, -1.6305147647857665, validating opt, -1.3747101783752442,testing loss, 0.43794329166412355, testing defu, -1.6556848406791687, testing opt, -1.529539155960083
