Epoch, 8
Random seed, 0, forward time, 2.91019606590271, inference time, 44.08918857574463, qp time, 13.01154351234436, backward_time, 8.031033754348755
forward time,0,0,0.3708019256591797,0.38627004623413086,0.3382091522216797,0.35708165168762207,0.3569450378417969,0.36986494064331055,0.3462221622467041,0.38480114936828613
inference time,0,0,4.86871600151062,4.878737926483154,5.936155080795288,4.966164827346802,4.114128351211548,7.011843919754028,5.787570238113403,6.525872230529785
qp time,0,0,1.6742393970489502,1.6901345252990723,1.6384060382843018,1.609954833984375,1.5135314464569092,1.6298747062683105,1.6355626583099365,1.6198399066925049
backward time,0,0,1.1084187030792236,1.067115068435669,1.0187790393829346,0.9684977531433105,0.8601973056793213,0.971606969833374,1.0165579319000244,1.0198609828948975
