Random seed, 14
final loss, 1.9859772682189942, final defender utility, -1.0428893625736237
Random seed, 2
final loss, 1.7605894804000854, final defender utility, -2.8426699876785277
Random seed, 4
final loss, 3.9682236671447755, final defender utility, -0.982957249879837
Random seed, 16
final loss, 1.4864310503005982, final defender utility, -4.016152548789978
Random seed, 10
final loss, 4.683897876739502, final defender utility, -1.3307732701301576
Random seed, 6
final loss, 2.8080931901931763, final defender utility, -1.5998745083808898
Random seed, 20
final loss, 4.1378429412841795, final defender utility, -1.0783233761787414
Random seed, 9
final loss, 2.9186883687973024, final defender utility, -3.997877025604248
Random seed, 12
final loss, 2.760687732696533, final defender utility, -1.479570746421814
Random seed, 19
final loss, 2.6344600200653074, final defender utility, -1.5015127182006835
Random seed, 8
final loss, 3.5413258552551268, final defender utility, -1.3326485931873322
Random seed, 3
final loss, 2.8899195194244385, final defender utility, -1.471031379699707
Random seed, 7
final loss, 1.968223476409912, final defender utility, -2.369388961791992
Random seed, 11
final loss, 2.1424066543579103, final defender utility, -3.8384060621261598
Random seed, 17
final loss, 5.362444305419922, final defender utility, -3.1238681793212892
Random seed, 18
final loss, 3.09741849899292, final defender utility, -3.30707485973835
Random seed, 5
final loss, 1.2005763053894043, final defender utility, -4.39311900138855
Random seed, 1
final loss, 3.6067013502120973, final defender utility, -0.8102736055850983
Random seed, 15
final loss, 2.578769588470459, final defender utility, -0.7885452151298523
Random seed, 13
final loss, 3.43573796749115, final defender utility, -2.908477759361267
Random seed, 4
Random seed, 7
Random seed, 1
Random seed, 5
Random seed, 10
Random seed, 2
Random seed, 6
Random seed, 8
Random seed, 3
Random seed, 9
