Random seed, 6
Random seed, 24
Random seed, 12
Random seed, 4
Random seed, 10
Random seed, 13
Random seed, 18
Random seed, 20
Random seed, 17
Random seed, 1
Random seed, 8
Random seed, 22
Random seed, 5
Random seed, 2
final loss, 1.7736842036247253, final defender utility, -1.567626851797104
Random seed, 23
final loss, 1.8215746402740478, final defender utility, -2.022550791501999
Random seed, 28
final loss, 1.5562706351280213, final defender utility, -0.5672028541564942
Random seed, 3
final loss, 1.4818609178066253, final defender utility, -1.6152456879615784
Random seed, 26
final loss, 1.3163854420185088, final defender utility, -3.157350742816925
Random seed, 29
final loss, 1.1753825753927232, final defender utility, -2.9248343229293825
Random seed, 27
final loss, 1.3393433690071106, final defender utility, -2.09746168255806
Random seed, 15
final loss, 1.502139002084732, final defender utility, -1.7240434169769288
Random seed, 9
final loss, 1.6052119612693787, final defender utility, -2.5918448209762572
Random seed, 30
final loss, 0.9439092844724655, final defender utility, -3.9526108503341675
Random seed, 25
final loss, 1.1603100150823593, final defender utility, -2.284424418210983
Random seed, 21
final loss, 1.3930904865264893, final defender utility, -4.714564251899719
Random seed, 19
final loss, 1.7397230684757232, final defender utility, -1.8014928162097932
Random seed, 7
final loss, 1.1591076761484147, final defender utility, -3.782747495174408
Random seed, 14
final loss, 1.2049402952194215, final defender utility, -3.6635099053382874
Random seed, 16
final loss, 1.1749534010887146, final defender utility, -4.369547605514526
Random seed, 11
final loss, 1.635232424736023, final defender utility, -4.084501171112061
