Epoch, 6
Random seed, 0, forward time, 13669.086443185806, qp time, 1921.7528276443481, backward_time, 7038.70100569725
forward time,0,0,2036.9726445674896,2194.421615123749,2712.1554634571075,2377.5008504390717,2150.634307861328,2197.4015617370605
qp time,0,0,305.8506236076355,309.7860040664673,308.2816743850708,361.1438934803009,313.2045753002167,323.486056804657
backward time,0,0,1217.6445553302765,1185.3918001651764,1142.3445241451263,1183.5844070911407,1149.793445110321,1159.9422738552094
