Random seed, 13, training time, 4429.627148628235, optimization time, 0
Random seed, 15, training time, 4521.021721839905, optimization time, 0
Random seed, 2, training time, 4791.431606531143, optimization time, 0
Random seed, 49, training time, 4702.264853477478, optimization time, 0
Random seed, 10, training time, 4945.926762342453, optimization time, 0
Random seed, 8, training time, 4917.493535995483, optimization time, 0
Random seed, 48, training time, 4898.1556215286255, optimization time, 0
Random seed, 43, training time, 4905.53324174881, optimization time, 0
Random seed, 17, training time, 4963.2585508823395, optimization time, 0
Random seed, 3, training time, 5104.975801944733, optimization time, 0
Random seed, 34, training time, 4939.878527402878, optimization time, 0
Random seed, 47, training time, 5009.345008611679, optimization time, 0
Random seed, 21, training time, 5114.175220012665, optimization time, 0
Random seed, 36, training time, 4993.0984761714935, optimization time, 0
Random seed, 4, training time, 5108.88084602356, optimization time, 0
Random seed, 22, training time, 5114.435948133469, optimization time, 0
Random seed, 33, training time, 5045.72012257576, optimization time, 0
Random seed, 50, training time, 5126.913090467453, optimization time, 0
Random seed, 5, training time, 5212.779324769974, optimization time, 0
Random seed, 6, training time, 5246.327982187271, optimization time, 0
Random seed, 39, training time, 5251.493487358093, optimization time, 0
Random seed, 24, training time, 5231.739079236984, optimization time, 0
Random seed, 41, training time, 5213.555896759033, optimization time, 0
Random seed, 32, training time, 5304.789525270462, optimization time, 0
Random seed, 23, training time, 5407.051690578461, optimization time, 0
Random seed, 20, training time, 5448.306517124176, optimization time, 0
Random seed, 9, training time, 5474.1048464775085, optimization time, 0
Random seed, 37, training time, 5418.552510023117, optimization time, 0
Random seed, 45, training time, 5401.15930390358, optimization time, 0
Random seed, 14, training time, 5489.903497219086, optimization time, 0
Random seed, 25, training time, 5520.052351474762, optimization time, 0
Random seed, 27, training time, 5613.580281734467, optimization time, 0
Random seed, 30, training time, 5695.171507835388, optimization time, 0
Random seed, 38, training time, 5631.662677049637, optimization time, 0
Random seed, 12, training time, 5703.757586240768, optimization time, 0
Random seed, 7, training time, 5768.885073661804, optimization time, 0
Random seed, 1, training time, 5826.356143474579, optimization time, 0
Random seed, 42, training time, 5733.059102535248, optimization time, 0
Random seed, 26, training time, 5804.7371690273285, optimization time, 0
Random seed, 44, training time, 5816.093887090683, optimization time, 0
Random seed, 11, training time, 5836.851219177246, optimization time, 0
Random seed, 16, training time, 5834.734956264496, optimization time, 0
Random seed, 46, training time, 5810.4914627075195, optimization time, 0
Random seed, 19, training time, 5929.982316493988, optimization time, 0
Random seed, 18, training time, 5967.902325391769, optimization time, 0
Random seed, 40, training time, 5966.33673620224, optimization time, 0
Random seed, 31, training time, 6392.874093532562, optimization time, 0
Random seed, 35, training time, 6411.132142066956, optimization time, 0
Random seed, 29, training time, 6525.276174545288, optimization time, 0
Random seed, 28, training time, 7978.932156085968, optimization time, 0
