Random seed, 36, training time, 1699.8577136993408, optimization time, 0
Random seed, 24, training time, 1743.0421736240387, optimization time, 0
Random seed, 34, training time, 1802.7264151573181, optimization time, 0
Random seed, 6, training time, 1822.8729100227356, optimization time, 0
Random seed, 27, training time, 1833.1680345535278, optimization time, 0
Random seed, 2, training time, 1965.113576412201, optimization time, 0
Random seed, 37, training time, 1944.6207957267761, optimization time, 0
Random seed, 41, training time, 1896.7018270492554, optimization time, 0
Random seed, 3, training time, 2100.2137837409973, optimization time, 0
Random seed, 15, training time, 2205.840538263321, optimization time, 0
Random seed, 43, training time, 2136.8800365924835, optimization time, 0
Random seed, 17, training time, 2168.4870643615723, optimization time, 0
Random seed, 5, training time, 2226.321980714798, optimization time, 0
Random seed, 30, training time, 2285.853091478348, optimization time, 0
Random seed, 13, training time, 2316.8046867847443, optimization time, 0
Random seed, 35, training time, 2270.951008081436, optimization time, 0
Random seed, 4, training time, 2347.486658811569, optimization time, 0
Random seed, 50, training time, 2282.59331035614, optimization time, 0
Random seed, 42, training time, 2324.708213329315, optimization time, 0
Random seed, 14, training time, 2609.9944422245026, optimization time, 0
Random seed, 26, training time, 2590.998363494873, optimization time, 0
Random seed, 11, training time, 2629.9140667915344, optimization time, 0
Random seed, 33, training time, 2648.5273098945618, optimization time, 0
Random seed, 22, training time, 2643.45134806633, optimization time, 0
Random seed, 47, training time, 2655.2569465637207, optimization time, 0
Random seed, 10, training time, 2756.3816237449646, optimization time, 0
Random seed, 49, training time, 2748.2523090839386, optimization time, 0
Random seed, 18, training time, 2863.7070462703705, optimization time, 0
Random seed, 45, training time, 2859.2227725982666, optimization time, 0
Random seed, 20, training time, 3013.42453289032, optimization time, 0
Random seed, 25, training time, 3028.613234758377, optimization time, 0
Random seed, 21, training time, 3046.741816520691, optimization time, 0
Random seed, 29, training time, 3160.9207785129547, optimization time, 0
Random seed, 32, training time, 3172.1092348098755, optimization time, 0
Random seed, 19, training time, 3179.309050321579, optimization time, 0
Random seed, 46, training time, 3142.3695497512817, optimization time, 0
Random seed, 31, training time, 3238.7961041927338, optimization time, 0
Random seed, 23, training time, 3342.1290497779846, optimization time, 0
Random seed, 39, training time, 3388.451754808426, optimization time, 0
Random seed, 44, training time, 3348.130239725113, optimization time, 0
Random seed, 38, training time, 3485.6722843647003, optimization time, 0
Random seed, 9, training time, 3524.565702676773, optimization time, 0
Random seed, 12, training time, 3594.055839538574, optimization time, 0
Random seed, 16, training time, 3920.9887356758118, optimization time, 0
Random seed, 40, training time, 3934.1827416419983, optimization time, 0
Random seed, 8, training time, 4178.0042552948, optimization time, 0
Random seed, 1, training time, 4303.788907289505, optimization time, 0
Random seed, 48, training time, 4257.785403966904, optimization time, 0
Random seed, 7, training time, 4474.026043653488, optimization time, 0
Random seed, 28, training time, 4552.936383962631, optimization time, 0
