Random seed, 13, training time, 18683.746678113937, optimization time, 0
Random seed, 11, training time, 19463.08794569969, optimization time, 0
Random seed, 10, training time, 19950.466357707977, optimization time, 0
Random seed, 14, training time, 19949.939298391342, optimization time, 0
Random seed, 43, training time, 19802.411731243134, optimization time, 0
Random seed, 35, training time, 19947.902352571487, optimization time, 0
Random seed, 50, training time, 20054.361323833466, optimization time, 0
Random seed, 9, training time, 20272.32994747162, optimization time, 0
Random seed, 2, training time, 20179.640731334686, optimization time, 0
Random seed, 36, training time, 20367.745878219604, optimization time, 0
Random seed, 5, training time, 20377.83201766014, optimization time, 0
Random seed, 6, training time, 20490.466140031815, optimization time, 0
Random seed, 8, training time, 20512.239765167236, optimization time, 0
Random seed, 33, training time, 20432.615962982178, optimization time, 0
Random seed, 32, training time, 21128.56887769699, optimization time, 0
Random seed, 4, training time, 21270.89114356041, optimization time, 0
Random seed, 28, training time, 21274.777602910995, optimization time, 0
Random seed, 38, training time, 21386.009253501892, optimization time, 0
Random seed, 25, training time, 21122.870471715927, optimization time, 0
Random seed, 34, training time, 21213.35162782669, optimization time, 0
Random seed, 23, training time, 21350.63681578636, optimization time, 0
Random seed, 21, training time, 21554.40156173706, optimization time, 0
Random seed, 46, training time, 21668.55130457878, optimization time, 0
Random seed, 30, training time, 22027.04818725586, optimization time, 0
Random seed, 16, training time, 22060.22882080078, optimization time, 0
Random seed, 42, training time, 21938.210313796997, optimization time, 0
Random seed, 22, training time, 21874.202855587006, optimization time, 0
Random seed, 31, training time, 21995.708216190338, optimization time, 0
Random seed, 37, training time, 22206.290477752686, optimization time, 0
Random seed, 47, training time, 22224.916447877884, optimization time, 0
Random seed, 49, training time, 22008.847498178482, optimization time, 0
Random seed, 20, training time, 22243.957312345505, optimization time, 0
Random seed, 40, training time, 22017.016585350037, optimization time, 0
Random seed, 3, training time, 22329.166254520416, optimization time, 0
Random seed, 48, training time, 22343.992388010025, optimization time, 0
Random seed, 26, training time, 22201.16003370285, optimization time, 0
Random seed, 7, training time, 22587.323530435562, optimization time, 0
Random seed, 39, training time, 22516.750027418137, optimization time, 0
Random seed, 18, training time, 22348.393007278442, optimization time, 0
Random seed, 27, training time, 22243.376158475876, optimization time, 0
Random seed, 44, training time, 22696.70047736168, optimization time, 0
Random seed, 41, training time, 23176.335945129395, optimization time, 0
Random seed, 12, training time, 23547.506108522415, optimization time, 0
Random seed, 29, training time, 23462.209764003754, optimization time, 0
Random seed, 1, training time, 23920.516547441483, optimization time, 0
Random seed, 19, training time, 24180.353461503983, optimization time, 0
Random seed, 17, training time, 24724.363093852997, optimization time, 0
Random seed, 24, training time, 25328.19229054451, optimization time, 0
Random seed, 45, training time, 29182.127171993256, optimization time, 0
