Random seed, 9
Random seed, 3
Random seed, 8
Random seed, 10
Random seed, 1
nodes, 20.0, edges, 27.0, epochs, 100, time, 1333.006404876709
Random seed, 4
nodes, 20.0, edges, 33.0, epochs, 100, time, 1920.5282866954803
Random seed, 5
nodes, 20.0, edges, 39.0, epochs, 100, time, 2057.616958618164
Random seed, 6
nodes, 20.0, edges, 33.0, epochs, 100, time, 2203.997115135193
Random seed, 7
nodes, 20.0, edges, 38.0, epochs, 100, time, 2352.3222332000732
Random seed, 2
nodes, 20.0, edges, 34.0, epochs, 100, time, 3847.2201476097107
