Random seed, 31
nodes, 40.0, edges, 83.0, epochs, 100, time, 3396.505609512329
Random seed, 48
nodes, 40.0, edges, 81.0, epochs, 100, time, 3512.656653404236
Random seed, 49
nodes, 40.0, edges, 77.0, epochs, 100, time, 3613.2199478149414
Random seed, 36
nodes, 40.0, edges, 71.0, epochs, 100, time, 3648.7762525081635
Random seed, 17
nodes, 40.0, edges, 88.0, epochs, 100, time, 3799.5710225105286
Random seed, 14
nodes, 40.0, edges, 75.0, epochs, 100, time, 3848.3024158477783
Random seed, 28
nodes, 40.0, edges, 76.0, epochs, 100, time, 3852.031568288803
Random seed, 9
nodes, 40.0, edges, 81.0, epochs, 100, time, 3883.3441042900085
Random seed, 27
nodes, 40.0, edges, 79.0, epochs, 100, time, 3884.912132024765
Random seed, 44
nodes, 40.0, edges, 80.0, epochs, 100, time, 3932.6309444904327
Random seed, 2
nodes, 40.0, edges, 87.0, epochs, 100, time, 4074.418561220169
Random seed, 32
nodes, 40.0, edges, 75.0, epochs, 100, time, 3992.4733669757843
Random seed, 11
nodes, 40.0, edges, 82.0, epochs, 100, time, 4045.9967811107635
Random seed, 3
nodes, 40.0, edges, 73.0, epochs, 100, time, 4043.742510318756
Random seed, 16
nodes, 40.0, edges, 85.0, epochs, 100, time, 4089.6349868774414
Random seed, 45
nodes, 40.0, edges, 81.0, epochs, 100, time, 4156.3674421310425
Random seed, 15
nodes, 40.0, edges, 74.0, epochs, 100, time, 4234.888291835785
Random seed, 20
nodes, 40.0, edges, 85.0, epochs, 100, time, 4219.746155977249
Random seed, 34
nodes, 40.0, edges, 78.0, epochs, 100, time, 4087.8239135742188
Random seed, 46
nodes, 40.0, edges, 87.0, epochs, 100, time, 4214.925977468491
Random seed, 7
nodes, 40.0, edges, 86.0, epochs, 100, time, 4419.398386955261
Random seed, 5
nodes, 40.0, edges, 91.0, epochs, 100, time, 4346.469343662262
Random seed, 13
nodes, 40.0, edges, 88.0, epochs, 100, time, 4335.972408056259
Random seed, 33
nodes, 40.0, edges, 89.0, epochs, 100, time, 4417.05145573616
Random seed, 24
nodes, 40.0, edges, 78.0, epochs, 100, time, 4477.246289014816
Random seed, 4
nodes, 40.0, edges, 87.0, epochs, 100, time, 4462.621021032333
Random seed, 37
nodes, 40.0, edges, 81.0, epochs, 100, time, 4390.613609552383
Random seed, 29
nodes, 40.0, edges, 90.0, epochs, 100, time, 4436.507531642914
Random seed, 25
nodes, 40.0, edges, 85.0, epochs, 100, time, 4603.120048999786
Random seed, 38
nodes, 40.0, edges, 82.0, epochs, 100, time, 4530.399049758911
Random seed, 26
nodes, 40.0, edges, 83.0, epochs, 100, time, 4791.7206156253815
Random seed, 6
nodes, 40.0, edges, 80.0, epochs, 100, time, 4901.623173713684
Random seed, 22
nodes, 40.0, edges, 97.0, epochs, 100, time, 4866.918139696121
Random seed, 18
nodes, 40.0, edges, 94.0, epochs, 100, time, 4909.869161367416
Random seed, 42
nodes, 40.0, edges, 97.0, epochs, 100, time, 4930.443420171738
Random seed, 47
nodes, 40.0, edges, 101.0, epochs, 100, time, 4997.713388442993
Random seed, 35
nodes, 40.0, edges, 92.0, epochs, 100, time, 5071.01177239418
Random seed, 8
nodes, 40.0, edges, 95.0, epochs, 100, time, 5155.249270915985
Random seed, 23
nodes, 40.0, edges, 91.0, epochs, 100, time, 5205.849031448364
Random seed, 12
nodes, 40.0, edges, 104.0, epochs, 100, time, 5321.046373605728
Random seed, 21
nodes, 40.0, edges, 94.0, epochs, 100, time, 5179.37664604187
Random seed, 1
nodes, 40.0, edges, 91.0, epochs, 100, time, 5276.55401802063
Random seed, 10
nodes, 40.0, edges, 106.0, epochs, 100, time, 5478.844882249832
Random seed, 40
nodes, 40.0, edges, 110.0, epochs, 100, time, 5378.495787143707
Random seed, 50
nodes, 40.0, edges, 97.0, epochs, 100, time, 5233.034425497055
Random seed, 43
nodes, 40.0, edges, 92.0, epochs, 100, time, 5336.141854286194
Random seed, 41
nodes, 40.0, edges, 86.0, epochs, 100, time, 5462.407531261444
Random seed, 30
nodes, 40.0, edges, 97.0, epochs, 100, time, 5705.510574579239
Random seed, 19
nodes, 40.0, edges, 103.0, epochs, 100, time, 5910.790182590485
Random seed, 39
nodes, 40.0, edges, 102.0, epochs, 100, time, 5718.884229898453
