Random seed, 11, training time, 10625.939420461655, optimization time, 0
Random seed, 50, training time, 11634.111550092697, optimization time, 0
Random seed, 27, training time, 11719.3281686306, optimization time, 0
Random seed, 10, training time, 11976.318914175034, optimization time, 0
Random seed, 16, training time, 12220.975313425064, optimization time, 0
Random seed, 25, training time, 12342.531144857407, optimization time, 0
Random seed, 26, training time, 12570.074432849884, optimization time, 0
Random seed, 23, training time, 12778.807833909988, optimization time, 0
Random seed, 46, training time, 12708.14495420456, optimization time, 0
Random seed, 37, training time, 12639.982069253922, optimization time, 0
Random seed, 9, training time, 12923.484989643097, optimization time, 0
Random seed, 48, training time, 12964.936095237732, optimization time, 0
Random seed, 18, training time, 13027.772065401077, optimization time, 0
Random seed, 36, training time, 12751.576536655426, optimization time, 0
Random seed, 22, training time, 12826.850992202759, optimization time, 0
Random seed, 28, training time, 13081.088390111923, optimization time, 0
Random seed, 1, training time, 13160.066540002823, optimization time, 0
Random seed, 34, training time, 13058.43955373764, optimization time, 0
Random seed, 2, training time, 13206.042163133621, optimization time, 0
Random seed, 3, training time, 13183.825575113297, optimization time, 0
Random seed, 6, training time, 12920.577034711838, optimization time, 0
Random seed, 8, training time, 13067.066650390625, optimization time, 0
Random seed, 49, training time, 13217.990671873093, optimization time, 0
Random seed, 15, training time, 13320.95055937767, optimization time, 0
Random seed, 14, training time, 13266.978679418564, optimization time, 0
Random seed, 41, training time, 13388.925443172455, optimization time, 0
Random seed, 7, training time, 13505.983330726624, optimization time, 0
Random seed, 45, training time, 13423.555051803589, optimization time, 0
Random seed, 40, training time, 13236.7079205513, optimization time, 0
Random seed, 19, training time, 13502.603390455246, optimization time, 0
Random seed, 13, training time, 13352.374040603638, optimization time, 0
Random seed, 21, training time, 13627.369228839874, optimization time, 0
Random seed, 33, training time, 13643.668393850327, optimization time, 0
Random seed, 44, training time, 13911.56902551651, optimization time, 0
Random seed, 31, training time, 14100.167818307877, optimization time, 0
Random seed, 35, training time, 14105.773928642273, optimization time, 0
Random seed, 4, training time, 14146.60868525505, optimization time, 0
Random seed, 17, training time, 14098.328027248383, optimization time, 0
Random seed, 47, training time, 14232.10309934616, optimization time, 0
Random seed, 39, training time, 14367.972650289536, optimization time, 0
Random seed, 20, training time, 14493.693793773651, optimization time, 0
Random seed, 24, training time, 14789.31988286972, optimization time, 0
Random seed, 38, training time, 14666.100402832031, optimization time, 0
Random seed, 42, training time, 14761.382463216782, optimization time, 0
Random seed, 29, training time, 14829.392092227936, optimization time, 0
Random seed, 12, training time, 15061.108824968338, optimization time, 0
Random seed, 5, training time, 15266.733814239502, optimization time, 0
Random seed, 32, training time, 16196.141287326813, optimization time, 0
