Random seed, 17, training time, 6365.1962468624115
Random seed, 42, training time, 6397.841803073883
Random seed, 10, training time, 6756.636294841766
Random seed, 25, training time, 6979.391818284988
Random seed, 21, training time, 7267.807557106018
Random seed, 2, training time, 7736.619233608246
Random seed, 4, training time, 7887.002422094345
Random seed, 11, training time, 8040.666811466217
Random seed, 47, training time, 8055.4504935741425
Random seed, 38, training time, 8032.650053501129
Random seed, 13, training time, 8039.457852840424
Random seed, 48, training time, 8262.572430372238
Random seed, 31, training time, 8235.196684360504
Random seed, 34, training time, 8266.524556159973
Random seed, 36, training time, 8423.776561498642
Random seed, 33, training time, 8403.753194570541
Random seed, 29, training time, 8730.536127567291
Random seed, 24, training time, 8761.730671405792
Random seed, 7, training time, 8814.023712873459
Random seed, 3, training time, 8840.318338155746
Random seed, 8, training time, 9219.54179406166
Random seed, 26, training time, 8961.43453836441
Random seed, 43, training time, 9343.6882750988
Random seed, 30, training time, 9200.71670293808
Random seed, 6, training time, 9461.03752374649
Random seed, 32, training time, 9192.933574199677
Random seed, 44, training time, 9362.000196933746
Random seed, 46, training time, 9417.322620868683
Random seed, 35, training time, 9500.32453417778
Random seed, 37, training time, 9563.732538938522
Random seed, 19, training time, 9616.196662664413
Random seed, 1, training time, 9637.169921875
Random seed, 49, training time, 9780.942694664001
Random seed, 28, training time, 9770.369097471237
Random seed, 50, training time, 10069.079731702805
Random seed, 45, training time, 9879.050083398819
Random seed, 20, training time, 9996.066127061844
Random seed, 22, training time, 10010.986267089844
Random seed, 27, training time, 10352.561872005463
Random seed, 9, training time, 10433.573837041855
Random seed, 41, training time, 10229.405486822128
Random seed, 18, training time, 10690.705381393433
Random seed, 5, training time, 10937.469756364822
Random seed, 40, training time, 10615.004600286484
Random seed, 23, training time, 10814.917645692825
Random seed, 14, training time, 11353.578196525574
Random seed, 15, training time, 11824.828706264496
Random seed, 12, training time, 12693.361803531647
Random seed, 39, training time, 12704.838114261627
Random seed, 16, training time, 13870.51994895935
