Random seed, 36, training time, 8614.131751775742, optimization time, 0
Random seed, 10, training time, 12213.672700881958, optimization time, 0
Random seed, 9, training time, 13319.603601932526, optimization time, 0
Random seed, 43, training time, 13301.855207204819, optimization time, 0
Random seed, 17, training time, 13990.060524225235, optimization time, 0
Random seed, 26, training time, 14213.13840842247, optimization time, 0
Random seed, 6, training time, 14371.697228431702, optimization time, 0
Random seed, 45, training time, 14863.012750148773, optimization time, 0
Random seed, 13, training time, 16449.503730773926, optimization time, 0
Random seed, 15, training time, 16893.745698213577, optimization time, 0
Random seed, 35, training time, 16972.25881409645, optimization time, 0
Random seed, 34, training time, 17405.882917642593, optimization time, 0
Random seed, 41, training time, 17688.415473222733, optimization time, 0
Random seed, 49, training time, 17989.57000899315, optimization time, 0
Random seed, 24, training time, 18732.88538622856, optimization time, 0
Random seed, 47, training time, 19101.910581111908, optimization time, 0
Random seed, 5, training time, 19515.89077448845, optimization time, 0
Random seed, 37, training time, 19863.30878019333, optimization time, 0
Random seed, 14, training time, 20509.18746328354, optimization time, 0
Random seed, 39, training time, 20479.603511810303, optimization time, 0
Random seed, 21, training time, 20543.437547683716, optimization time, 0
Random seed, 31, training time, 21217.650953769684, optimization time, 0
Random seed, 42, training time, 21152.015948295593, optimization time, 0
Random seed, 8, training time, 21350.813861370087, optimization time, 0
Random seed, 25, training time, 21531.55389523506, optimization time, 0
Random seed, 27, training time, 21646.98215699196, optimization time, 0
Random seed, 3, training time, 21873.52991080284, optimization time, 0
Random seed, 19, training time, 21816.653107643127, optimization time, 0
Random seed, 38, training time, 21840.64668059349, optimization time, 0
Random seed, 12, training time, 21990.830452919006, optimization time, 0
Random seed, 4, training time, 22147.4371342659, optimization time, 0
Random seed, 23, training time, 22170.27697277069, optimization time, 0
Random seed, 32, training time, 22284.773690462112, optimization time, 0
Random seed, 18, training time, 22214.955632209778, optimization time, 0
Random seed, 50, training time, 22579.98022222519, optimization time, 0
Random seed, 7, training time, 22818.39789056778, optimization time, 0
Random seed, 40, training time, 23370.943004369736, optimization time, 0
Random seed, 1, training time, 24299.178368091583, optimization time, 0
Random seed, 22, training time, 24170.34198617935, optimization time, 0
Random seed, 2, training time, 24821.092970371246, optimization time, 0
Random seed, 44, training time, 25839.957101106644, optimization time, 0
Random seed, 28, training time, 25763.01162672043, optimization time, 0
Random seed, 33, training time, 26753.712460279465, optimization time, 0
Random seed, 30, training time, 27353.56080889702, optimization time, 0
Random seed, 48, training time, 28727.099912166595, optimization time, 0
Random seed, 11, training time, 29854.605857610703, optimization time, 0
Random seed, 46, training time, 29767.361039876938, optimization time, 0
Random seed, 20, training time, 30943.34693670273, optimization time, 0
Random seed, 16, training time, 31295.978662490845, optimization time, 0
Random seed, 29, training time, 32408.557296276093, optimization time, 0
