Random seed, 5, training time, 70.12579488754272, optimization time, 1236.7398657798767
Random seed, 34, training time, 77.74515700340271, optimization time, 1190.1141011714935
Random seed, 36, training time, 63.65931987762451, optimization time, 1218.5850067138672
Random seed, 13, training time, 61.10470414161682, optimization time, 1248.174545764923
Random seed, 17, training time, 58.22819232940674, optimization time, 1263.6233999729156
Random seed, 2, training time, 70.01935291290283, optimization time, 1302.159924030304
Random seed, 15, training time, 71.68451929092407, optimization time, 1285.430922985077
Random seed, 18, training time, 73.64458084106445, optimization time, 1324.354342699051
Random seed, 43, training time, 59.77367901802063, optimization time, 1316.98388671875
Random seed, 37, training time, 66.46607971191406, optimization time, 1312.2063789367676
Random seed, 33, training time, 66.26649141311646, optimization time, 1358.2158184051514
Random seed, 27, training time, 68.02714276313782, optimization time, 1353.3659031391144
Random seed, 3, training time, 67.32932376861572, optimization time, 1405.5641219615936
Random seed, 49, training time, 69.2843770980835, optimization time, 1326.2055020332336
Random seed, 4, training time, 67.49977827072144, optimization time, 1408.889258146286
Random seed, 19, training time, 69.408695936203, optimization time, 1403.4061698913574
Random seed, 44, training time, 70.7351348400116, optimization time, 1378.3782815933228
Random seed, 24, training time, 74.1532130241394, optimization time, 1392.3740854263306
Random seed, 9, training time, 65.70740365982056, optimization time, 1448.3297374248505
Random seed, 42, training time, 65.64906358718872, optimization time, 1376.5458953380585
Random seed, 26, training time, 61.91611170768738, optimization time, 1423.7147145271301
Random seed, 38, training time, 61.863789796829224, optimization time, 1413.0472445487976
Random seed, 41, training time, 71.65183544158936, optimization time, 1397.6528151035309
Random seed, 22, training time, 65.55599308013916, optimization time, 1475.1664385795593
Random seed, 39, training time, 74.9977753162384, optimization time, 1501.4271349906921
Random seed, 20, training time, 63.103421211242676, optimization time, 1524.1606640815735
Random seed, 21, training time, 62.852200746536255, optimization time, 1516.4543659687042
Random seed, 28, training time, 72.47308611869812, optimization time, 1510.0351748466492
Random seed, 32, training time, 82.97275948524475, optimization time, 1493.598256111145
Random seed, 30, training time, 71.80881381034851, optimization time, 1545.4919431209564
Random seed, 14, training time, 77.75675988197327, optimization time, 1547.0934557914734
Random seed, 45, training time, 66.91920137405396, optimization time, 1514.6495788097382
Random seed, 7, training time, 70.74683499336243, optimization time, 1577.7342383861542
Random seed, 23, training time, 67.20202946662903, optimization time, 1561.7302095890045
Random seed, 10, training time, 66.88697814941406, optimization time, 1581.51451253891
Random seed, 50, training time, 76.7060489654541, optimization time, 1540.1975343227386
Random seed, 46, training time, 84.21507096290588, optimization time, 1571.4471156597137
Random seed, 12, training time, 68.56970477104187, optimization time, 1599.015593290329
Random seed, 48, training time, 85.32479429244995, optimization time, 1604.8922002315521
Random seed, 11, training time, 72.31926989555359, optimization time, 1656.0752832889557
Random seed, 31, training time, 69.4449872970581, optimization time, 1649.4911139011383
Random seed, 8, training time, 77.08136463165283, optimization time, 1688.768637418747
Random seed, 29, training time, 75.90645956993103, optimization time, 1723.1110775470734
Random seed, 35, training time, 76.56736278533936, optimization time, 1694.7032861709595
Random seed, 6, training time, 71.29004883766174, optimization time, 1786.8950266838074
Random seed, 25, training time, 74.84157037734985, optimization time, 1762.0800461769104
Random seed, 40, training time, 75.55982065200806, optimization time, 1746.0815606117249
Random seed, 16, training time, 62.73066067695618, optimization time, 1865.5759634971619
Random seed, 1, training time, 67.88615393638611, optimization time, 2008.9529740810394
Random seed, 47, training time, 115.55692291259766, optimization time, 2382.4240987300873
