Random seed, 49, training time, 42142.074647426605, optimization time, 0
Random seed, 34, training time, 96232.0837085247, optimization time, 0
Random seed, 32, training time, 96906.0971288681, optimization time, 0
Random seed, 48, training time, 97792.90745139122, optimization time, 0
Random seed, 41, training time, 100490.83467388153, optimization time, 0
Random seed, 6, training time, 103690.57031202316, optimization time, 0
Random seed, 25, training time, 103739.14205265045, optimization time, 0
Random seed, 5, training time, 104083.88626027107, optimization time, 0
Random seed, 4, training time, 104312.04230117798, optimization time, 0
Random seed, 9, training time, 104406.56493639946, optimization time, 0
Random seed, 36, training time, 104678.53155183792, optimization time, 0
Random seed, 8, training time, 105308.98107028008, optimization time, 0
Random seed, 38, training time, 106317.27610898018, optimization time, 0
Random seed, 45, training time, 107286.08805084229, optimization time, 0
Random seed, 47, training time, 110910.71152925491, optimization time, 0
Random seed, 26, training time, 111497.21265292168, optimization time, 0
Random seed, 33, training time, 111981.66568470001, optimization time, 0
Random seed, 39, training time, 112938.2097067833, optimization time, 0
Random seed, 2, training time, 113278.9615073204, optimization time, 0
Random seed, 10, training time, 113504.62586855888, optimization time, 0
Random seed, 24, training time, 115810.20196771622, optimization time, 0
Random seed, 50, training time, 117068.66257357597, optimization time, 0
Random seed, 27, training time, 116886.09527349472, optimization time, 0
Random seed, 40, training time, 117019.75350928307, optimization time, 0
Random seed, 37, training time, 117449.22437787056, optimization time, 0
Random seed, 23, training time, 119657.15430235863, optimization time, 0
Random seed, 22, training time, 122934.21516537666, optimization time, 0
Random seed, 43, training time, 128588.76987862587, optimization time, 0
Random seed, 30, training time, 129789.86672592163, optimization time, 0
Random seed, 20, training time, 129990.93039512634, optimization time, 0
Random seed, 3, training time, 130955.29425907135, optimization time, 0
