Random seed, 13, training time, 173.8141734600067, optimization time, 5916.659871101379
Random seed, 11, training time, 179.07475471496582, optimization time, 6411.594345808029
Random seed, 35, training time, 168.24991178512573, optimization time, 6416.702749490738
Random seed, 9, training time, 152.678129196167, optimization time, 6655.6890959739685
Random seed, 50, training time, 173.8637557029724, optimization time, 6592.891937971115
Random seed, 14, training time, 158.50546288490295, optimization time, 6729.607887029648
Random seed, 38, training time, 161.40072965621948, optimization time, 6623.744699716568
Random seed, 36, training time, 168.42730498313904, optimization time, 6817.901194095612
Random seed, 10, training time, 139.22151565551758, optimization time, 6875.985419511795
Random seed, 43, training time, 152.18864941596985, optimization time, 6861.76704120636
Random seed, 6, training time, 146.13430166244507, optimization time, 7019.122494697571
Random seed, 32, training time, 162.19564199447632, optimization time, 6990.329107046127
Random seed, 21, training time, 136.69688320159912, optimization time, 7177.340642213821
Random seed, 22, training time, 138.59757590293884, optimization time, 7325.366282701492
Random seed, 37, training time, 110.20045447349548, optimization time, 7322.43640422821
Random seed, 2, training time, 140.6109743118286, optimization time, 7389.50341296196
Random seed, 5, training time, 149.78926420211792, optimization time, 7449.437567949295
Random seed, 20, training time, 153.68694305419922, optimization time, 7538.263513803482
Random seed, 30, training time, 180.6752541065216, optimization time, 7534.5847427845
Random seed, 33, training time, 147.11060214042664, optimization time, 7586.216873168945
Random seed, 48, training time, 177.5434012413025, optimization time, 7541.318583250046
Random seed, 8, training time, 153.48419976234436, optimization time, 7625.476745128632
Random seed, 4, training time, 146.81580638885498, optimization time, 7668.6703934669495
Random seed, 31, training time, 143.7045509815216, optimization time, 7652.60114979744
Random seed, 23, training time, 141.02983164787292, optimization time, 7659.9057495594025
Random seed, 16, training time, 149.88918709754944, optimization time, 7812.270205259323
Random seed, 34, training time, 151.69607949256897, optimization time, 7781.452822685242
Random seed, 39, training time, 172.9604787826538, optimization time, 7775.639981031418
Random seed, 15, training time, 149.97294640541077, optimization time, 7973.5799062252045
Random seed, 47, training time, 158.84789443016052, optimization time, 7929.497094631195
Random seed, 25, training time, 137.99637007713318, optimization time, 7947.2085745334625
Random seed, 49, training time, 133.77743005752563, optimization time, 7936.780416250229
Random seed, 42, training time, 156.9006757736206, optimization time, 7887.311167478561
Random seed, 40, training time, 178.91055512428284, optimization time, 8014.463822126389
Random seed, 27, training time, 132.51873803138733, optimization time, 8072.714529037476
Random seed, 28, training time, 169.9446496963501, optimization time, 8109.4132034778595
Random seed, 41, training time, 161.47804713249207, optimization time, 8114.669923782349
Random seed, 18, training time, 132.40740585327148, optimization time, 8287.63297533989
Random seed, 46, training time, 152.7758321762085, optimization time, 8280.625527381897
Random seed, 3, training time, 164.2538549900055, optimization time, 8373.892416238785
Random seed, 7, training time, 165.6504635810852, optimization time, 8226.501271486282
Random seed, 44, training time, 169.9190866947174, optimization time, 8574.421439647675
Random seed, 45, training time, 158.4606420993805, optimization time, 8661.176277160645
Random seed, 1, training time, 165.47562885284424, optimization time, 9019.958571434021
Random seed, 26, training time, 179.41040778160095, optimization time, 9325.807558774948
Random seed, 29, training time, 132.33393168449402, optimization time, 9343.178601026535
Random seed, 17, training time, 147.48085260391235, optimization time, 9398.240071296692
Random seed, 24, training time, 149.95317840576172, optimization time, 9402.16778922081
Random seed, 12, training time, 155.047993183136, optimization time, 9607.972063541412
Random seed, 19, training time, 161.81573224067688, optimization time, 10030.81096959114
