Random seed, 9, forward time, 1890.4964895248413, qp time, 115.56919145584106, backward_time, 63.840970277786255
Random seed, 7, forward time, 1911.0939934253693, qp time, 123.74633526802063, backward_time, 46.17232871055603
Random seed, 2, forward time, 1831.5293669700623, qp time, 126.18691635131836, backward_time, 100.87199807167053
Random seed, 4, forward time, 2020.2876315116882, qp time, 118.33300828933716, backward_time, 38.68112659454346
Random seed, 5, forward time, 1962.3604969978333, qp time, 129.3948211669922, backward_time, 64.09806823730469
Random seed, 3, forward time, 2001.1053190231323, qp time, 105.58847975730896, backward_time, 73.29709577560425
Random seed, 10, forward time, 2273.9609928131104, qp time, 146.3797037601471, backward_time, 57.638471841812134
Random seed, 6, forward time, 2344.6448361873627, qp time, 113.98803567886353, backward_time, 52.759777307510376
Random seed, 8, forward time, 2536.0408911705017, qp time, 134.17185831069946, backward_time, 84.6752028465271
Random seed, 1, forward time, 3487.6707072257996, qp time, 178.16570734977722, backward_time, 100.98667359352112
