Random seed, 24, training time, 1751.6040749549866, optimization time, 0
Random seed, 34, training time, 1747.2344567775726, optimization time, 0
Random seed, 6, training time, 1787.237050294876, optimization time, 0
Random seed, 36, training time, 1714.9928920269012, optimization time, 0
Random seed, 26, training time, 1880.0425951480865, optimization time, 0
Random seed, 2, training time, 1971.2707586288452, optimization time, 0
Random seed, 41, training time, 1927.6843602657318, optimization time, 0
Random seed, 37, training time, 1936.260947227478, optimization time, 0
Random seed, 50, training time, 2030.4244556427002, optimization time, 0
Random seed, 17, training time, 2030.6100358963013, optimization time, 0
Random seed, 5, training time, 2112.076295852661, optimization time, 0
Random seed, 3, training time, 2145.506242275238, optimization time, 0
Random seed, 15, training time, 2217.0655970573425, optimization time, 0
Random seed, 43, training time, 2227.192842721939, optimization time, 0
Random seed, 30, training time, 2309.0283172130585, optimization time, 0
Random seed, 13, training time, 2299.1779947280884, optimization time, 0
Random seed, 42, training time, 2357.8726892471313, optimization time, 0
Random seed, 35, training time, 2298.115428686142, optimization time, 0
Random seed, 4, training time, 2446.348749399185, optimization time, 0
Random seed, 11, training time, 2533.0430812835693, optimization time, 0
Random seed, 14, training time, 2621.8858830928802, optimization time, 0
Random seed, 27, training time, 2563.107421398163, optimization time, 0
Random seed, 22, training time, 2629.406238079071, optimization time, 0
Random seed, 33, training time, 2611.9331970214844, optimization time, 0
Random seed, 10, training time, 2720.8459701538086, optimization time, 0
Random seed, 47, training time, 2690.089337348938, optimization time, 0
Random seed, 49, training time, 2750.803981781006, optimization time, 0
Random seed, 40, training time, 2832.602027654648, optimization time, 0
Random seed, 45, training time, 2864.562315940857, optimization time, 0
Random seed, 18, training time, 2880.5850150585175, optimization time, 0
Random seed, 46, training time, 2873.9379823207855, optimization time, 0
Random seed, 21, training time, 2994.466526031494, optimization time, 0
Random seed, 25, training time, 3047.857312440872, optimization time, 0
Random seed, 20, training time, 3101.681181192398, optimization time, 0
Random seed, 29, training time, 3176.203521966934, optimization time, 0
Random seed, 19, training time, 3186.9482593536377, optimization time, 0
Random seed, 23, training time, 3347.393541097641, optimization time, 0
Random seed, 44, training time, 3436.0708544254303, optimization time, 0
Random seed, 39, training time, 3524.8530371189117, optimization time, 0
Random seed, 38, training time, 3564.6124200820923, optimization time, 0
Random seed, 9, training time, 3621.947324991226, optimization time, 0
Random seed, 12, training time, 3636.4358999729156, optimization time, 0
Random seed, 31, training time, 3729.293914794922, optimization time, 0
Random seed, 8, training time, 3877.6584193706512, optimization time, 0
Random seed, 16, training time, 4045.032561779022, optimization time, 0
Random seed, 48, training time, 4154.579823970795, optimization time, 0
Random seed, 7, training time, 4184.786829710007, optimization time, 0
Random seed, 1, training time, 4344.548344373703, optimization time, 0
Random seed, 28, training time, 4528.296334981918, optimization time, 0
Random seed, 32, training time, 4451.157370567322, optimization time, 0
