Random seed, 39, training time, 115.93182516098022, optimization time, 332.7035002708435
Random seed, 26, training time, 82.46257495880127, optimization time, 516.124480009079
Random seed, 12, training time, 98.42435312271118, optimization time, 758.2960200309753
Random seed, 1, training time, 151.69848155975342, optimization time, 826.5677857398987
Random seed, 28, training time, 78.96475076675415, optimization time, 869.6569380760193
Random seed, 46, training time, 159.34434938430786, optimization time, 832.4011566638947
Random seed, 16, training time, 101.23311400413513, optimization time, 941.0416169166565
Random seed, 19, training time, 72.48653841018677, optimization time, 1005.451553106308
Random seed, 9, training time, 117.09994578361511, optimization time, 987.607325553894
Random seed, 17, training time, 92.420250415802, optimization time, 1048.5323557853699
Random seed, 43, training time, 95.83641409873962, optimization time, 1038.7904884815216
Random seed, 10, training time, 112.58458852767944, optimization time, 1040.6974070072174
Random seed, 37, training time, 97.73401975631714, optimization time, 1115.488228559494
Random seed, 50, training time, 70.97342538833618, optimization time, 1153.2858748435974
Random seed, 35, training time, 108.44256567955017, optimization time, 1143.088078737259
Random seed, 30, training time, 89.60411548614502, optimization time, 1168.046002149582
Random seed, 7, training time, 123.97287321090698, optimization time, 1141.1604475975037
Random seed, 5, training time, 105.90927934646606, optimization time, 1168.3463597297668
Random seed, 13, training time, 72.0898380279541, optimization time, 1212.5007283687592
Random seed, 24, training time, 131.32223558425903, optimization time, 1147.8224325180054
Random seed, 47, training time, 120.76004338264465, optimization time, 1164.182789325714
Random seed, 34, training time, 84.49909138679504, optimization time, 1213.8989067077637
Random seed, 20, training time, 111.92722487449646, optimization time, 1227.2482948303223
Random seed, 6, training time, 143.39724230766296, optimization time, 1231.4850900173187
Random seed, 38, training time, 106.10877203941345, optimization time, 1288.1823246479034
Random seed, 40, training time, 96.29896879196167, optimization time, 1304.287125825882
Random seed, 23, training time, 87.09905886650085, optimization time, 1336.5646896362305
Random seed, 48, training time, 138.30781960487366, optimization time, 1285.4878582954407
Random seed, 36, training time, 66.57431149482727, optimization time, 1371.0451455116272
Random seed, 2, training time, 75.68275952339172, optimization time, 1383.2356853485107
Random seed, 27, training time, 100.47090435028076, optimization time, 1387.7292563915253
Random seed, 8, training time, 72.09513831138611, optimization time, 1464.1190571784973
Random seed, 3, training time, 103.93326306343079, optimization time, 1468.171366930008
Random seed, 25, training time, 85.42801880836487, optimization time, 1476.9563491344452
Random seed, 14, training time, 91.95956349372864, optimization time, 1524.386997461319
Random seed, 18, training time, 103.92716693878174, optimization time, 1506.985075712204
Random seed, 32, training time, 108.84592032432556, optimization time, 1527.254212141037
Random seed, 44, training time, 143.78489351272583, optimization time, 1490.7681872844696
Random seed, 31, training time, 85.49483036994934, optimization time, 1594.0717713832855
Random seed, 42, training time, 90.04867148399353, optimization time, 1617.013288974762
Random seed, 41, training time, 151.07788825035095, optimization time, 1616.001746892929
Random seed, 49, training time, 134.92504954338074, optimization time, 1655.1430051326752
Random seed, 21, training time, 133.86352944374084, optimization time, 1668.4222946166992
Random seed, 29, training time, 114.69491076469421, optimization time, 1724.1475014686584
Random seed, 4, training time, 113.76532101631165, optimization time, 1738.6429505348206
Random seed, 11, training time, 104.89099192619324, optimization time, 1856.5004615783691
Random seed, 45, training time, 107.75479745864868, optimization time, 1822.7414300441742
Random seed, 33, training time, 99.6930239200592, optimization time, 1870.5047817230225
Random seed, 15, training time, 121.718505859375, optimization time, 1873.9500455856323
Random seed, 22, training time, 141.65169310569763, optimization time, 2487.1415934562683
