Random seed, 13, training time, 18483.97193312645, optimization time, 0
Random seed, 11, training time, 18930.235473155975, optimization time, 0
Random seed, 14, training time, 19582.748297214508, optimization time, 0
Random seed, 10, training time, 19896.09403848648, optimization time, 0
Random seed, 35, training time, 19782.37152981758, optimization time, 0
Random seed, 9, training time, 20050.358186006546, optimization time, 0
Random seed, 50, training time, 20022.56706571579, optimization time, 0
Random seed, 2, training time, 19982.88025522232, optimization time, 0
Random seed, 6, training time, 20168.25700855255, optimization time, 0
Random seed, 8, training time, 20253.92014837265, optimization time, 0
Random seed, 5, training time, 20361.998559474945, optimization time, 0
Random seed, 34, training time, 20350.843801021576, optimization time, 0
Random seed, 43, training time, 20758.456018447876, optimization time, 0
Random seed, 36, training time, 20716.77735519409, optimization time, 0
Random seed, 42, training time, 20850.100137233734, optimization time, 0
Random seed, 31, training time, 21017.964090824127, optimization time, 0
Random seed, 22, training time, 20791.96795487404, optimization time, 0
Random seed, 23, training time, 21074.711112976074, optimization time, 0
Random seed, 33, training time, 20862.510685682297, optimization time, 0
Random seed, 38, training time, 21268.962266921997, optimization time, 0
Random seed, 21, training time, 21284.266434669495, optimization time, 0
Random seed, 32, training time, 21369.41828393936, optimization time, 0
Random seed, 4, training time, 21369.724497795105, optimization time, 0
Random seed, 46, training time, 21691.264184236526, optimization time, 0
Random seed, 37, training time, 21981.230643987656, optimization time, 0
Random seed, 16, training time, 21958.914046764374, optimization time, 0
Random seed, 40, training time, 21663.479117631912, optimization time, 0
Random seed, 3, training time, 21948.916640281677, optimization time, 0
Random seed, 39, training time, 22025.56037569046, optimization time, 0
Random seed, 25, training time, 21782.75078868866, optimization time, 0
Random seed, 47, training time, 22227.061752796173, optimization time, 0
Random seed, 15, training time, 21929.4803545475, optimization time, 0
Random seed, 27, training time, 21903.099170207977, optimization time, 0
Random seed, 20, training time, 22368.75200819969, optimization time, 0
Random seed, 18, training time, 22389.429636001587, optimization time, 0
Random seed, 44, training time, 22449.82936811447, optimization time, 0
Random seed, 26, training time, 22348.23526930809, optimization time, 0
Random seed, 41, training time, 22792.88308429718, optimization time, 0
Random seed, 30, training time, 22928.663679122925, optimization time, 0
Random seed, 45, training time, 22712.45586848259, optimization time, 0
Random seed, 1, training time, 23278.643263339996, optimization time, 0
Random seed, 29, training time, 23188.688185214996, optimization time, 0
Random seed, 17, training time, 23462.22948026657, optimization time, 0
Random seed, 19, training time, 23648.762528657913, optimization time, 0
Random seed, 48, training time, 24936.57948064804, optimization time, 0
Random seed, 24, training time, 25993.19630432129, optimization time, 0
Random seed, 49, training time, 26665.988194704056, optimization time, 0
Random seed, 7, training time, 28995.841027975082, optimization time, 0
